Movie,Director,Running time,Actor 1,Actor 2,Actor 3,Genre,Budget,Box Office,Actors Box Office %,Director Box Office %,Earnings,Oscar and Golden Globes nominations,Oscar and Golden Globes awards,Release year,IMDb score
The 33,Patricia Riggen,127,Marco Treviño,James Brolin,Jacob Vargas,Biography,26000000,26000000,11.11,50.0,0,0,0,2015,6.9
The 40-Year-Old Virgin,Judd Apatow,133,Steve Carell,Romany Malco,Gerry Bednob,Comedy,26000000,177000000,77.00,80.0,151000000,1,0,2005,7.1
The 5th Quarter,Rick Bieber,90,Aidan Quinn,Kendrick Cross,Sammy Nagi Njuguna,Biography,6000000,2200000,33.33,0.0,-3800000,0,0,2010,5.7
The Act of Killing,Joshua Oppenheimer,96,Anwar Congo,Herman Koto,Syamsul Arifin,Biography,1000000,4200000,100.0,100.0,3200000,0,0,2012,8.2
The Adventurer: The Curse of the Midas Box,Jonathan Newman,100,Ioan Gruffudd,Keeley Hawes,Oliver Stark,Adventure,25000000,3980000,33.33,0.0,-21020000,0,0,2013,5.4
The Adventures of Elmo in Grouchland,Gary Halvorson,73,Vanessa Williams,Kevin Clash,Caroll Spinney,Adventure,17000000,12000000,22.22,0.0,-5000000,0,0,1999,5.8
The Adventures of Huck Finn,Stephen Sommers,108,Curtis Armstrong,Frances Conroy,Anne Heche,Adventure,6500000,25000000,54.44,50.0,18500000,0,0,1993,6.2
The Adventures of Pinocchio,Steve Barron,90,Martin Landau,Udo Kier,Bebe Neuwirth,Adventure,25000000,14000000,33.33,0.0,-11000000,0,0,1996,5.3
The Age of Adaline,Lee Toland Krieger,112,Harrison Ford,Michiel Huisman,Ellen Burstyn,Drama,25000000,65600000,100.0,100.0,40600000,0,0,2015,7.2
The Andromeda Strain,Robert Wise,115,David Wayne,Paula Kelly,Eric Christmas,Sci-Fi,6500000,13000000,100.0,100.0,6500000,2,0,1971,7.2
The Animal,Luke Greenfield,84,Louis Lombardi,Michael Papajohn,Colleen Haskell,Comedy,22000000,85000000,66.67,50.0,63000000,0,0,2001,4.8
The Apostle,Robert Duvall,134,John Beasley,Todd Allen,June Carter Cash,Drama,5000000,31000000,83.33,100.0,26000000,2,0,1997,7.2
The Apparition,Todd Lincoln,83,Julianna Guill,Rick Gomez,Tim Williams,Horror,17000000,9700000,0.0,0.0,-7300000,0,0,2012,4.1
The Artist,Michel Hazanavicius,100,Bérénice Bejo,Ed Lauter,Beth Grant,Comedy,15000000,133000000,58.33,100.0,118000000,15,10,2011,8.0
The Assassin,Hsiao-Hsien Hou,105,Qi Shu,Chen Chang,Satoshi Tsumabuki,Action,15000000,15000000,66.67,50.0,0,0,0,2015,6.4
The Astronaut Farmer,Michael Polish,104,J.K. Simmons,Virginia Madsen,Bruce Dern,Adventure,13000000,11000000,46.50,0.0,-2000000,0,0,2006,6.3
The Awakening,Nick Murphy,107,Isaac Hempstead Wright,Imelda Staunton,Joseph Mawle,Horror,3000000,7000000,61.0,100.0,4000000,0,0,2011,6.5
The Ballad of Gregorio Cortez,Robert M. Young,105,Barry Corbin,Bruce McGill,Ned Beatty,Western,1250000,2000000,66.67,0.0,750000,0,0,1982,7.1
The Ballad of Jack and Rose,Rebecca Miller,112,Beau Bridges,Susanna Thompson,Ryan McDonald,Drama,1500000,1000000,33.33,0.0,-500000,0,0,2005,6.7
The Bank Job,Roger Donaldson,111,Jason Statham,Saffron Burrows,Daniel Mays,Crime,20000000,66000000,59.72,42.85,46000000,0,0,2008,7.3
The Barbarian Invasions,Denys Arcand,112,Marie-Josée Croze,Stéphane Rousseau,Marina Hands,Comedy,6000000,8700000,0.0,0.0,2700000,2,1,2003,7.7
The Beastmaster,Don Coscarelli,90,Vanna Bonta,John Amos,Rip Torn,Action,8000000,14000000,25.0,33.33,6000000,0,0,1982,6.2
The Beaver,Jodie Foster,91,Jennifer Lawrence,Cherry Jones,Riley Thomas Stewart,Drama,21000000,7000000,61.90,33.33,-14000000,0,0,2011,6.7
The Best Exotic Marigold Hotel,John Madden,124,Tom Wilkinson,Penelope Wilton,Celia Imrie,Comedy,10000000,136000000,41.11,80.0,126000000,6,0,2011,7.3
The Best Man Holiday,Malcolm D. Lee,123,Harold Perrineau,Sanaa Lathan,Eddie Cibrian,Comedy,17000000,71000000,100.0,60.0,54000000,0,0,2013,6.7
The Best Man,Malcolm D. Lee,120,Harold Perrineau,Sanaa Lathan,Jarrod Bunch,Comedy,9000000,35000000,100.0,60.0,26000000,0,0,1999,6.7
The Best of Me,Michael Hoffman,118,Luke Bracey,Gerald McRaney,Clarke Peters,Drama,26000000,35000000,0.0,0.0,9000000,0,0,2014,6.7
The Best Offer,Giuseppe Tornatore,131,Jim Sturgess,Sean Buchanan,Liya Kebede,Crime,13500000,1960000,22.22,0.0,-11540000,0,0,2013,7.8
The Beyond,Lucio Fulci,82,Catriona MacColl,David Warbeck,Al Cliver,Horror,400000,370000,0.0,0.0,-30000,0,0,1981,6.9
The Big Hit,Kirk Wong,91,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,Action,13000000,27000000,100.0,100.0,14000000,0,0,1998,6.1
The Big Lebowski,Joel Coen,117,Philip Seymour Hoffman,Jeff Bridges,Steve Buscemi,Comedy,15000000,46000000,82.22,50.0,31000000,2,0,1998,8.2
The Big Short,Adam McKay,130,Ryan Gosling,Christian Bale,Charlie Talbert,Biography,28000000,133000000,90.47,66.67,105000000,0,0,2015,7.8
The Big Tease,Kevin Allen,86,Craig Ferguson,Frances Fisher,Mary McCormack,Comedy,4000000,5350000,83.33,0.0,1350000,0,0,1999,6.3
The Birth of a Nation,Nate Parker,120,Jason Stuart,Nate Parker,Aunjanue Ellis,Biography,10000000,16000000,16.67,0.0,6000000,0,0,2016,5.4
The Black Hole,Gary Nelson,98,Robert Forster,Maximilian Schell,Yvette Mimieux,Sci-Fi,20000000,26000000,33.33,0.0,6000000,0,0,1979,5.9
The Black Stallion,Carroll Ballard,118,Teri Garr,Kelly Reno,Hoyt Axton,Adventure,2700000,37700000,100.0,50.0,35000000,3,1,1979,7.4
The Blair Witch Project,Daniel Myrick,81,Heather Donahue,Joshua Leonard,Michael C. Williams,Horror,60000,248000000,100.0,100.0,247940000,0,0,1999,6.4
The Blind Side,John Lee Hancock,129,Catherine Dyer,Quinton Aaron,Kim Dickens,Biography,29000000,309000000,83.33,60.0,280000000,10,1,2009,7.7
The Blue Butterfly,Léa Pool,97,William Hurt,Marc Donato,Raoul Max Trujillo,Adventure,12500000,310000,66.67,0.0,-12190000,0,0,2004,6.3
The Blue Lagoon,Randal Kleiser,104,Brooke Shields,Christopher Atkins,Leo McKern,Adventure,4500000,58000000,50.0,100.0,53500000,0,0,1980,5.7
The Blues Brothers,John Landis,148,John Belushi,Aretha Franklin,Ray Charles,Action,27000000,115000000,66.67,100.0,88000000,1,1,1980,7.9
The Bodyguard,Mick Jackson,129,Bill Cobbs,Mike Starr,DeVaughn Nixon,Action,25000000,411000000,50.0,50.0,386000000,4,0,1992,6.1
The Book of Mormon Movie Volume 1: The Journey,Gary Rogers,120,Noah Danby,Kirby Heyborne,Bruce Newbold,Adventure,2000000,1674000,0.0,0.0,-326000,0,0,2003,3.3
The Book Thief,Brian Percival,131,Emily Watson,Sophie Nélisse,Roger Allam,Drama,19000000,7700000,16.67,0.0,-11300000,0,0,2013,7.6
The Borrowers,Peter Hewitt,89,Jim Broadbent,Bradley Pierce,Mark Williams,Adventure,29000000,25000000,66.67,25.0,-4000000,0,0,1997,5.8
The Bounty,Roger Donaldson,132,Liam Neeson,Anthony Hopkins,Laurence Olivier,Action,25000000,8100000,53.33,42.85,-16900000,0,0,1984,7.0
The Box,Richard Kelly,115,Frank Langella,Gillian Jacobs,Celia Weston,Drama,16000000,15000000,11.11,0.0,-1000000,1,0,2009,5.6
The Boy in the Striped Pajamas,Mark Herman,94,Richard Johnson,Sheila Hancock,Cara Horgan,Drama,12500000,44000000,100.0,100.0,31500000,5,2,2008,7.8
The Boy Next Door,Rob Cohen,91,Ryan Guzman,Hill Harper,Adam Hicks,Thriller,4000000,52000000,55.55,81.81,48000000,0,0,2015,4.6
The Boys from Brazil,Franklin J. Schaffner,125,Laurence Olivier,Anne Meara,Steve Guttenberg,Thriller,12000000,19000000,44.0,33.33,7000000,3,0,1978,7.0
The Brave Little Toaster,Jerry Rees,90,Jon Lovitz,Phil Hartman,Mindy Sterling,Animation,2300000,800000,33.33,0.0,-1500000,0,0,1987,7.3
The Bridge of San Luis Rey,Mary McGuckian,120,Robert De Niro,F. Murray Abraham,Geraldine Chaplin,Drama,24000000,12000000,56.66,0.0,-12000000,0,0,2004,5.1
The Bridge on the River Kwai,David Lean,161,William Holden,Sessue Hayakawa,Jack Hawkins,Adventure,3000000,44800000,100.0,75.0,41800000,8,7,1957,8.2
The Broadway Melody,Harry Beaumont,100,Anita Page,Bessie Love,Charles King,Romance,379000,40000000,100.0,100.0,39621000,4,3,1929,6.3
The Broken Hearts Club: A Romantic Comedy,Greg Berlanti,94,Justin Theroux,Nia Long,Mary McCormack,Comedy,1000000,2100000,66.67,100.0,1100000,0,0,2000,7.0
The Brothers Bloom,Rian Johnson,114,Zachary Gordon,Maximilian Schell,Nora Zehetner,Adventure,20000000,5000000,44.0,50.0,-15000000,0,0,2008,6.9
The Brothers McMullen,Edward Burns,98,Shari Albert,Michael McGlone,Maxine Bahns,Comedy,25000,10000000,100.0,100.0,9975000,0,0,1995,6.6
The Brothers,Gary Hardwick,106,Julie Benz,Tatyana Ali,Jenifer Lewis,Comedy,6000000,27000000,66.67,100.0,21000000,0,0,2001,6.3
The Butterfly Effect,Eric Bress,120,Logan Lerman,Eric Stoltz,Cameron Bright,Sci-Fi,13000000,96000000,66.67,100.0,83000000,0,0,2004,7.7
The Cave,Bruce Hunt,93,Eddie Cibrian,Cole Hauser,Marcel Iures,Horror,30000000,33100000,58.33,0.0,3100000,0,0,2005,5.1
The Celebration,Thomas Vinterberg,105,Ulrich Thomsen,Paprika Steen,Trine Dyrholm,Drama,1300000,3000000,83.33,100.0,1700000,1,0,1998,8.1
The Charge of the Light Brigade,Michael Curtiz,100,Errol Flynn,David Niven,Spring Byington,Action,1200000,153000000,83.33,100.0,151800000,3,0,1936,7.1
The Chorus,Christophe Barratier,97,Jean-Baptiste Maunier,François Berléand,Gérard Jugnot,Drama,5500000,84000000,100.0,100.0,78500000,2,1,2004,7.9
The City of Your Final Destination,James Ivory,117,Alexandra Maria Lara,Omar Metwally,Diego Velazquez,Drama,8300000,1840000,22.22,33.33,-6460000,0,0,2009,6.4
The Claim,Michael Winterbottom,115,Milla Jovovich,Sarah Polley,Shirley Henderson,Drama,20000000,6000000,44.0,0.0,-14000000,0,0,2000,6.5
The Clan of the Cave Bear,Michael Chapman,98,Curtis Armstrong,Pamela Reed,Mike Muscat,Adventure,15000000,77000000,83.33,100.0,62000000,2,0,1986,5.3
The Collection,Marcus Dunstan,82,Daniel Sharman,Johanna Braddy,Lee Tergesen,Action,10000000,9600000,33.33,0.0,-400000,0,0,2012,6.1
The Color of Money,Martin Scorsese,119,Tom Cruise,Bill Cobbs,Mary Elizabeth Mastrantonio,Drama,13800000,52600000,63.88,44.44,38800000,7,2,1986,7.0
The Color Purple,Steven Spielberg,154,Oprah Winfrey,Rae Dawn Chong,Dana Ivey,Drama,15000000,98000000,72.22,84.60,83000000,14,0,1985,7.8
The Conjuring,James Wan,112,Mackenzie Foy,Lili Taylor,Hayley McFarland,Horror,20000000,319000000,50.0,85.71,299000000,0,0,2013,7.5
The Conspirator,Robert Redford,122,Robin Wright,Tom Wilkinson,Stephen Root,Crime,25000000,15000000,38.73,40.0,-10000000,0,0,2010,7.0
The Contender,Rod Lurie,126,Jeff Bridges,Gary Oldman,William Petersen,Thriller,20000000,22000000,58.88,0.0,2000000,5,0,2000,7.0
The Corruptor,James Foley,110,Byron Mann,Paul Ben-Victor,Kim Chan,Action,30000000,15300000,33.33,0.0,-14700000,0,0,1999,6.0
The Cottage,Paul Andrew Williams,92,Dave Legeno,Doug Bradley,Georgia Groome,Comedy,2500000,2000000,0.0,0.0,-500000,0,0,2008,6.2
The Counselor,Ridley Scott,138,Michael Fassbender,Brad Pitt,Goran Visnjic,Crime,25000000,63000000,70.0,35.29,38000000,1,0,2013,5.3
The Covenant,Renny Harlin,97,Laura Ramsey,Kyle Schmid,Toby Hemingway,Action,20000000,37000000,33.33,20.0,17000000,0,0,2006,5.3
The Crazies,Breck Eisner,101,Radha Mitchell,Glenn Morshower,John Aylward,Horror,20000000,39000000,33.33,0.0,19000000,0,0,2010,6.5
The Crocodile Hunter: Collision Course,John Stainton,90,Steve Irwin,Aden Young,Steve Bastoni,Action,13000000,33000000,83.33,100.0,20000000,0,0,2002,5.4
The Crying Game,Neil Jordan,112,Jim Broadbent,Miranda Richardson,Stephen Rea,Crime,2300000,62000000,26.11,50.0,59700000,8,3,1992,7.3
The Damned United,Tom Hooper,98,Stephen Graham,Mark Bazeley,Maurice Roëves,Biography,10000000,4600000,33.33,66.67,-5400000,0,0,2009,7.6
The Dangerous Lives of Altar Boys,Peter Care,104,Kieran Culkin,Michael Harding,Jake Richardson,Comedy,12000000,2000000,33.33,0.0,-10000000,0,0,2002,7.1
The Dark Hours,Paul Fox,80,Dov Tiefenbach,Jeff Seymour,Gordon Currie,Horror,500000,2000000,100.0,100.0,1500000,0,0,2005,6.1
The Dead Undead,Matthew R. Anderson,89,Johnny Pacar,Vernon Wells,Matthew R. Anderson,Action,1100000,1000000,16.67,0.0,-100000,0,0,2010,3.0
The Dead Zone,David Cronenberg,103,Tom Skerritt,Herbert Lom,Anthony Zerbe,Horror,10000000,16000000,50.0,14.28,6000000,0,0,1983,7.2
The Death and Life of Bobby Z,John Herzfeld,97,Paul Walker,Olivia Wilde,Jason Flemyng,Action,22000000,24000000,88.89,50.0,2000000,0,0,2007,5.9
The Debt,John Madden,113,Tom Wilkinson,Jesper Christensen,Romi Aboulafia,Thriller,20000000,136000000,80.0,80.0,116000000,6,0,2010,6.9
The Deer Hunter,Michael Cimino,183,Robert De Niro,Meryl Streep,John Savage,Drama,15000000,1400000,66.67,0.0,-13600000,0,0,1978,8.2
The Descent,Neil Marshall,100,MyAnna Buring,Shauna Macdonald,Craig Conway,Horror,3500000,57000000,100.0,50.0,53500000,0,0,2005,7.2
The Devil's Double,Lee Tamahori,109,Mem Ferda,Dominic Cooper,Ludivine Sagnier,Biography,15000000,5300000,16.67,50.0,-9700000,0,0,2011,7.1
The Devil's Rejects,Rob Zombie,109,Sid Haig,Ken Foree,Lew Temple,Crime,7000000,21000000,88.89,100.0,14000000,0,0,2005,6.9
The Diary of a Teenage Girl,Marielle Heller,102,Alexander Skarsgård,David Fine,Austin Lyon,Drama,2000000,1500000,0.0,0.0,-500000,0,0,2015,6.9
The Duchess,Saul Dibb,110,Dominic Cooper,Hayley Atwell,Charlotte Rampling,Biography,13500000,43000000,72.22,100.0,29500000,7,1,2008,6.9
The Egyptian,Michael Curtiz,139,Gene Tierney,Peter Ustinov,Jean Simmons,Drama,5000000,413000000,55.55,100.0,408000000,9,2,1954,6.6
The Elephant Man,David Lynch,124,Anthony Hopkins,Anne Bancroft,Dexter Fletcher,Biography,5000000,26000000,72.22,60.0,21000000,12,3,1980,8.2
The Emperor's Club,Michael Hoffman,109,Gabriel Millman,Embeth Davidtz,Rob Morrow,Drama,12500000,15000000,0.0,0.0,2500000,0,0,2002,6.9
The End of the Affair,Neil Jordan,102,Stephen Rea,Ian Hart,James Bolam,Drama,23000000,100000000,77.00,50.0,77000000,5,1,1999,7.2
The Evil Dead,Sam Raimi,96,Ted Raimi,Betsy Baker,Ellen Sandweiss,Horror,375000,2300000,100.0,61.5,1925000,0,0,1981,7.6
The Exorcism of Emily Rose,Scott Derrickson,122,Tom Wilkinson,Colm Feore,JR Bourne,Thriller,20000000,145000000,80.0,100.0,125000000,2,0,2005,6.7
The Eye,David Moreau,92,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,Horror,12000000,56000000,83.33,100.0,44000000,0,0,2008,5.4
The Faculty,Robert Rodriguez,104,Jordana Brewster,Salma Hayek,Clea DuVall,Horror,15000000,40000000,77.00,72.72,25000000,0,0,1998,6.4
The Family Stone,Thomas Bezucha,103,Craig T. Nelson,Paul Schneider,Tyrone Giordano,Comedy,17000000,92000000,61.00,50.0,75000000,1,0,2005,6.3
The Fault in Our Stars,Josh Boone,133,Shailene Woodley,Sam Trammell,Nat Wolff,Drama,12000000,307000000,83.33,100.0,295000000,2,0,2014,7.8
The Fighter,David O. Russell,116,Christian Bale,Jack McGee,Melissa McMeekin,Biography,25000000,93000000,83.33,62.5,68000000,18,7,2010,7.9
The First Wives Club,Hugh Wilson,103,Stockard Channing,Elizabeth Berkley,Stephen Collins,Comedy,26000000,181000000,44.0,50.0,155000000,1,0,1996,6.2
The Fisher King,Terry Gilliam,137,Jeff Bridges,David Hyde Pierce,Harry Shearer,Comedy,24000000,41800000,22.22,42.85,17800000,5,2,1991,7.6
The Fog,John Carpenter,89,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,Horror,1000000,21000000,66.67,53.84,20000000,0,0,1980,6.8
The Fog,John Carpenter,89,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,Horror,1000000,21000000,66.67,53.84,20000000,0,0,1980,6.8
The Forest,Jason Zada,93,Eoin Macken,Stephanie Vogt,Gen Seto,Horror,10000000,37700000,100.0,100.0,27700000,0,0,2016,4.8
The Forsaken,J.S. Cardone,90,Brendan Fehr,Kerr Smith,Izabella Miko,Horror,5000000,7000000,83.33,0.0,2000000,0,0,2001,5.3
The Fourth Kind,Olatunde Osunsanmi,98,Milla Jovovich,Will Patton,Hakeem Kae-Kazim,Mystery,10000000,47000000,38.88,100.0,37000000,0,0,2009,5.9
The Front Page,Billy Wilder,105,Austin Pendleton,Harold Gould,David Wayne,Comedy,4000000,15000000,77.00,100.0,11000000,0,0,1974,7.3
The Frozen Ground,Scott Walker,105,Nicolas Cage,Radha Mitchell,Jodi Lyn O'Keefe,Crime,27220000,5000000,66.67,0.0,-22220000,0,0,2013,6.4
The Full Monty,Peter Cattaneo,91,Tom Wilkinson,Mark Addy,Lesley Sharp,Comedy,3500000,258000000,57.77,40.0,254500000,8,1,1997,7.2
The Gambler,Rupert Wyatt,111,George Kennedy,Cjon Saulsberry,Griffin Cleveland,Crime,25000000,39000000,16.67,33.33,14000000,0,0,2014,6.0
The Game of Their Lives,David Anspaugh,101,Gerard Butler,Costas Mandylor,Jimmy Jean-Louis,Drama,20000000,3900000,11.11,0.0,-16100000,0,0,2005,6.2
The Gift,Joel Edgerton,108,Busy Philipps,Allison Tolman,Wendell Pierce,Thriller,5000000,59000000,55.55,100.0,54000000,0,0,2015,7.1
The Girl Next Door,Luke Greenfield,110,Chris Marquette,Timothy Bottoms,Jacob Young,Comedy,25000000,14600000,0.0,50.0,-10400000,0,0,2004,6.8
The Giver,Phillip Noyce,97,Jeff Bridges,Meryl Streep,Alexander Skarsgård,Drama,25000000,45000000,22.22,66.67,20000000,0,0,2014,6.5
The Glass House,Daniel Sackheim,106,Chris Noth,Bruce Dern,Trevor Morgan,Crime,30000000,23000000,16.67,0.0,-7000000,0,0,2001,5.8
The Golden Child,Michael Ritchie,94,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,Action,25000000,79000000,66.67,100.0,54000000,0,0,1986,5.9
The Good Girl,Miguel Arteta,93,Jake Gyllenhaal,Zooey Deschanel,Tim Blake Nelson,Drama,5000000,14000000,73.33,75.0,9000000,1,0,2002,6.5
The Good Night,Jake Paltrow,93,Stephen Graham,Gael Le Cornec,Keith Allen,Comedy,15000000,560000,33.33,0.0,-14440000,0,0,2007,5.9
The Good Thief,Neil Jordan,109,Emir Kusturica,Saïd Taghmaoui,Tchéky Karyo,Action,25000000,16000000,16.67,50.0,-9000000,0,0,2002,6.6
The Good the Bad and the Ugly,Sergio Leone,142,Clint Eastwood,Luigi Pistilli,Enzo Petito,Western,1200000,25000000,93.33,75.0,23800000,1,0,1966,8.9
The Good the Bad the Weird,Jee-woon Kim,135,Kang-ho Song,Woo-sung Jung,Dal-su Oh,Action,10000000,130000000,100.0,50.0,120000000,2,0,2008,7.3
The Grace Card,David G. Evans,101,Michael Joiner,Chris Thomas,Michael Higgenbottom,Drama,200000,2700000,100.0,100.0,2500000,0,0,2010,6.4
The Great Beauty,Paolo Sorrentino,172,Toni Servillo,Sabrina Ferilli,Serena Grandi,Drama,9200000,24000000,100.0,100.0,14800000,9,2,2013,7.7
The Great Debaters,Denzel Washington,126,Denzel Washington,Jurnee Smollett-Bell,John Heard,Biography,15000000,30000000,52.77,50.0,15000000,1,0,2007,7.6
The Great Escape,John Sturges,172,James Coburn,Donald Pleasence,Gordon Jackson,Adventure,4000000,11000000,100.0,100.0,7000000,1,0,1963,8.3
The Great Train Robbery,Michael Crichton,110,Lesley-Anne Down,Michael Elphick,Pamela Salem,Crime,6000000,7600000,0.0,0.0,1600000,0,0,1979,7.0
The Greatest Show on Earth,Cecil B. DeMille,152,Gloria Grahame,Dorothy Lamour,Cornel Wilde,Drama,4000000,36000000,100.0,100.0,32000000,5,2,1952,6.7
The Greatest Story Ever Told,George Stevens,225,Martin Landau,Carroll Baker,José Ferrer,Biography,20000000,15000000,0.0,0.0,-5000000,5,0,1965,6.6
The Green Inferno,Eli Roth,100,Daryl Sabara,Richard Burgi,Magda Apanowicz,Horror,6000000,7000000,50.0,66.67,1000000,0,0,2013,5.4
The Grey,Joe Carnahan,117,Liam Neeson,Frank Grillo,James Badge Dale,Action,25000000,79000000,70.0,66.67,54000000,0,0,2011,6.8
The Grudge 2,Takashi Shimizu,137,Sarah Michelle Gellar,Sarah Roemer,Matthew Knight,Horror,20000000,70000000,100.0,100.0,50000000,0,0,2006,5.0
The Grudge,Takashi Shimizu,98,Sarah Michelle Gellar,Clea DuVall,Ted Raimi,Horror,10000000,187000000,77.00,100.0,177000000,0,0,2004,5.9
The Guard,John Michael McDonagh,96,Don Cheadle,Fionnula Flanagan,Wale Ojo,Comedy,6000000,21000000,83.33,100.0,15000000,1,0,2011,7.3
The Guru,Daisy von Scherler Mayer,94,Michael McKean,Dash Mihok,Jimi Mistry,Comedy,11000000,30000000,55.55,50.0,19000000,0,0,2002,5.4
The Hammer,Charles Herman-Wurmfeld,88,John Enos III,Rian Bishop,Adam Carolla,Comedy,850000,470000,33.33,66.67,-380000,0,0,2007,7.3
The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,101,Abigail Spencer,Cicely Tyson,Brad James,Thriller,9000000,1890000,33.33,0.0,-7110000,0,0,2013,5.3
The Haunting of Molly Hartley,Mickey Liddell,82,Jessica Lowndes,Randy Wayne,Haley Bennett,Thriller,5000000,15500000,50.0,100.0,10500000,0,0,2008,3.8
The Heart of Me,Thaddeus O'Sullivan,96,Olivia Williams,Luke Newberry,Eleanor Bron,Drama,7000000,2000000,11.11,0.0,-5000000,0,0,2002,6.7
The Hebrew Hammer,Jonathan Kesselman,87,Judy Greer,Adam Goldberg,Tony Cox,Comedy,1000000,827000,41.11,0.0,-173000,0,0,2003,6.2
The Help,Tate Taylor,146,Emma Stone,Bryce Dallas Howard,Mike Vogel,Drama,25000000,217000000,100.0,50.0,192000000,8,4,2011,8.1
The Hills Have Eyes II,Martin Weisz,89,Jeff Kober,Daniella Alonso,Jacob Vargas,Horror,15000000,25000000,16.67,0.0,10000000,0,0,2007,5.1
The History Boys,Nicholas Hytner,109,Dominic Cooper,Russell Tovey,James Corden,Comedy,2000000,14000000,66.67,66.67,12000000,2,0,2006,6.9
The Hoax,Lasse Hallström,116,Hope Davis,Christopher Evan Welch,James Biberi,Comedy,25000000,11000000,55.55,55.55,-14000000,0,0,2006,6.7
The Hole,Joe Dante,92,Bruce Dern,Teri Polo,Haley Bennett,Adventure,12000000,9000000,50.0,42.85,-3000000,0,0,2009,5.7
The Holy Girl,Lucrecia Martel,106,Mía Maestro,Mercedes Morán,María Alche,Drama,1400000,5000000,100.0,100.0,3600000,0,0,2004,6.7
The Hours,Stephen Daldry,114,Meryl Streep,Stephen Dillane,Miranda Richardson,Drama,25000000,41000000,25.0,25.0,16000000,9,1,2002,7.6
The House Bunny,Fred Wolf,97,Emma Stone,Katharine McPhee,Beverly D'Angelo,Comedy,25000000,70000000,58.33,50.0,45000000,0,0,2008,5.5
The House of Mirth,Terence Davies,135,Eric Stoltz,Anthony LaPaglia,Elizabeth McGovern,Drama,10000000,5000000,16.67,0.0,-5000000,0,0,2000,7.1
The House of the Devil,Ti West,95,Lena Dunham,Greta Gerwig,Dee Wallace,Horror,900000,1000000,66.67,0.0,100000,0,0,2009,6.4
The Howling,Joe Dante,91,Patrick Macnee,Robert Picardo,Dee Wallace,Horror,1000000,18000000,50.0,42.85,17000000,0,0,1981,6.6
The Hundred-Foot Journey,Lasse Hallström,122,Manish Dayal,Charlotte Le Bon,Juhi Chawla,Comedy,22000000,89500000,100.0,55.55,67500000,1,0,2014,7.3
The Hunt,Thomas Vinterberg,115,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,Drama,3800000,16000000,100.0,100.0,12200000,3,0,2012,8.3
The Hurt Locker,Kathryn Bigelow,131,Jeremy Renner,Christian Camargo,Brian Geraghty,Drama,15000000,47000000,55.55,66.67,32000000,9,6,2008,7.6
The Hustler,Robert Rossen,134,George C. Scott,Jackie Gleason,Murray Hamilton,Drama,2000000,85000000,66.67,100.0,83000000,9,2,1961,8.0
The I Inside,Roland Suso Richter,90,Stephen Graham,Sarah Polley,Stephen Rea,Mystery,8800000,1300000,77.00,0.0,-7500000,0,0,2004,6.1
The Ice Pirates,Stewart Raffill,91,Anjelica Huston,John Carradine,Robert Urich,Action,9000000,9500000,0.0,0.0,500000,0,0,1984,5.7
The Ides of March,George Clooney,101,Ryan Gosling,Philip Seymour Hoffman,Jennifer Ehle,Drama,12500000,41000000,83.80,60.0,28500000,9,1,2011,7.1
The Illusionist,Neil Burger,110,Rufus Sewell,Eddie Marsan,Jake Wood,Drama,16000000,87000000,100.0,75.0,71000000,7,0,2006,7.6
The Imitation Game,Morten Tyldum,114,Benedict Cumberbatch,Rory Kinnear,Allen Leech,Biography,14000000,230000000,100.0,50.0,216000000,14,4,2014,8.1
The Immigrant,James Gray,120,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,Drama,16000000,6180000,22.22,25.0,-9820000,0,0,2013,6.6
The Importance of Being Earnest,Oliver Parker,97,Colin Firth,Tom Wilkinson,Rupert Everett,Comedy,15000000,17000000,41.11,25.0,2000000,0,0,2002,6.9
The In Crowd,Mary Lambert,105,Matthew Settle,Susan Ward,A.J. Buckley,Drama,15000000,5000000,66.67,50.0,-10000000,0,0,2000,4.6
The Incredibly True Adventure of Two Girls in Love,Maria Maggenti,94,Nicole Ari Parker,Laurel Holloman,Stephanie Berry,Comedy,250000,2000000,100.0,100.0,1750000,0,0,1995,6.5
The Informant!,Steven Soderbergh,108,Matt Damon,Joel McHale,Thomas F. Wilson,Comedy,21000000,41000000,83.33,68.75,20000000,2,0,2009,6.5
The Informers,Gregor Jordan,98,Austin Nichols,Brad Renfro,Lou Taylor Pucci,Crime,18000000,3800000,33.33,0.0,-14200000,0,0,2008,5.1
The Invention of Lying,Ricky Gervais,100,Jennifer Garner,Tina Fey,Martin Starr,Comedy,18500000,32000000,44.0,0.0,13500000,0,0,2009,6.4
The Iron Lady,Phyllida Lloyd,105,Meryl Streep,Jim Broadbent,Olivia Colman,Biography,13000000,110000000,40.0,100.0,97000000,6,2,2011,6.4
The Jacket,John Maybury,94,Jennifer Jason Leigh,Jason Lewis,Angel Coulby,Drama,29000000,7000000,16.67,0.0,-22000000,0,0,2005,7.1
