Name,Price,Producer,MPN,EAN,UPC,Supported Sockets,Height,TDP,80mm Fans,92mm Fans,120mm Fans,140mm Fans,200mm Fans,Additional Fan Support,Product Page
"Corsair iCUE H100i RGB Elite , black",$137.81 USD,Corsair,CW-9060058-WW,0840006648109,,"2066, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4, sTR4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09YC9FZ8M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H100x RGB ELITE , black",,Corsair,CW-9060065-WW,0840006655992,,"1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4",0 mm,,0,0,2,0,0,False,
"Corsair iCUE H115i ELITE CAPELLIX , black",$159.58 USD,Corsair,CW-9060047-WW,0840006618768,,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, TR4, sTRX4",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/dp/B08G1Q1FHM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H115i ELITE CAPELLIX XT , black",$177.71 USD,Corsair,CW-9060069-WW,0840006683483,,"1154, 1400, 2066, 2011-V3, 2011, 1700, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/dp/B0BQJ7HFSQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H115i RGB Elite , black",$152.32 USD,Corsair,CW-9060059-WW,0840006648116,,"2066, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4, sTR4",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/dp/B09YC262VM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H150i ELITE mit LCD-Monitor, black",$235.74 USD,Corsair,CW-9060062-WW,0840006648147,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, AM2, sTRX4, TR4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B09HDWQKV8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H150i ELITE CAPELLIX , black",$177.71 USD,Corsair,CW-9060048-WW,0840006618775,,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, TR4, sTRX4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B08G1Q3GZR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H150i ELITE CAPELLIX White , white",$184.96 USD,Corsair,CW-9060051-WW,0840006630616,,"1200, sTR4, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, sTRX4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B08Q86DSTX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H150i ELITE CAPELLIX XT , black",$199.47 USD,Corsair,CW-9060070-WW,0840006683490,,"1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B0BQJ6QL7L?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H150i ELITE CAPELLIX XT , white",$220.64 USD,Corsair,CW-9060073-WW,0840006683520,,"1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B0BQJ44PGK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H150i ELITE LCD XT , black",$282.89 USD,Corsair,CW-9060075-WW,0840006694205,,"1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B0BQWSP2ZP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H150i ELITE LCD XT , white",$268.38 USD,Corsair,CW-9060077-WW,0840006694229,,"1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B0BQWTMJ7F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H150i RGB Elite , black",$174.08 USD,Corsair,CW-9060060-WW,0840006648123,,"2066, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4, sTR4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B09YCHFXQL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H170i ELITE mit LCD-Monitor, black",$308.28 USD,Corsair,CW-9060063-WW,0840006648154,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, AM2, sTRX4, TR4",0 mm,,0,0,0,3,0,False,https://www.amazon.ca/dp/B09HDPTRCQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H170i Elite Capellix , black",$210.35 USD,Corsair,CW-9060055-WW,0840006643432,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, AM2, sTRX4, sTR4",0 mm,,0,0,0,3,0,False,https://www.amazon.ca/dp/B095W3666C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H170i ELITE CAPELLIX XT , black",$235.74 USD,Corsair,CW-9060071-WW,0840006683506,,"1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",0 mm,,0,0,0,3,0,False,https://www.amazon.ca/dp/B0BQJ72D7R?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE H170i ELITE LCD XT , black",$311.17 USD,Corsair,CW-9060076-WW,0840006694212,,"1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",0 mm,,0,0,0,3,0,False,https://www.amazon.ca/dp/B0BQWTVYLV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Cryorig A40 - 240 mm,,Cryorig,CR-A4A,4719692700247,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,0,0,False,
Cryorig A40 Ultimate - 240 mm,,Cryorig,CR-A4B,4719692700254,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,0,0,False,
Cryorig C1 Low-Profile- - 140mm,,Cryorig,CR-C1A,4719692700056,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",74 mm,,0,0,0,0,0,False,
"Cryorig C7 G Mini-Top-Flow- - 92mm, Kupfer mit Graphen-Beschichtung",,Cryorig,CR-C7G,4719692701244,,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",47 mm,,0,0,0,0,0,False,
Cryorig C7 Mini-Top-Flow- - 92mm,,Cryorig,CR-C7A,4719692700216,,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",47 mm,,0,0,0,0,0,False,
Cryorig C7 RGB Mini-Top-Flow- - 92mm,,Cryorig,CR-C7R,4719692701206,,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",47 mm,,0,0,0,0,0,False,
Cryorig H5 Ultimate Processor-Tower-Kühler - 140mm,,Cryorig,CR-H5B,4719692700070,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,True,
Cryorig H5 Universal Processor-Tower-Kühler - 140mm,,Cryorig,CR-H5A,4719692700063,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,True,
Cryorig H7 Processor-Tower-Kühler - 120mm,,Cryorig,CR-H7A,4719692700087,,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",145 mm,,0,0,0,0,0,True,
Cryorig H7 Plus Processor-Tower-Kühler - 2x120mm,,Cryorig,CR-H7PA,4719692701169,,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",145 mm,,0,0,0,0,0,False,
"Cryorig H7 Quad Lumi Processor-Tower-Kühler - 120mm, RGB",,Cryorig,CR-H7QLA,4719692700926,,"1150, 1151, 1155, 1156, 2011-V3, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",145 mm,,0,0,0,0,0,True,
Cryorig H7 Ultra Processor-Tower-Kühler - 120mm,,Cryorig,CR-H7UA,4719692701183,,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",145 mm,,0,0,0,0,0,True,
Cryorig M9 Plus Processor-Tower-Kühler - 2x92mm,,Cryorig,CR-M9PA,4719692701176,,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+","124,6 mm",,0,0,0,0,0,False,
"Cryorig M9a Processor-Tower-Kühler - AMD, 92mm",,Cryorig,CR-M9A,4719692700230,,"AM2, AM3, AM3+, AM4, FM1, FM2, FM2+","124,6 mm",,0,0,0,0,0,True,
"Cryorig M9i Processor-Tower-Kühler - Intel, 92mm",,Cryorig,CR-M9I,4719692700223,,"1150, 1151, 1155, 1156","124,6 mm",,0,0,0,0,0,True,
Cryorig R1 Ultimate Processor-Tower-Kühler -2x140 mm,,Cryorig,CR-R1A,4719692700001,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+","168,3 mm",,0,0,0,0,0,False,
Cryorig R1 Universal Processor-Tower-Kühler - 2x140mm,,Cryorig,CR-R1B,4719692700032,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+","168,3 mm",,0,0,0,0,0,False,
Cryorig R5 Processor Kühler 140mm - black/white,,Cryorig,CR-R5A,4719692701138,,"1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, AM4, AM3+, AM3, AM2, FM2, FM1",140 mm,200 W,0,0,0,0,0,False,
Deepcool FROSTWIN V2.0 120mm(2pcs) Hydro,$51.58 USD,DEEPCOOL,FROSTWIN V2.0,6933412725145,,"2011,1366,1156,1155,1151,1150,775, FM2+,FM2,FM1,AM3+,AM3,AM2+,AM2",151 mm,,0,0,0,0,0,False,https://www.amazon.ca/DeepCool-CPU-Cooler-FROSTWIN-V2-0/dp/B00RZ8DM9Q?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00RZ8DM9Q
Deepcool GABRIEL 120mm Hydro,$38.34 USD,DEEPCOOL,GABRIEL,6933412725398,,"1156,1155,1151,1150, FM2+,FM2,FM1,AM3+,AM3,AM2+,AM2,940,939,754",60 mm,,0,0,0,0,0,False,https://www.amazon.ca/DEEPCOOL-GABRIEL-DeepCool-CPU-Cooler/dp/B00IR5U3W0?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00IR5U3W0
DEEPCOOL Gamer Storm Lucifer K2 6 Heatpipes 120mm Slim and Silent PWM Fan,$48.75 USD,DEEPCOOL,LUCIFER K2,6933412725718,,"2011-V3, 2011, 1366, 1155,1156,1150,1151, 775, FM1,FM2,FM2+,AM3+,AM3,AM2+,AM2",163 mm,,0,0,0,0,0,False,https://www.amazon.ca/DeepCool-Cooler-Heatpipes-Lucifer-K2/dp/B018J94OOG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B018J94OOG
DEEPCOOL GamerStorm ASSASSIN II 8 Heatpipes Dual PWM Fans&FDB Bearing 300RPM Min. Nickel-plated fins,,DEEPCOOL,ASSASSIN II,6933412725688,,"2011-V3 , 2011 , 1366 , 1156 , 1155 , 1151 , 1150 , 775, FM2+ , FM2 , FM1 , AM3+ , AM3 , AM2+ , AM2",167 mm,,0,0,0,0,0,False,
DEEPCOOL GAMMAXX 200T 2 Heat pipes 120mm PWM Fan,$20.12 USD,DEEPCOOL,GAMMAXX 200T,6933412725732,6933412725732,"1150 , 1151 , 1155 , 1156, 775, FM2, FM1, AM4, AM3+ , AM3, AM2+, AM2, K8",132 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B019KOXF8K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Deepcool GAMMAXX 300 120mm Hydro,,DEEPCOOL,GAMMAXX 300,6933412708124,,"1366 , 1156 , 1155 , 1151 , 1150 , 775, FM2+ , FM2 , FM1 , AM4 , AM3+ , AM3 , AM2+ , AM2",136 mm,,0,0,0,0,0,False,
DEEPCOOL GAMMAXX 400 4 Heatpipes 120mm PWM Fan with Blue LED,$26.15 USD,DEEPCOOL,GAMMAXX 400,6933412708131,6933412708131,"2011-V3 , 2011 , 1366 , 1156 , 1155 , 1151 , 1150 , 775, AM4 , FM2+ , FM2 , FM1 , AM3+ , AM3 , AM2+ , AM2",155 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B007JEMXYQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Deepcool GAMMAXX S40 120mm Hydro,$27.55 USD,DEEPCOOL,GAMMAXX S40,6933412725282,6933412725282,"2011, 1366, 1156 , 1155 , 1151 , 1150 , 775, FM2, FM1 , AM4 , AM3+ , AM3 , AM2+ , AM2 , 940 , 939",143 mm,,0,0,0,0,0,False,https://www.amazon.ca/DEEPCOOL-GAMMAXX-S40-Heatpipes-Compatible/dp/B00CVWQEIW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00CVWQEIW
Deepcool LUCIFER V2 140mm Hydro,,DEEPCOOL,LUCIFER,6933412725510,,"2011-V3 , 2011 , 1366 , 1156 , 1155 , 1151 , 1150 , 775, FM2+ , FM2 , FM1 , AM3+ , AM3 , AM2+ , AM2",168 mm,,0,0,0,0,0,False,
Deepcool NEPTWIN V2.0 120mm(2pcs) Hydro,,DEEPCOOL,NEPTWIN V2.0,460574000118,,"2011-V3,2011,1366,1156,1155,1150,775, FM2+,FM2,FM1,AM3+,AM3,AM2+,AM2",159 mm,,0,0,0,0,0,False,
Dynatron K17 92mm 2 Ball,,Dynatron,K17,855700010220,00855700010220,"1151 , 1150 , 1155 , 1156",110 mm,,0,0,0,0,0,False,
Dynatron K199 80mm 2 Ball,,Dynatron,K199,855700010022,00012302236230,"1151 , 1150 , 1155 , 1156",29 mm,,0,0,0,0,0,False,
Dynatron K2 75mm 2 Ball,,Dynatron,K2,855700010091,00855700010091,"1151 , 1150 , 1155 , 1156",28 mm,,0,0,0,0,0,False,
Dynatron K5 92mm 2 Ball,,Dynatron,K5,855700010121,00855700010121,"1151 , 1150 , 1155 , 1156",41 mm,,0,0,0,0,0,False,
Dynatron K666 60mm 2 Ball,,Dynatron,K666,855700010077,00855700010077,"1151 , 1150 , 1155 , 1156",64 mm,,0,0,0,0,0,False,
Dynatron K785 77mm 2 Ball,,Dynatron,K785,855700010053,,"1151 , 1150 , 1155 , 1156",62 mm,,0,0,0,0,0,False,
Dynatron K985 92mm Ball,,Dynatron,K985,855700010060,00855700010060,"1151 , 1150 , 1155 , 1156",73 mm,,0,0,0,0,0,False,
Dynatron R14 60mm 2 Ball Intel Sandy Bridge Romley-EP/EX Narrow ILM Processors up to TDP 150 Watts,,Dynatron,R14,855700013139,00191120070483,2011,67 mm,,0,0,0,0,0,False,
Dynatron R15,,Dynatron,R15,855700013146,,2011,27 mm,,0,0,0,0,0,False,
Dynatron R16 80mm 2 Ball,,Dynatron,R16,855700013153,00191120070490,2011,28 mm,,0,0,0,0,0,False,
Dynatron R17 92mm 2 Ball Intel Sandy Bridge Romley-EP/EX Processors up to TDP 160 Watts Overclocking,,Dynatron,R17,855700013160,00855700013160,2011,110 mm,,0,0,0,0,0,False,
Dynatron R25 80mm 2 Ball,,Dynatron,R25,855700013269,855700013269,2011,28 mm,,0,0,0,0,0,False,
Dynatron R27 80mm 2 Ball,,Dynatron,R27,855700013276,855700013276,2011,110 mm,,0,0,0,0,0,False,
Dynatron R5 60mm 2 Ball Bearing for Intel Sandy Bridge EP/EX Processors,,Dynatron,R5,855700013047,00912201842795,2011,66 mm,,0,0,0,0,0,False,
Dynatron R8,,Dynatron,R8,855700013078,,2011,64 mm,,0,0,0,0,0,False,
Dynatron R9 77mm 2 Ball,,Dynatron,R9,855700013085,,2011,62 mm,,0,0,0,0,0,False,
Dynatron T450 80mm 2 Ball,,Dynatron,T450,855700009132,,"1151 , 1150 , 1155 , 1156",31 mm,,0,0,0,0,0,False,
Enermax Aquafusion,$87.05 USD,Enermax,ELC-AQF120-SQA,4713157723871,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,1,0,0,False,https://www.amazon.ca/Enermax-Aquafusion-Liquid-Addressable-ELC-AQF120-SQA/dp/B07P7RXLH1?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07P7RXLH1
Enermax Aquafusion,$108.81 USD,Enermax,ELC-AQF240-SQA,4713157723888,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/Enermax-Aquafusion-Liquid-Addressable-ELC-AQF240-SQA/dp/B07PB24DN2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07PB24DN2
ENERMAX ETD-T60-TB 120mm Twister,,Enermax,ETD-T60-TB,816163005123,,"AM2,AM2+,AM3,AM3+, 775,1155,1156,1366,1150",112 mm,,0,0,0,0,0,False,
ENERMAX ETS-N30R-HE 92mm,$26.88 USD,Enermax,ETS-N30R-HE,816163008445,,"775 , 1150 , 1151 , 1155 , 1156 , 1366 , 2011 , 2011-V3, AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2 , FM2+",138 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B01C1FD5V2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ENERMAX ETS-N30R-TAA 92mm,$33.83 USD,Enermax,ETS-N30R-TAA,816163008452,,"775 , 1150 , 1151 , 1155 , 1156 , 1366 , 2011 , 2011-V3, AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2 , FM2+",138 mm,,0,0,0,0,0,False,https://www.amazon.ca/Enermax-ETS-N30-Compact-Cooler-ETS-N30R-TAA/dp/B01DGCFLFW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01DGCFLFW
Enermax ETS-T40F,$25.38 USD,Enermax,ETS-T40F TB,0816163008247,816163008247,"775,1150,1151,1155,1156,1366,2011,2011-V3, AM2,AM2+,AM3,AM3+,FM1,FM2,FM2+",162 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B014W1Y1FM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ENERMAX ETS-T40F-BK 120mm Twister Aluminum 120mm Black with blue LED PWM Fan,$29.07 USD,Enermax,ETS-T40F-BK,816163008254,816163008254,"775 , 1150 , 1151 , 1155 , 1156 , 1366 , 2011 , 2011-V3, AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2 , FM2+",162 mm,,0,0,0,0,0,False,https://www.amazon.ca/Enermax-ETS-T40F-BK-Cooler-Intel-120mm/dp/B014W1Y0YO?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B014W1Y0YO
ENERMAX ETS-T40F-RF 140mm Twister Aluminum 120mm Black with 140mm PWM Fan,$38.91 USD,Enermax,ETS-T40F-RF,816163008278,,"775,1150,1151,1155,1156,1366,2011,2011-V3, AM2,AM2+,AM3,AM3+,FM1,FM2,FM2+",166 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B014W3EN26?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ENERMAX ETS-T40F-TB 120mm Twister Aluminum 120mm with PWM Fan Low 8 dBA nosie w/ fan adaptor,$38.18 USD,Enermax,ETS-T40F-TB,816163008247,816163008247,"775,1150,1151,1155,1156,1366,2011,2011-V3, AM2,AM2+,AM3,AM3+,FM1,FM2,FM2+",162 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B014W1Y1FM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ENERMAX ETS-T40F-W 120mm Twister Aluminum 120mm White with Dual White LED PWM Fans,$37.66 USD,Enermax,ETS-T40F-W,816163008261,,"775 , 1150 , 1151 , 1155 , 1156 , 1366 , 2011 , 2011-V3, AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2 , FM2+",162 mm,,0,0,0,0,0,False,https://www.amazon.ca/Enermax-ETS-T40F-W-Cooler-Cluster-Included/dp/B014W1Y1MA?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B014W1Y1MA
ENERMAX ETS-T50A-BVT Twister Aluminum 120mm with DFR (Dust Free Rotation) Vegas Fan with 3 color LED,$49.53 USD,Enermax,ETS-T50A-BVT,816163008537,,"775 , 1150, 1151, 1155, 1156, 1366 , 2011 , 2011-V3, AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2 , FM2+",160 mm,,0,0,0,0,0,False,https://www.amazon.ca/Enermax-T50-Axe-Cooling-ETS-T50A-BVT/dp/B01LANOU88?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LANOU88
ENERMAX ETS-T50A-WVS Twister Aluminum 120mm White with DFR (Dust Free Rotation) White LED Fan,$60.79 USD,Enermax,ETS-T50A-WVS,816163008599,,"775 , 1150, 1151, 1155, 1156, 1366 , 2011 , 2011-V3, AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2 , FM2+",160 mm,,0,0,0,0,0,False,https://www.amazon.ca/Enermax-T50-Cooling-ETS-T50A-WVS-White/dp/B01LJURCCI?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LJURCCI
Enermax LiqFusion 240 RGB - 240 mm,$108.78 USD,Enermax,ELC-LF240-RGB,4713157723383,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/LIQFusion-addressable-Exclusive-waterblock-ELC-LF240-RGB/dp/B07BB7P4NJ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BB7P4NJ
Enermax Liqmax III ARGB 360,,Enermax,ELC-LMT360-ARGB,4713157724519,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,3,0,0,False,
Enermax LiqTech II RGB 240,,Enermax,ELC-LTTO240-TBP,4713157723581,819315023587,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,2,0,0,False,
Enermax LiqTech II RGB 280,,Enermax,ELC-LTTO280-TBP,4713157723598,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,2,0,False,
Enermax LiqTech II RGB 360,,Enermax,ELC-LTTO360-TBP,4713157723604,819315023600,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,3,0,0,False,
Enermax LiqTech II RGB 360 White,,Enermax,ELC-LTTO360-TBP-W,4713157723635,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,3,0,0,False,
Enermax LiqTech TR4 II RGB 360,$183.76 USD,Enermax,ELC-LTTRTO360-TBP,4713157723666,,"TR4, sTRX4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/Enermax-ELC-LTTRTO360-TBP-LIQTECH-360-Cooling/dp/B07H778NCW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07H778NCW
EVERCOOL HPH-9525CU 95mm Ever Lubricate,,EVERCOOL THERMAL CORP. LTD,HPH-9525CU,4711158194720,,775,67 mm,,0,0,0,0,0,False,
EVERCOOL HPL-815EP Ever Lubricate,,EVERCOOL THERMAL CORP. LTD,HPL-815EP,4711158195901,,"K8 , AM2 , AM2+ , AM3 , 775 , 1150 , 1156 , 1366",45 mm,,0,0,0,0,0,False,
EVERCOOL HPM-12025 120mm Ever Lubricate Transformer 3,,EVERCOOL THERMAL CORP. LTD,HPM-12025,4711158195932,,775,161 mm,,0,0,0,0,0,False,
EVERCOOL HPO-12025 120mm x 2 (SSF-12 & Silent Fan) Ever Lubricate,,EVERCOOL THERMAL CORP. LTD,HPO-12025,4711158197509,,"AM2, AM2+, AM3, FM1, 775, 1156, 1155, 1366, 2011, 1150",165 mm,,0,0,0,0,0,False,
EVERCOOL K8-FM1 Retention Holder compatible for AMD k8 socket/AM2/AM3/FM1,,EVERCOOL THERMAL CORP. LTD,K8-FM1,818612006972,,"K8,AM2,AM3,FM1",29 mm,,0,0,0,0,0,False,
EVERCOOL K8-RM AMD K8 Retention Holder,,EVERCOOL THERMAL CORP. LTD,K8-RM,818612001830,,K8,29 mm,,0,0,0,0,0,False,
EVERCOOL TTC-NK35TZ/RPW/V5(KU) 95mm Z-AXIS Titan Universal,,EVERCOOL THERMAL CORP. LTD,TTC-NK35TZ/RPW/V3,4260120537039,,"K8,AM2,AM2+,AM3,AM3+,FM1,FM2,775,1150,1155,1156,1366,2011",135 mm,,0,0,0,0,0,False,
"EVGA ACX , black - 120 mm",$37.72 USD,EVGA,100-FS-C201-KR,4250812401717,,"1150, 1151, 1155, 1156, 1366, 2011, 775, AM2, AM2+, AM3, AM3+, FM1, FM2",164 mm,,0,0,1,0,0,False,https://www.amazon.ca/EVGA-Bearing-Cooling-Extreme-100-FS-C201-KR/dp/B00FS6NP3A?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00FS6NP3A
