Name,Price,Producer,MPN,EAN,UPC,Socket,Chipset,Unlocked,Form Factor,Memory Type,Memory Capacity,RAM Slots,SATA,VGA,DVI,Display Port,HDMI,WiFi,Integrated Graphics,Product Page
Gigabyte Z490 Aorus Ultra,,Gigabyte,Z490 AORUS ULTRA,4719331808556,,1200,Z490,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
Gigabyte Z490 Aorus Ultra G2,,Gigabyte,Z490 AORUS ULTRA G2,4719331808716,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,1,True,False,
Gigabyte Z490 Aorus XTreme,,Gigabyte,Z490 AORUS XTREME,4719331808532,,1200,Z490,True,E-ATX,DDR4,64 GB,4,6,0,0,0,1,True,False,
Gigabyte Z490 Aorus XTreme Waterforce,,Gigabyte,Z490 AORUS XTREME WF,4719331808549,,1200,Z490,True,E-ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
Gigabyte Z490 Gaming X,,Gigabyte,Z490 GAMING X,4719331808365,,1200,Z490,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
Gigabyte Z490 Gaming X AX,,Gigabyte,Z490 Gaming X AX,4719331809539,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,1,True,False,
Gigabyte Z490 UD,,Gigabyte,Z490 UD,4719331808518,,1200,Z490,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
Gigabyte Z490 UD AC,,Gigabyte,Z490 UD AC,4719331808501,,1200,Z490,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
Gigabyte Z490 Vision D,,Gigabyte,Z490 Vision D,4719331808570,,1200,Z490,True,ATX,DDR4,64 GB,4,6,0,0,1,1,False,False,
Gigabyte Z490M,,Gigabyte,Z490M,4719331808587,,1200,Z490,True,Micro-ATX,DDR4,64 GB,4,6,0,1,1,1,False,False,
Gigabyte Z490M Gaming X,,Gigabyte,Z490M Gaming X,4719331808525,,1200,Z490,True,Micro-ATX,DDR4,64 GB,4,6,0,0,1,1,False,False,
Gigabyte Z590 Aorus Elite AX,,Gigabyte,Z590 AORUS ELITE AX,4719331814854,889523026304,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,0,True,False,
Gigabyte Z590 Aorus Master,,Gigabyte,Z590 AORUS MASTER,4719331814403,889523026472,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,0,True,False,
Gigabyte Z590 Aorus Pro AX,$265.58 USD,Gigabyte,Z590 AORUS PRO AX,4719331814427,889523026458,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,0,True,False,https://www.amazon.ca/dp/B08W9RG6K5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte Z590 Aorus Ultra,,Gigabyte,Z590 AORUS ULTRA,4719331814885,,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,0,True,False,
Gigabyte Z590 Aorus XTreme,,Gigabyte,Z590 AORUS XTREME,4719331814861,,1200,Z590,True,E-ATX,DDR4,128 GB,4,6,0,0,0,1,True,False,
Gigabyte Z590 Aorus Xtreme Waterforce,,Gigabyte,Z590 Aorus Xtreme WB,4719331817381,,1200,Z590,True,E-ATX,DDR4,128 GB,4,6,0,0,0,1,True,False,
Gigabyte Z590 D,,Gigabyte,Z590 D,4719331815448,,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,0,False,False,
Gigabyte Z590 Gaming X,,Gigabyte,Z590 Gaming X,4719331814465,,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,0,False,False,
Gigabyte Z590 UD AC,,Gigabyte,Z590 UD AC,4719331814878,889523026595,1200,Z590,True,ATX,DDR4,128 GB,4,5,0,0,1,0,True,False,
Gigabyte Z590 Vision D,,Gigabyte,Z590 VISION D,4719331817459,889523027431,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
Gigabyte Z590 Vision G,$115.32 USD,Gigabyte,Z590 VISION G,4719331814496,889523026267,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B08W8PH5B9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte Z590I Aorus Ultra,$285.45 USD,Gigabyte,Z590I AORUS ULTRA,4719331814410,889523026328,1200,Z590,True,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,True,False,https://www.amazon.ca/dp/B08W8G5CCC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte Z590I Vision D,,Gigabyte,Z590I VISION D,4719331815486,889523027455,1200,Z590,True,Mini-ITX,DDR4,64 GB,2,4,0,0,1,0,True,False,
Gigabyte Z590M,,Gigabyte,Z590M,4719331815479,,1200,Z590,True,Micro-ATX,DDR4,128 GB,4,6,0,1,1,1,False,False,
Gigabyte Z590M Gaming X,,Gigabyte,Z590M GAMING X,4719331815493,,1200,Z590,True,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
Gigabyte Z690 Aero G,,Gigabyte,Z690 AERO G,4719331829902,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,1,1,True,False,
Gigabyte Z690 Aorus Elite AX,,Gigabyte,Z690 AORUS ELITE AX,4719331828431,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,1,1,True,False,
Gigabyte Z690 Aorus Tachyon,,Gigabyte,Z690 Aorus Tachyon,4719331830380,,1700,Z690,True,E-ATX,DDR5,64 GB,2,6,0,0,1,1,True,False,
Gigabyte Z690 Aorus Ultra,,Gigabyte,Z690 AORUS ULTRA,4719331827847,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,1,0,True,False,
Gigabyte Z690 Aorus Xtreme,,Gigabyte,Z690 AORUS XTREME,4719331827915,,1700,Z690,True,E-ATX,DDR5,128 GB,4,6,0,0,0,0,True,False,
Gigabyte Z690 Aorus Xtreme WB,,Gigabyte,Z690 Aorus Xtreme WB,4719331830366,,1700,Z690,True,E-ATX,DDR5,128 GB,4,4,0,0,0,0,True,False,
Gigabyte Z690 Gaming X,,Gigabyte,Z690 GAMING X,4719331828455,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,1,1,True,False,
Gigabyte Z690 Gaming X DDR4,,Gigabyte,Z690 GAMING X DDR4,4719331827632,,1700,Z690,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
Gigabyte Z690 UD,,Gigabyte,Z690 UD,4719331827922,,1700,Z690,True,ATX,DDR5,256 GB,4,6,0,0,1,1,False,False,
Gigabyte Z690 UD DDR4,,Gigabyte,Z690 UD DDR4,4719331827854,,1700,Z690,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
Gigabyte Z690I Aorus Ultra,,Gigabyte,Z690I AORUS ULTRA,4719331829940,,1700,Z690,True,Mini-ITX,DDR5,128 GB,2,2,0,0,1,1,True,False,
Gigabyte Z690M A Elite AX DDR4,,Gigabyte,Z690M A ELITE AX DDR4,4719331827908,889523030196,1700,Z690,True,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
Gigabyte Z690M DS3H DDR4,,Gigabyte,Z690M DS3H DDR4,4719331830625,889523031049,1700,Z690,True,Micro-ATX,DDR4,128 GB,4,4,1,0,2,1,False,False,
GIGABYTE Z790 Aorus Elite AX,,Gigabyte,Z790 AORUS ELITE AX,4719331849467,,1700,Z790,False,ATX,DDR5,128 GB,4,4,0,0,2,1,True,False,
Gigabyte Z97P-D3,,Gigabyte,GA-Z97P-D3,4719331816650,818313022615,1150,Z97,True,ATX,DDR3,32 GB,4,6,1,0,0,1,False,False,
MSI 970 Gaming,,MSI,7693-040R,4719072353988,,AM3+,970,False,ATX,DDR3,32 GB,4,6,0,0,0,0,False,False,
MSI 970A Gaming Pro Carbons,,MSI,7992-001R,4719072476649,,AM3+,970,False,ATX,DDR3,32 GB,4,6,0,0,0,0,False,False,
MSI 970A-G43 Plus,,MSI,7974-001R,4719072447304,,AM3+,970,False,ATX,DDR3,32 GB,4,6,0,0,0,0,False,False,
MSI 990FXA Gaming,,MSI,7893-001R,4719072401634,,AM3+,990FX,False,ATX,DDR3,32 GB,4,6,0,0,0,0,False,False,
MSI A320M Bazooka,,MSI,7A38-002R,4719072517816,,AM4,A320,False,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
MSI A320M Grenade,,MSI,7A39-003R,4719072513856,,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
"MSI A320M-A Pro Max, socket AM4",,MSI,7C52-004R,4719072667665,,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
"MSI A320M-A Pro, socket AM4",$68.19 USD,MSI,7C51-001R,4719072663889,824142193891,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B083GK2GXR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI A520M Pro,$69.73 USD,MSI,7D14-005R,4719072755492,824142226063,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,1,0,1,1,False,False,https://www.amazon.ca/dp/B08GYF757B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI A520M PRO-VH,,MSI,7C96-017R,4719072800628,,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,0,0,0,1,False,False,
MSI A520M Vector WiFi,$94.29 USD,MSI,7D14-008R,4719072752583,824142225226,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,0,0,1,1,False,False,https://www.amazon.ca/dp/B08GXQLKVV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI A520M-A Pro,$72.53 USD,MSI,7C96-001R,4719072749927,824142224007,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,0,1,0,1,False,False,https://www.amazon.ca/dp/B08GY3W5S8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI A68HM-E33 V2,,MSI,7721-206R,4719072392871,,FM2+,A68H,False,Micro-ATX,DDR3,32 GB,2,4,1,0,0,1,False,False,
MSI A88XM-E35 V2,,MSI,7721-202R,4719072392864,,FM2+,A88X,False,Micro-ATX,DDR3,32 GB,2,6,2,0,0,1,False,False,
MSI B150 Gaming M3,,MSI,7978-014R,4719072415686,,1151,B150,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B150 PC Mate,,MSI,7971-009R,4719072413811,,1151,B150,False,ATX,DDR4,64 GB,4,6,1,1,0,1,False,False,
MSI B150A Gaming Pro,,MSI,7978-003R,4719072412838,,1151,B150,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B150I Gaming Pro,,MSI,7995-002R,4719072443375,,1151,B150,False,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI B150M Bazooka Plus,,MSI,7A46-001R,4719072467357,,1151,B150,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B150M ECO USB3.1/SATA600/HDMI/DVI/VGA B150,,MSI,7994-001R,4719072442170,,1151,B150,False,Micro-ATX,DDR4, GB,2,,,,,,False,False,
MSI B150M Gaming Pro,,MSI,7994-018R,4719072455781,,1151,B150,False,Micro-ATX,DDR4,32 GB,2,6,1,1,0,1,False,False,
MSI B150M Grenade USB3.1/HDMI/DVI/VGA/Turbo M.2 B150,,MSI,7A82-001R,4719072476670,,1151,B150,False,Micro-ATX,DDR4, GB,2,,,,,,False,False,
MSI B150M Mortar Arctic,,MSI,7A45-001R,4719072468804,,1151,B150,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B150M Night Elf,,MSI,7979-001R,4719072421885,,1151,B150,False,Micro-ATX,DDR4,64 GB,4,6,0,1,0,0,False,False,
MSI B150M PRO-DDP,,MSI,7975-001R,4719072477264,,1151,B150,False,Micro-ATX,DDR4,64 GB,4,6,0,1,2,0,False,False,
MSI B250 Gaming M3,,MSI,7A62-003R,4719072496111,,1151,B250,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B250 Gaming Pro Carbon,,MSI,7A64-002R,4719072496128,,1151,B250,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B250 KRAIT Gaming,,MSI,7A68-001R,4719072498467,,1151,B250,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B250 PC MATE,,MSI,7A72-003R,4719072490096,,1151,B250,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B250I Gaming Pro AC,,MSI,7A67-001R,4719072496135,,1151,B250,False,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI B250I Pro,,MSI,7A67-003R,4719072498474,,1151,B250,False,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI B250M Gaming Pro,,MSI,7A65-001R,4719072494421,,1151,B250,False,Micro-ATX,DDR4,32 GB,2,6,0,0,0,0,False,False,
MSI B250M Mortar Arctic,,MSI,7A69-004R,4719072498498,,1151,B250,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B250M Pro-VD,,MSI,7A74-002R,4719072490119,,1151,B250,False,Micro-ATX,DDR4,32 GB,2,6,0,0,0,0,False,False,
MSI B250M Pro-VH,,MSI,7A74-001R,4719072490102,,1151,B250,False,Micro-ATX,DDR4,32 GB,2,6,0,0,0,0,False,False,
MSI B350 Gaming Pro Carbon,,MSI,7B00-001R,4719072512323,,AM4,B350,True,ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
MSI B350 Krait Gaming,,MSI,7A33-002R,4719072512248,,AM4,B350,True,ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
MSI B350 PC Mate,,MSI,7A36-003R,4719072512262,,AM4,B350,True,ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
MSI B350 Tomahawk Arctic,,MSI,7A36-004R,4719072512279,,AM4,B350,True,ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
MSI B350I Pro AC,,MSI,7A40-001R,4719072555030,,AM4,B350,True,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI B350M Gaming Pro,,MSI,7A39-002R,4719072512316,,AM4,B350,True,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI B350M Mortar,,MSI,7A37-002R,4719072512286,824142143711,AM4,B350,True,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
MSI B350M Mortar Arctic,,MSI,7A37-001R,4719072512293,,AM4,B350,True,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
MSI B350M Pro-VDH,,MSI,7A38-003R,4719072518769,,AM4,B350,True,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
MSI B360 Gaming Plus,$163.21 USD,MSI,7B22-002R,4719072562823,824142159446,1151,B360,False,ATX,DDR4,64 GB,4,5,0,0,0,0,False,False,https://www.amazon.ca/dp/B07CBKQ75V?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI B360 Gaming Pro Carbon,,MSI,7B16-002R,4719072559854,,1151,B360,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B360-A Pro,,MSI,7B22-012R,4719072561888,,1151,B360,False,ATX,DDR4,64 GB,4,5,0,0,0,0,False,False,
MSI B360I Gaming Pro AC,,MSI,7B31-001R,4719072564223,,1151,B360,False,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI B360M Bazooka,,MSI,7B24-001R,4719072562861,,1151,B360,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
MSI B360M Gaming Plus,,MSI,7B19-001R,4719072564186,,1151,B360,False,Micro-ATX,DDR4,32 GB,2,6,0,0,0,0,False,False,
MSI B360M Mortar Titanium,,MSI,7B23-002R,4719072562854,,1151,B360,False,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
MSI B360M Pro-VD,,MSI,7B53-002R,4719072561574,,1151,B360,False,Micro-ATX,DDR4,32 GB,2,6,0,0,0,0,False,False,
MSI B360M Pro-VDH,,MSI,7B24-003R,4719072562885,824142159491,1151,B360,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
MSI B360M Pro-VH,,MSI,7B53-001R,4719072561567,,1151,B360,False,Micro-ATX,DDR4,32 GB,2,6,0,0,0,0,False,False,
"MSI B365M Pro-VH, socket 1151",$71.08 USD,MSI,7C31-004R,4719072622749,824142178751,1151,B365,False,Micro-ATX,DDR4,32 GB,2,6,0,0,0,1,False,False,https://www.amazon.ca/dp/B07WCN8KSZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI B450 Gaming Plus,$101.55 USD,MSI,7B86-002R,4719072587062,824142167939,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,https://www.amazon.ca/Performance-Gaming-Crossfire-Motherboard-B450/dp/B07F83RVTC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07F83RVTC
"MSI B450 Gaming Pro Carbon AC, AMD B450",$123.31 USD,MSI,7B85-001R,4719072587031,824142168073,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B07F85YKLJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI B450 Tomahawk Max II,$94.29 USD,MSI,7C02-014R,4719072764562,824142191699,AM4,B450,True,ATX,DDR4,128 GB,4,6,0,1,0,1,False,False,https://www.amazon.ca/dp/B07WF6ZQST?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"MSI B450-A Pro Max, AMD B450-, socket AM4",$94.29 USD,MSI,7B86-022R,4719072665975,,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/dp/B07XPZMKQ6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"MSI B450M Bazooka V2, AMD B450",,MSI,7A38-026,4719072606602,,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,0,0,0,1,False,False,
MSI B450M Gaming Plus,$96.46 USD,MSI,7B87-001R,4719072587024,824142168318,AM4,B450,True,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B07F7WQDZJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI B450M Pro-M2,,MSI,7B84-005R,4719072585624,824142167113,AM4,B450,True,Micro-ATX,DDR4,32 GB,2,4,0,0,0,1,False,False,
"MSI B450M Pro-M2 Max, AMD B450-, socket AM4",,MSI,7B84-017R,4719072661649,,AM4,B450,True,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI B450M Pro-VDH,,MSI,7A38-017R,4719072587055,,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
MSI B450M-A Pro Max,,MSI,7C52-001R,4719072667696,824142189726,AM4,B450,True,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI B460I Gaming Edge WiFi,$145.07 USD,MSI,7C86-002R,4719072740320,824142224045,1200,B460,False,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,True,False,https://www.amazon.ca/dp/B08GY2P45P?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI B460M Pro,,MSI,7C88-001R,4719072730390,,1200,B460,False,Micro-ATX,DDR4,64 GB,2,6,0,0,0,0,False,False,
MSI B460M Pro-VDH WiFi,,MSI,7C83-003R,4719072730376,,1200,B460,False,Micro-ATX,DDR4,128 GB,4,4,0,1,0,1,True,False,
MSI B550M PRO,,MSI,7D14-006R,4719072752606,,AM4,B550,False,Micro-ATX,DDR4,64 GB,2,4,1,0,1,1,True,False,
MSI B550M Pro-VDH,,MSI,7C95-017R,4719072758417,,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,4,1,0,1,1,False,False,
MSI B550M Pro-VDH WiFi,$123.31 USD,MSI,7C95-001R,4719072733698,,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,4,0,0,1,1,True,False,https://www.amazon.ca/dp/B089D1YG11?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI B560M Pro,$101.55 USD,MSI,7D20-001R,4719072802943,824142243336,1200,B560,False,Micro-ATX,DDR4,64 GB,2,6,1,0,1,1,False,False,https://www.amazon.ca/dp/B092H21SGG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI B560M Pro WiFi,,MSI,7D21-001R,4719072822187,,1200,B560,False,Micro-ATX,DDR4,64 GB,2,6,1,0,1,1,True,False,
MSI B560M Pro-VDH,$116.05 USD,MSI,7D18-002R,4719072813444,,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,1,0,1,1,False,False,https://www.amazon.ca/dp/B08ZJDXZ62?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI B560M Pro-VDH WiFi,,MSI,7D18-001R,4719072807849,,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,1,0,1,1,True,False,
MSI B560M-A Pro,,MSI,7D20-002R,4719072802950,,1200,B560,False,Micro-ATX,DDR4,64 GB,2,6,1,0,0,1,False,False,
MSI B85-G43 GL/SATA600/R/USB3.0/HDMI/DVI/VGA,,MSI,7816-003R,4719072295493,,1150,B85,False,ATX,DDR3, GB,4,,,,,,False,False,
MSI B85M-E45 GL/SATA600/USB3.0/HDMI/DVI/DP/VGA B85,,MSI,7817-030R,4719072304393,,1150,B85,False,Micro-ATX,DDR3, GB,4,,,,,,False,False,
MSI B85M-G43 USB3.0/DP/HDMI/DVI/VGA B85,,MSI,7823-003R,4719072297565,,1150,B85,False,Micro-ATX,DDR3, GB,4,,,,,,False,False,
MSI C236A Workstation USB3.1/M.2/DVI/HDMI/VGA,,MSI,7998-012R,4719072447793,,1151,C236,False,ATX,DDR4, GB,4,,,,,,False,False,
MSI C236M Workstation USB3.1/SATAe/DVI/HDMI/VGA,,MSI,7972-018R,4719072446970,,1151,C236,False,Micro-ATX,DDR4, GB,4,,,,,,False,False,
MSI Creator TRX40,,MSI,7C59-003R,4719072678678,,TRX40,TRX40,False,E-ATX,DDR4,256 GB,8,6,0,0,0,0,False,False,
MSI Creator X299,$529.52 USD,MSI,7B96-004R,4719072681487,824142199985,2066,X299,True,E-ATX,DDR4,256 GB,8,8,0,0,0,0,False,False,https://www.amazon.ca/dp/B07ZPRQ1WG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI H110I Pro,,MSI,7995-004R,4719072439910,,1151,H110,False,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI H110M ECO USB3.1/HDMI/DVI/VGA,,MSI,7994-003R,4719072442187,,1151,H110,False,Micro-ATX,DDR4, GB,2,,,,,,False,False,
MSI H110M Gaming,,MSI,7994-013R,4719072448578,,1151,H110,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI H110M Grenade USB3.1 (Typ C)/DVI/VGA/HDMI/M.2,,MSI,7A82-002R,4719072476663,,1151,H110,False,Micro-ATX,DDR4, GB,2,,,,,,False,False,
MSI H110M Pro-D USB3.1/DVI,,MSI,7996-019R,4719072438739,,1151,H110,False,Micro-ATX,DDR4, GB,2,,,,,,False,False,
MSI H110M PRO-VDP,,MSI,7A48-001R,4719072479930,,1151,H110,False,Micro-ATX,DDR4,32 GB,2,4,1,1,1,0,False,False,
MSI H110M Pro-VH USB3.1/VGA/HDMI,,MSI,7996-008R,4719072421755,,1151,H110,False,Micro-ATX,DDR4, GB,2,,,,,,False,False,
MSI H170 GAMING M3 USB3.1/HDMI/DVI/M.2/SATAe H170,,MSI,7978-015R,4719072416348,,1151,H170,False,ATX,DDR4, GB,4,,,,,,False,False,
MSI H170A Gaming Pro,,MSI,7978-002R,4719072412821,,1151,H170,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI H170A PC Mate,,MSI,7971-008R,4719072413804,,1151,H170,False,ATX,DDR4, GB,4,6,,,,,False,False,
MSI H170I Pro AC,,MSI,7995-003R,4719072443344,,1151,H170,False,Mini-ITX,DDR4,32 GB,2,4,0,1,0,1,True,False,
MSI H170M Pro-DH,,MSI,7982-001R,4719072411145,,1151,H170,False,Micro-ATX,DDR4,64 GB,4,6,0,1,0,1,False,False,
MSI H170M Pro-VDH,,MSI,7982-011R,4719072418540,,1151,H170,False,Micro-ATX,DDR4, GB,4,,,,,,False,False,
MSI H170M Pro-VDH D3 USB3.1/SATAe/R/VGA/HDMI/DVI H170,,MSI,7982-028R,4719072426446,,1151,H170,False,Micro-ATX,DDR3, GB,4,,,,,,False,False,
MSI H170M-A Pro,,MSI,7972-013R,4719072437060,,1151,H170,False,Micro-ATX,DDR4,64 GB,4,6,1,1,0,1,False,False,
MSI H270 Gaming M3,,MSI,7A62-002R,4719072496159,,1151,H270,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI H270 Gaming Pro Carbon,$119.28 USD,MSI,7A64-001R,4719072496166,,1151,H270,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/MSI-Gaming-Carbon-SDRAM-Motherboards/dp/B01MR4S4ZK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MR4S4ZK
MSI H270 PC MATE,,MSI,7A72-002R,4719072490089,,1151,H270,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI H270 Tomahawk ARCTIC,,MSI,7A68-003R,4719072496173,,1151,H270,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI H270I Gaming Pro AC,,MSI,7A67-002R,4719072496180,,1151,H270,False,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI H270M Bazooka,,MSI,7A70-002R,4719072489908,,1151,H270,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI H310-A Pro,$88.96 USD,MSI,7B83-001R,4719072564292,00824142160497,1151,H310,False,ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,https://www.amazon.ca/MSI-H310-PRO-Coffee-Motherboard/dp/B07CBKQYY2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CBKQYY2
MSI H310M Gaming Plus,,MSI,7B28-001R,4719072562892,,1151,H310,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI H310M Pro-M2,,MSI,7B28-002R,4719072562908,,1151,H310,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
"MSI H310M Pro-M2 Plus, socket 1151",,MSI,7C08-001R,4719072587109,,1151,H310,False,Micro-ATX,DDR4, GB,2,4,0,0,0,1,False,False,
MSI H310M Pro-VD,,MSI,7B33-002R,4719072561901,,1151,H310,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
"MSI H310M Pro-VD Plus, socket 1151",,MSI,7C13-003R,4719072595852,,1151,H310,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI H370 Gaming Plus,,MSI,7B22-001R,4719072562816,,1151,H370,False,ATX,DDR4,64 GB,4,5,0,0,0,0,False,False,
MSI H370 Gaming Pro Carbon,,MSI,7B16-001R,4719072559847,,1151,H370,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI H370M Bazooka,,MSI,7B24-002R,4719072562878,,1151,H370,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI H410M-A Pro,,MSI,7C89-008R,4719072730413,,1200,H410,False,Micro-ATX,DDR4,64 GB,2,4,0,1,0,1,False,False,
