Name,Price,Producer,MPN,EAN,UPC,Width,Depth,Height,Motherboard,Power Supply,Supported GPU Length,Supported CPU Cooler Height,80mm Fans,120mm Fans,140mm Fans,200mm Fans,120mm Radiator Support,140mm Radiator Support,240mm Radiator Support,280mm Radiator Support,360mm Radiator Support,"Disk 2.5""","Disk 3.5""","Disk 2.5""/3.5""","Disk 5.25""",Primary Color(s),Window,Dust Filter,Cable Management,Noise Isolation,Product Page
"PHANTEKS Eclipse G500A D-RGB Midi-Tower, Tempered Glass - matt white",,PHANTEKS,PH-EC500GA_DMW01A,0886523302629,,240 mm,500 mm,515 mm,E-ATX,ATX,435 mm,185 mm,0/0,0/7,3/7,0/0,1,0,0,1,2,9,2,0,,white,False,False,False,False,
"PHANTEKS Eclipse G500A D-RGB Midi-Tower, Tempered Glass - black",,PHANTEKS,PH-EC500GA_DBK01A,0886523302612,,240 mm,500 mm,515 mm,E-ATX,ATX,435 mm,185 mm,0/0,0/7,3/7,0/0,1,0,0,1,2,9,2,0,,black,False,False,False,False,
"PHANTEKS Eclipse G500A Midi-Tower, Tempered Glass - black",,PHANTEKS,PH-EC500GA_BBK01,0886523302667,,240 mm,500 mm,515 mm,E-ATX,ATX,435 mm,185 mm,0/0,0/7,4/7,0/0,1,0,0,1,2,9,2,0,,black,False,False,False,False,
"PHANTEKS Eclipse P300 Air Midi-Tower, Tempered Glass - Satin black",$86.88 USD,PHANTEKS,PH-EC300ATG_BK01,0886523301882,,200 mm,400 mm,455 mm,ATX,ATX,355 mm,165 mm,0/0,1/4,0/3,0/0,1,0,0,1,0,2,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B083LYL7V5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P300 Midi-Tower, Tempered Glass - black",$77.02 USD,PHANTEKS,PH-EC300PTG_BK,0886523301257,,200 mm,400 mm,450 mm,E-ATX,ATX,330 mm,160 mm,0/0,1/4,0/3,0/0,1,0,1,1,0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B075DMYVBV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P300 Midi-Tower, Tempered Glass - black/red",$68.17 USD,PHANTEKS,PH-EC300PTG_BR,0886523301325,,200 mm,400 mm,450 mm,E-ATX,ATX,330 mm,160 mm,0/0,1/4,0/3,0/0,1,0,1,1,0,1,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B079QGZZXG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P300 Midi-Tower, Tempered Glass - black/white",$71.8 USD,PHANTEKS,PH-EC300PTG_BW,0886523301363,,200 mm,400 mm,450 mm,E-ATX,ATX,330 mm,160 mm,0/0,1/4,0/3,0/0,1,0,1,1,0,1,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B079Q8NS8B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P300 Midi-Tower, Tempered Glass - white",$56.99 USD,PHANTEKS,PH-EC300PTG_WT,0886523301332,,200 mm,400 mm,450 mm,E-ATX,ATX,330 mm,160 mm,0/0,1/4,0/3,0/0,1,0,1,1,0,1,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B079QH3HJN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P350X Midi-Tower, Tempered Glass - DRGB, black",$85.98 USD,PHANTEKS,PH-EC350PTG_DBK,0886523301356,,200 mm,455 mm,450 mm,E-ATX,ATX,400 mm,160 mm,0/0,1/5,0/4,0/0,1,0,1,1,0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07D5T4SC1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P350X Midi-Tower, Tempered Glass - DRGB, black/white",$54.4 USD,PHANTEKS,PH-EC350PTG_DBW,0886523301387,,200 mm,455 mm,450 mm,E-ATX,ATX,400 mm,160 mm,0/0,1/5,0/4,0/0,1,0,1,1,0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07D5RFWDW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P360X Midi-Tower, Tempered Glass, DRGB - black",,PHANTEKS,PH-EC360PTG_DBK01,0886523301585,,200 mm,455 mm,465 mm,E-ATX,ATX,420 mm,160 mm,0/0,1/5,0/4,0/0,0,0,1,1,0,2,0,0,,black,True,True,True,False,
"PHANTEKS Eclipse P400 Midi-Tower, Tempered Glass - anthrazit",$83.41 USD,PHANTEKS,PH-EC416PTG_AG,0886523301158,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1,0,0,1,1,4,2,0,,anthracite,True,True,True,False,https://www.amazon.ca/Phanteks-PH-EC416PTG_AG-Eclipse-Anthracite-Tempered/dp/B01N4G3DK9?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N4G3DK9
"PHANTEKS Eclipse P400 Midi-Tower, Tempered Glass - black",$58.02 USD,PHANTEKS,PH-EC416PTG_BK,0886523301134,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1,0,0,1,1,4,2,0,,black,True,False,True,False,https://www.amazon.ca/dp/B01N9JPSEU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P400 Midi-Tower, Tempered Glass - black/red",$114.95 USD,PHANTEKS,PH-EC416PTG_BR,0886523301165,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1,0,0,1,1,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B01NCNYQDQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P400 Midi-Tower, Tempered Glass - black/white",$86.05 USD,PHANTEKS,PH-EC416PTG_BW,0886523301172,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1,0,0,1,1,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B01N9JPUYW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P400 Midi-Tower, Tempered Glass - white",$71.8 USD,PHANTEKS,PH-EC416PTG_WT,0886523301141,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1,0,0,1,1,4,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B01MY0C9D6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P400S Midi-Tower, Tempered Glass, anthrazit - isolated",$106.31 USD,PHANTEKS,PH-EC416PSTG_AG,0886523301202,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1,0,0,1,1,4,2,0,,anthracite,True,True,True,True,https://www.amazon.ca/Phanteks-PH-EC416PSTG_AG-Eclipse-Tempered-Anthracite/dp/B01N5HIE4K?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N5HIE4K
"PHANTEKS Eclipse P400S Midi-Tower, Tempered Glass, black - isolated",$100.81 USD,PHANTEKS,PH-EC416PSTG_BK,0886523301189,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1,0,0,1,1,4,2,0,,black,True,True,True,True,https://www.amazon.ca/dp/B01N5HIDXB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P400S Midi-Tower, Tempered Glass, black/red - isolated",$91.61 USD,PHANTEKS,PH-EC416PSTG_BR,0886523301219,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1,0,0,1,1,4,2,0,,black,True,True,True,True,https://www.amazon.ca/dp/B01MU2QVK2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P400S Midi-Tower, Tempered Glass, black/white - isolated",$76.16 USD,PHANTEKS,PH-EC416PSTG_BW,0886523301226,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,2,0,0,0,0,4,2,0,,black,True,True,True,True,https://www.amazon.ca/dp/B01NALAFU9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P400S Midi-Tower, Tempered Glass, white - isolated",$91.59 USD,PHANTEKS,PH-EC416PSTG_WT,0886523301196,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1,0,0,1,1,4,2,0,,white,True,True,True,True,https://www.amazon.ca/dp/B01N9JPTES?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P400S Midi-Tower, white - isolated",$98.53 USD,PHANTEKS,PH-EC416PSC_WT,0886523300861,,210 mm,470 mm,495 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1,0,0,1,1,2,2,0,,white,False,True,True,True,https://www.amazon.ca/Phanteks-Eclipse-Silent-Glacier-PH-EC416PSC_WT/dp/B01BLY9ES2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01BLY9ES2
"PHANTEKS Eclipse P500A D-RGB Midi-Tower, Tempered Glass - matt white",,PHANTEKS,PH-EC500ATG_DMW01,0886523302360,,240 mm,505 mm,510 mm,E-ATX,ATX,410 mm,190 mm,0/0,0/7,2/6,0/0,1,1,0,1,2,3,0,0,,white,True,True,False,False,
"PHANTEKS Eclipse P500A D-RGB Midi-Tower, Tempered Glass - black",,PHANTEKS,PH-EC500ATG_DBK01,0886523301936,,240 mm,505 mm,510 mm,E-ATX,ATX,410 mm,190 mm,0/0,0/7,3/6,0/0,0,1,0,0,1,3,0,0,,black,True,True,True,False,
"PHANTEKS Eclipse P500A D-RGB Midi-Tower, Tempered Glass - white",,PHANTEKS,PH-EC500ATG_DWT01,0886523301943,,240 mm,505 mm,510 mm,E-ATX,ATX,410 mm,190 mm,0/0,0/7,3/6,0/0,0,1,0,0,1,3,0,0,,white,True,True,True,False,
"PHANTEKS Eclipse P500A Midi-Tower, Tempered Glass - black",,PHANTEKS,PH-EC500ATG_BK01,0886523301929,,240 mm,505 mm,510 mm,E-ATX,ATX,410 mm,190 mm,0/0,0/7,2/6,0/0,0,1,0,0,1,3,0,0,,black,True,True,True,False,
"PHANTEKS Eclipse P600S Silent Midi-Tower, geschlossen - black",$145.07 USD,PHANTEKS,PH-EC600PSC_BK01,0886523301530,,240 mm,510 mm,520 mm,E-ATX,ATX,435 mm,190 mm,0/0,0/7,3/6,0/0,0,1,0,0,1,3,4,0,,black,False,True,True,True,https://www.amazon.ca/dp/B07N1MS2JV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P600S Silent Midi-Tower, Tempered Glass - anthrazit",$181.34 USD,PHANTEKS,PH-EC600PSTG_AG01,0886523301516,,250 mm,510 mm,520 mm,E-ATX,ATX,435 mm,190 mm,0/0,0/7,3/6,0/0,0,1,0,0,1,3,4,0,,anthracite,True,True,True,True,https://www.amazon.ca/dp/B07N1MBZ1W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P600S Silent Midi-Tower, Tempered Glass - matt white",,PHANTEKS,PH-EC600PSTG_DMW01,0886523302377,,240 mm,510 mm,520 mm,E-ATX,"ATX, SFX",435 mm,190 mm,0/0,0/7,3/6,0/0,1,1,0,1,2,3,4,0,,black-and-white,True,True,False,False,
"PHANTEKS Eclipse P600S Silent Midi-Tower, Tempered Glass - black",$181.34 USD,PHANTEKS,PH-EC600PSTG_BK01,0886523301509,,240 mm,510 mm,520 mm,E-ATX,ATX,435 mm,190 mm,0/0,0/7,3/6,0/0,0,1,0,0,1,3,4,0,,black,True,True,True,True,https://www.amazon.ca/dp/B07N1N8R9N?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Eclipse P600S Silent Midi-Tower, Tempered Glass - white",$256.2 USD,PHANTEKS,PH-EC600PSTG_WT01,0886523301523,,250 mm,520 mm,550 mm,E-ATX,ATX,435 mm,190 mm,0/0,0/7,3/6,0/0,0,1,0,0,1,3,4,0,,white,True,True,True,True,https://www.amazon.ca/dp/B07N1NNJ52?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo 719 Big-Tower, Tempered Glass, DRGB - anthrazit",$217.61 USD,PHANTEKS,PH-ES719LTG_DAG01,0886523301622,,240 mm,570 mm,595 mm,E-ATX,ATX,503 mm,195 mm,0/0,0/13,0/8,0/0,1,0,2,0,2,11,4,0,,anthracite,True,True,True,False,https://www.amazon.ca/dp/B07TTDW37B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo 719 Big-Tower, Tempered Glass, DRGB - black",$224.85 USD,PHANTEKS,PH-ES719LTG_DBK01,0886523301615,,240 mm,570 mm,595 mm,E-ATX,ATX,503 mm,195 mm,0/0,0/13,0/8,0/0,1,0,2,0,2,11,4,0,,black,True,True,True,False,https://www.amazon.ca/dp/B0BS2TS3RQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Evolv ATX Flow Edition Midi-Tower, Tempered Glass - anthrazit",,PHANTEKS,PH-ES515ETG_SAG01,0886523301318,,235 mm,510 mm,495 mm,E-ATX,ATX,420 mm,194 mm,0/0,0/7,3/5,0/0,1,1,0,2,2,4,5,0,,anthracite,True,True,True,False,
"PHANTEKS Enthoo Evolv ATX Flow Edition Midi-Tower, Tempered Glass - black",,PHANTEKS,PH-ES515ETG_SBK01,0886523301301,,235 mm,510 mm,495 mm,E-ATX,ATX,420 mm,194 mm,0/0,0/7,3/5,0/0,1,1,0,2,2,4,5,0,,black,True,True,True,False,
"PHANTEKS Enthoo Evolv ATX Midi-Tower - anthrazit, Window",,PHANTEKS,PH-ES515E_AG,0886523300465,,235 mm,510 mm,495 mm,E-ATX,ATX,420 mm,194 mm,0/0,0/7,3/5,0/0,1,1,0,2,2,4,5,0,,"anthracite, gray",True,True,True,False,
PHANTEKS Enthoo Evolv ATX Midi-Tower - black,$166.83 USD,PHANTEKS,PH-ES515E_BK,0886523300458,,235 mm,510 mm,495 mm,E-ATX,ATX,420 mm,194 mm,0/0,0/7,3/5,0/0,,,,,,4,5,0,,black,True,True,True,False,https://www.amazon.ca/Phanteks-Enthoo-EVOLV-Chassis-PH-ES515E_BK/dp/B00YQKYXEO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00YQKYXEO
"PHANTEKS Enthoo Evolv ATX Midi-Tower - silver, Window",$170.59 USD,PHANTEKS,PH-ES515E_GS,0886523300601,,235 mm,510 mm,495 mm,E-ATX,ATX,420 mm,194 mm,0/0,0/7,3/5,0/0,0,0,0,2,2,4,5,0,,silver,True,True,True,False,https://www.amazon.ca/Phanteks-Enthoo-Computer-Window-PH-ES515E_GS/dp/B01803RRLI?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01803RRLI
"PHANTEKS Enthoo Evolv ATX Midi-Tower, Tempered Glass - anthrazit",$145.07 USD,PHANTEKS,PH-ES515ETG_AG,0886523300922,,235 mm,510 mm,495 mm,E-ATX,ATX,420 mm,194 mm,0/0,0/7,3/5,0/0,0,0,0,2,2,4,5,0,,anthracite,True,True,True,False,https://www.amazon.ca/Phanteks-PH-ES515ETG_AG-Enthoo-Evolv-Computer/dp/B01F0KWTXA?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01F0KWTXA
PHANTEKS Enthoo Evolv ITX Mini-ITX - black,,PHANTEKS,PH-ES215PC_BK,0886523300434,,230 mm,395 mm,375 mm,Mini-ITX,ATX,330 mm,200 mm,0/0,0/5,0/5,1/1,1,1,2,1,0,3,2,0,,black,False,True,True,False,
PHANTEKS Enthoo Evolv ITX Mini-ITX - black Window,,PHANTEKS,PH-ES215P_BK,0886523300427,,230 mm,395 mm,375 mm,Mini-ITX,ATX,330 mm,200 mm,0/0,0/5,0/5,1/1,1,1,2,1,0,3,2,0,,black,True,True,True,False,
PHANTEKS Enthoo Evolv ITX Mini-ITX - black/red Window,,PHANTEKS,PH-ES215P_SRD,0886523300571,,230 mm,395 mm,375 mm,Mini-ITX,ATX,330 mm,200 mm,0/0,0/5,0/5,1/1,,,,,,3,2,0,,red black,True,True,True,False,
PHANTEKS Enthoo Evolv ITX Mini-ITX - white/black Window,,PHANTEKS,PH-ES215P_WT,0886523300564,,230 mm,395 mm,375 mm,Mini-ITX,ATX,330 mm,200 mm,0/0,0/5,0/5,1/1,,,,,,3,2,0,,black-and-white,True,True,True,False,
"PHANTEKS Enthoo Evolv ITX Mini-ITX, TG, RGB LED - black",$109.47 USD,PHANTEKS,PH-ES215PTG_BK,0886523300588,,230 mm,395 mm,375 mm,Mini-ITX,ATX,330 mm,200 mm,0/0,0/5,1/5,0/0,1,1,2,1,0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B074W5FLHP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Evolv ITX Mini-ITX, TG, RGB LED - black/red",$93.53 USD,PHANTEKS,PH-ES215PTG_SRD,0886523300595,,230 mm,395 mm,375 mm,Mini-ITX,ATX,330 mm,200 mm,0/0,0/5,1/5,0/0,1,1,2,1,0,3,2,0,,red black,True,True,True,False,https://www.amazon.ca/dp/B074W5GQJ3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Evolv ITX Mini-ITX, TG, RGB LED - white",$74.39 USD,PHANTEKS,PH-ES215PTG_WT,0886523300540,,230 mm,395 mm,375 mm,Mini-ITX,ATX,330 mm,200 mm,0/0,0/5,1/5,0/0,1,1,2,1,0,3,2,0,,black-and-white,True,True,True,False,https://www.amazon.ca/dp/B074VXN962?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Evolv Micro-ATX, Tempered Glass - anthrazit",$130.56 USD,PHANTEKS,PH-ES314ETG_AG,0886523300380,,230 mm,400 mm,453 mm,Micro-ATX,ATX,319 mm,192 mm,0/0,0/6,2/5,0/0,1,1,1,2,1,4,2,0,,anthracite,True,True,True,False,https://www.amazon.ca/dp/B06ZXZBT7C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Evolv Micro-ATX, Tempered Glass - black",$189.27 USD,PHANTEKS,PH-ES314ETG_BK,0886523300298,,230 mm,400 mm,453 mm,Micro-ATX,ATX,319 mm,192 mm,0/0,0/6,2/5,0/0,0,0,0,1,2,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B071CXKFRC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Evolv Micro-ATX, Tempered Glass - silver",$130.56 USD,PHANTEKS,PH-ES314ETG_GS,0886523300397,,230 mm,400 mm,453 mm,Micro-ATX,ATX,319 mm,192 mm,0/0,0/6,2/5,0/0,0,0,0,2,2,4,2,0,,black silver,True,True,True,False,https://www.amazon.ca/dp/B071CN21T4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Evolv Shift Air Mini-ITX - anthrazit, Mesh",$109.95 USD,PHANTEKS,PH-ES217A_AG,0886523301684,,186 mm,274 mm,470 mm,Mini-ITX,"SFX, SFX-L",350 mm,82 mm,0/0,0/3,1/3,0/0,2,0,0,0,0,3,1,0,,anthracite,False,True,True,False,https://www.amazon.ca/dp/B07X5S6T47?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Evolv Shift Air Mini-ITX - black, Mesh",$109.54 USD,PHANTEKS,PH-ES217A_BK,0886523301677,,186 mm,274 mm,470 mm,Mini-ITX,"SFX, SFX-L",350 mm,82 mm,0/0,0/3,1/3,0/0,2,0,0,0,0,3,1,0,,black,False,True,True,False,https://www.amazon.ca/dp/B07X5RWDNT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Evolv Shift Mini-ITX, Glas - anthrazit",$104.7 USD,PHANTEKS,PH-ES217E_AG,0886523300991,,170 mm,274 mm,470 mm,Mini-ITX,"SFX, SFX-L",350 mm,82 mm,0/0,0/3,1/3,0/0,2,0,0,0,0,3,1,0,,anthracite,True,True,True,False,https://www.amazon.ca/dp/B0749BSV11?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Evolv Shift Mini-ITX, Glas - black",$118.43 USD,PHANTEKS,PH-ES217E_BK,0886523300984,,170 mm,274 mm,470 mm,Mini-ITX,"SFX, SFX-L",350 mm,82 mm,0/0,0/3,1/3,0/0,2,0,0,0,0,3,1,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07499S2Y1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Evolv Shift X Mini-ITX, Glas - anthrazit",$150.42 USD,PHANTEKS,PH-ES217XE_AG,0886523300977,,170 mm,274 mm,650 mm,Mini-ITX,"SFX, SFX-L",529 mm,82 mm,0/0,0/4,2/4,0/0,1,0,0,1,0,4,2,0,,anthracite,True,True,True,False,https://www.amazon.ca/Phanteks-Orientations-360-Degrees-Accessibility-PH-ES217XE_AG/dp/B07499NSCX?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07499NSCX
"PHANTEKS Enthoo Evolv Shift X Mini-ITX, Glas - black",$153.79 USD,PHANTEKS,PH-ES217XE_BK,0886523300960,,170 mm,274 mm,650 mm,Mini-ITX,"SFX, SFX-L",529 mm,82 mm,0/0,0/2,2/2,0/0,1,0,0,1,0,4,2,0,,black,True,True,True,False,https://www.amazon.ca/Phanteks-Orientations-360-Degrees-Accessibility-PH-ES217XE_BK/dp/B0749CVNV5?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0749CVNV5
"PHANTEKS Enthoo Evolv X Midi-Tower, RGB, Tempered Glass - anthrazit",$210.35 USD,PHANTEKS,PH-ES518XTG_DAG01,0886523301431,,240 mm,520 mm,520 mm,E-ATX,ATX,435 mm,190 mm,0/0,0/7,3/6,0/0,1,1,0,1,2,6,4,0,,anthracite,True,True,True,False,https://www.amazon.ca/dp/B07GY355N2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Evolv X Midi-Tower, RGB, Tempered Glass - matt white",,PHANTEKS,PH-ES518XTG_DMW01,0886523302384,,240 mm,520 mm,520 mm,E-ATX,ATX,435 mm,190 mm,0/0,0/7,3/6,0/0,1,1,0,1,2,6,4,0,,black-and-white,True,True,False,False,
"PHANTEKS Enthoo Evolv X Midi-Tower, RGB, Tempered Glass - black",$181.34 USD,PHANTEKS,PH-ES518XTG_DBK01,0886523301424,,240 mm,520 mm,520 mm,E-ATX,ATX,435 mm,190 mm,0/0,0/7,3/6,0/0,1,1,0,1,2,6,4,0,,black,True,True,True,False,https://www.amazon.ca/Phanteks-PH-ES518XTG_DBK01-Tempered-Windows-Digital/dp/B07GY26TZJ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07GY26TZJ
"PHANTEKS Enthoo Evolv X Midi-Tower, RGB, Tempered Glass - silver",$177.71 USD,PHANTEKS,PH-ES518XTG_DGS01,0886523301448,,240 mm,520 mm,520 mm,E-ATX,ATX,435 mm,190 mm,0/0,0/7,3/6,0/0,1,1,0,1,2,6,4,0,,silver,True,True,True,False,https://www.amazon.ca/dp/B07GY29X6J?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PHANTEKS Enthoo Luxe Big-Tower - white,,PHANTEKS,PH-ES614L_WT,0886523300236,,235 mm,550 mm,560 mm,E-ATX,ATX,472 mm,193 mm,0/0,0/10,2/7,1/2,,,,,,7,6,0,,white,True,True,True,False,
"PHANTEKS Enthoo Luxe Big-Tower, Tempered Glass - anthrazit",$224.92 USD,PHANTEKS,PH-ES614LTG_AG,0886523301073,,235 mm,550 mm,560 mm,E-ATX,ATX,347 mm,193 mm,0/0,0/9,4/6,0/2,1,0,2,0,1,8,6,0,,anthracite,True,True,True,False,https://www.amazon.ca/dp/B01M3YCZNT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Luxe Big-Tower, Tempered Glass - black",$198.08 USD,PHANTEKS,PH-ES614LTG_BK,0886523301080,,235 mm,550 mm,560 mm,E-ATX,ATX,347 mm,193 mm,0/0,0/9,4/6,0/2,1,1,1,0,1,8,6,0,,black,True,True,True,False,https://www.amazon.ca/dp/B01M5JOEPJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PHANTEKS Enthoo Mini XL DS Micro-ATX + Mini-ITX - black,$159.58 USD,PHANTEKS,PH-ES414DS_BK02,0886523301417,,343 mm,570 mm,625 mm,Micro-ATX,ATX,289 mm,215 mm,0/0,0/11,3/8,0/0,0,1,3,3,2,10,8,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07G9PC7SY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Primo Big-Tower, whitee LED - white",$299.77 USD,PHANTEKS,PH-ES813P_WT,0886523300038,,250 mm,600 mm,650 mm,E-ATX,ATX,515 mm,207 mm,0/0,0/13,5/11,0/0,0,1,2,2,0,12,6,0,,white,True,True,True,False,https://www.amazon.ca/dp/B00HRJHEWO?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Primo SE Big-Tower, grüne LED - black/grün",$239.24 USD,PHANTEKS,PH-ES813P_SGR,0886523300359,,250 mm,600 mm,650 mm,E-ATX,ATX,515 mm,207 mm,0/0,0/16,5/11,0/0,,,,,,12,6,0,,"green, black",True,True,True,False,https://www.amazon.ca/Phanteks-PH-ES813P_SGR-Aluminum-Ultimate-Computer/dp/B00S396JBE?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00S396JBE
"PHANTEKS Enthoo Primo SE Big-Tower, orange LED - black/orange",$250.0 USD,PHANTEKS,PH-ES813P_SOR,0886523300076,,250 mm,600 mm,650 mm,E-ATX,ATX,515 mm,207 mm,0/0,0/16,5/11,0/0,,,,,,12,6,0,,"orange, black",True,True,True,False,https://www.amazon.ca/dp/B00OKSGBNS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Enthoo Primo SE Big-Tower, rede LED - black/red",$239.37 USD,PHANTEKS,PH-ES813P_SRD,0886523300083,,250 mm,600 mm,650 mm,E-ATX,ATX,515 mm,207 mm,0/0,0/16,5/11,0/0,0,1,2,2,0,12,6,0,,red black,True,True,True,False,https://www.amazon.ca/dp/B00S3964FA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
