Name,Price,Producer,MPN,EAN,UPC,Ram Type,Size,Clock,Timings,Sticks,Product Page
G.Skill Ripjaws V DDR4-3000 32GB,,G.Skill,F4-3000C15Q-32GVRB,4719692004598,848354014591,DDR4-3000,32 GB,3000,15-16-16-35-2N,4,
G.Skill Ripjaws V DDR4-3000 32GB,,G.Skill,F4-3000C14Q-32GVK,0848354019428,848354019428,DDR4-3000,32 GB,3000,14-14-14-34-2N,4,
G.Skill Ripjaws V DDR4-3000 32GB,,G.Skill,F4-3000C14Q-32GVR,0848354019404,848354019404,DDR4-3000,32 GB,3000,14-14-14-34-2N,4,
G.Skill Ripjaws V DDR4-3000 32GB,,G.Skill,F4-3000C14D-32GVK,0848354018872,848354018872,DDR4-3000,32 GB,3000,14-14-14-34-2N,2,
G.Skill Ripjaws V DDR4-3000 32GB,,G.Skill,F4-3000C14D-32GVR,0848354018858,848354018858,DDR4-3000,32 GB,3000,14-14-14-34-2N,2,
G.Skill Ripjaws V DDR4-3000 32GB,$164.65 USD,G.Skill,F4-3000C15Q-32GVR,4719692004352,,DDR4-3000,32 GB,3000,15-15-15-35-2N,4,https://www.amazon.ca/G-SKILL-F4-3000C15Q-32GVR-Ripjaws-288-PinDDR4-3000MHz-Crimson/dp/B013Q4OGFG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B013Q4OGFG
G.Skill Ripjaws V DDR4-3000 64GB,,G.Skill,F4-3000C14Q2-64GVK,4719692010230,,DDR4-3000,64 GB,3000,14-14-14-34-2N,8,
G.Skill Ripjaws V DDR4-3000 64GB,,G.Skill,F4-3000C15Q2-64GVR,0848354020257,848354020257,DDR4-3000,64 GB,3000,15-15-15-35-2N,8,
G.Skill Ripjaws V DDR4-3000 64GB,,G.Skill,F4-3000C15Q-64GVR,0848354014430,848354014430,DDR4-3000,64 GB,3000,15-15-15-35-2N,4,
G.Skill Ripjaws V DDR4-3000 64GB,,G.Skill,F4-3000C14Q-64GVR,0848354018865,848354018865,DDR4-3000,64 GB,3000,14-14-14-34-2N,4,
G.Skill Ripjaws V DDR4-3000 64GB,,G.Skill,F4-3000C14Q-64GVK,0848354018889,848354018889,DDR4-3000,64 GB,3000,14-14-14-34-2N,4,
G.Skill Ripjaws V DDR4-3000 8GB,,G.Skill,F4-3000C15D-8GVR,4719692004239,,DDR4-3000,8 GB,3000,15-15-15-35-2N,2,
G.Skill Ripjaws V DDR4-3000 8GB,,G.Skill,F4-3000C15D-8GVRB,4719692004475,,DDR4-3000,8 GB,3000,15-16-16-35-2N,2,
G.Skill Ripjaws V DDR4-3200 16GB,,G.Skill,F4-3200C16Q-16GVK,4719692004772,,DDR4-3200,16 GB,3200,16-16-16-36-2N,4,
G.Skill Ripjaws V DDR4-3200 16GB,,G.Skill,F4-3200C16Q-16GVKB,0848354014935,848354014935,DDR4-3200,16 GB,3200,16-18-18-38-2N,4,
G.Skill Ripjaws V DDR4-3200 16GB,,G.Skill,F4-3200C16S-16GVK,4719692007506,,DDR4-3200,16 GB,3200,16-18-18-38-2N,1,
G.Skill Ripjaws V DDR4-3200 32GB,,G.Skill,F4-3200C16Q-32GVKB,4719692005014,,DDR4-3200,32 GB,3200,16-18-18-38-2N,4,
G.Skill Ripjaws V DDR4-3200 32GB,,G.Skill,F4-3200C14Q-32GVK,0848354019367,848354019367,DDR4-3200,32 GB,3200,14-14-14-34-2N,4,
G.Skill Ripjaws V DDR4-3200 32GB,,G.Skill,F4-3200C14Q-32GVR,0848354019343,848354019343,DDR4-3200,32 GB,3200,14-14-14-34-2N,4,
G.Skill Ripjaws V DDR4-3200 32GB,,G.Skill,F4-3200C15Q-32GVK,0848354019480,848354019480,DDR4-3200,32 GB,3200,15-15-15-35-2N,4,
G.Skill Ripjaws V DDR4-3200 32GB,$208.9 USD,G.Skill,F4-3200C15Q-32GVR,0848354019466,848354019466,DDR4-3200,32 GB,3200,15-15-15-35-2N,4,https://www.amazon.ca/G-SKILL-F4-3200C15Q-32GVR-Ripjaws-288-PinDDR4-3200MHz-Crimson/dp/B01C6XPXUU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01C6XPXUU
G.Skill Ripjaws V DDR4-3200 64GB,,G.Skill,F4-3200C16Q2-64GVR,0848354020226,848354020226,DDR4-3200,64 GB,3200,16-16-16-36-2N,8,
G.Skill Ripjaws V DDR4-3200 64GB,,G.Skill,F4-3200C15Q2-64GVR,0848354020219,848354020219,DDR4-3200,64 GB,3200,15-15-15-35-2N,8,
G.Skill Ripjaws V DDR4-3200 64GB,,G.Skill,F4-3200C14Q2-64GVK,0848354020080,848354020080,DDR4-3200,64 GB,3200,14-14-14-34-2N,8,
G.Skill Ripjaws V DDR4-3200 64GB,,G.Skill,F4-3200C15Q-64GVR,0848354018926,848354018926,DDR4-3200,64 GB,3200,15-15-15-35-2N,4,
G.Skill Ripjaws V DDR4-3200 8GB,,G.Skill,F4-3200C16D-8GVKB,4719692004895,,DDR4-3200,8 GB,3200,16-18-18-38-2N,2,
G.Skill Ripjaws V DDR4-3333 16GB,,G.Skill,F4-3333C16D-16GVK,4719692009968,,DDR4-3333,16 GB,3333,16-16-16-36-2N,2,
G.Skill Ripjaws V DDR4-3333 16GB,,G.Skill,F4-3333C16D-16GVR,0848354019947,848354019947,DDR4-3333,16 GB,3333,16-16-16-36-2N,2,
G.Skill Ripjaws V DDR4-3333 32GB,,G.Skill,F4-3333C16D-32GVK,0610822776900,610822776900,DDR4-3333,32 GB,3333,16-16-16-36-2N,2,
G.Skill Ripjaws V DDR4-3333 32GB,,G.Skill,F4-3333C16Q-32GVK,0848354019978,848354019978,DDR4-3333,32 GB,3333,16-16-16-36-2N,4,
G.Skill Ripjaws V DDR4-3333 32GB,,G.Skill,F4-3333C16Q-32GVR,0848354019954,848354019954,DDR4-3333,32 GB,3333,16-16-16-36-2N,4,
G.Skill Ripjaws V DDR4-3333 64GB,,G.Skill,F4-3333C16Q-64GVK,0848354020035,848354020035,DDR4-3333,64 GB,3333,16-16-16-36-2N,4,
G.Skill Ripjaws V DDR4-3333 64GB,,G.Skill,F4-3333C16Q-64GVR,0848354020028,848354020028,DDR4-3333,64 GB,3333,16-16-16-36-2N,4,
G.Skill Ripjaws V DDR4-3400 32GB,,G.Skill,F4-3400C16Q-32GVK,4719692006967,,DDR4-3400,32 GB,3400,16-18-18-38-2N,4,
G.Skill Ripjaws V DDR4-3400 64GB,,G.Skill,F4-3400C16Q-64GVK,0848354019732,848354019732,DDR4-3400,64 GB,3400,16-16-16-36-2N,4,
G.Skill Ripjaws V DDR4-3466 16GB,,G.Skill,F4-3466C16Q-16GVK,4719692005670,,DDR4-3466,16 GB,3466,16-18-18-38-2N,4,
G.Skill Ripjaws V DDR4-3466 32GB,,G.Skill,F4-3466C16Q-32GVK,4719692010094,,DDR4-3466,32 GB,3466,16-18-18-38-2N,4,
G.Skill Ripjaws V DDR4-3466 32GB,,G.Skill,F4-3466C16Q-32GVR,4719692010087,,DDR4-3466,32 GB,3466,16-18-18-38-2N,4,
G.Skill Ripjaws V DDR4-3466 8GB,,G.Skill,F4-3466C16D-8GVK,0848354015680,848354015680,DDR4-3466,8 GB,3466,16-18-18-38-2N,2,
G.Skill Ripjaws V DDR4-3600 16GB,,G.Skill,F4-3600C17Q-16GVK,4719692005700,,DDR4-3600,16 GB,3600,17-18-18-38-2N,4,
G.Skill Ripjaws V DDR4-3600 32GB,,G.Skill,F4-3600C17Q-32GVK,0848354020288,848354020288,DDR4-3600,32 GB,3600,17-18-18-38-2N,4,
G.Skill Ripjaws V DDR4-3600 8GB,,G.Skill,F4-3600C17D-8GVK,0848354015697,848354015697,DDR4-3600,8 GB,3600,17-18-18-38-2N,2,
G.Skill Ripjaws V DDR4-3733 8GB,,G.Skill,F4-3733C17D-8GVK,4719692005779,,DDR4-3733,8 GB,3733,17-19-19-39-2N,2,
G.Skill Ripjaws V DDR4-3866 8GB,,G.Skill,F4-3866C18D-8GVK,4719692008749,,DDR4-3866,8 GB,3866,18-22-22-42-2N,2,
G.Skill Ripjaws V DDR4-4000 8GB,,G.Skill,F4-4000C19D-8GVK,0848354018759,848354018759,DDR4-4000,8 GB,4000,19-21-21-41-2N,2,
G.Skill RipJaws V Series,,G.Skill,F4-3200C16S-32GVK,4713294224637,,DDR4-3200,32 GB,3200,16-18-18-38,1,
G.Skill RipJaws V Series,,G.Skill,F4-3200C16Q-128GVK,4713294224651,,DDR4-3200,128 GB,3200,16-18-18-38,4,
G.Skill RipJaws V Series,,G.Skill,F4-2666C18Q-128GVK,4713294224576,,DDR4-2666,128 GB,2666,18-18-18-43,4,
G.Skill RipJaws V Series,,G.Skill,F4-2666C18D-64GVK,4713294224569,,DDR4-2666,64 GB,2666,18-18-18-43,2,
G.Skill RipJaws V Series,,G.Skill,F4-2666C18S-32GVK,4713294224552,,DDR4-2666,32 GB,2666,18-18-18-43,1,
G.Skill RipJaws V Series,$119.68 USD,G.Skill,F4-3000C15D-32GVR,4719692004390,,DDR4-3000,32 GB,3000,15-15-15-35,2,https://www.amazon.ca/dp/B01B3T4A3Y?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
G.Skill RipJaws V Series black,,G.Skill,F4-3000C15D-16GVGB,4719692006318,,DDR4-3000,16 GB,3000,15-16-16-35,2,
G.Skill RipJaws-X DDR3-1333 CL9,,G. Skill,F3-10666CL9S-8GBXL,4711148597807,,DDR3-1333,8 GB,1333,,1,
G.Skill Ripjaws-X DDR3-1600 CL9,$36.26 USD,G. Skill,F3-12800CL9D-8GBXL,0848354006725,,DDR3-1600,8 GB,1600,,2,https://www.amazon.ca/G-SKILL-F3-12800CL9D-8GBXL-Ripjaws-240-Pin-DDR3-1600MHz/dp/B004I763AW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B004I763AW
G.Skill Ripjaws-X DDR3-2400 CL11,,G. Skill,F3-2400C11Q-32GXM,4711148599740,,DDR3-2400,32 GB,2400,,4,
G.Skill Sniper X Series,,G.Skill,F4-3200C16Q-64GSXWB,4719692019707,,DDR4-3200,64 GB,3200,16-18-18-38,4,
G.Skill Sniper X Series,,G.Skill,F4-3200C16Q-64GSXKB,4719692019714,,DDR4-3200,64 GB,3200,16-18-18-38,4,
G.Skill Sniper X Series,$156.67 USD,G.Skill,F4-3200C16Q-32GSXFB,4719692019660,,DDR4-3200,32 GB,3200,16-18-18-38,4,https://www.amazon.ca/G-SKILL-F4-3200C16Q-32GSXFB-288-Pin-PC4-25600-Desktop/dp/B079ZM22V7?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079ZM22V7
G.Skill Sniper X Series,$170.37 USD,G.Skill,F4-3200C16Q-32GSXWB,4719692019646,,DDR4-3200,32 GB,3200,16-18-18-38,4,https://www.amazon.ca/G-SKILL-F4-3200C16Q-32GSXWB-288-Pin-PC4-25600-Desktop/dp/B079ZM4N7X?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079ZM4N7X
G.Skill Sniper X Series,$175.19 USD,G.Skill,F4-3200C16Q-32GSXKB,4719692019653,,DDR4-3200,32 GB,3200,16-18-18-38,4,https://www.amazon.ca/G-SKILL-F4-3200C16Q-32GSXKB-288-Pin-PC4-25600-Desktop/dp/B079ZMP7ZT?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079ZMP7ZT
G.Skill Trident Z,,G.Skill,F4-3200C16D-32GTZKW,4719692013125,,DDR4-3200,32 GB,3200,16-18-18-38,2,
G.Skill Trident Z DDR4-2800 32GB,,G.Skill,F4-2800C14D-32GTZ,0848354015413,848354015413,DDR4-2800,32 GB,2800,14-14-14-35-2N,2,
G.Skill Trident Z DDR4-2800 8GB,,G.Skill,F4-2800C15D-8GTZB,4719692005236,,DDR4-2800,8 GB,2800,15-16-16-35-2N,2,
G.Skill Trident Z DDR4-2800 CL14,,G. Skill,F4-2800C14D-32GTZ,4719692005359,,DDR4-2800,32 GB,2800,,1,
G.Skill Trident Z DDR4-2800 CL15,,G. Skill,F4-2800C15D-16GTZB,4719692005250,,DDR4-2800,16 GB,2800,,2,
G.Skill Trident Z DDR4-3000 16GB,,G.Skill,F4-3000C15D-16GTZ,0848354015390,848354015390,DDR4-3000,16 GB,3000,15-15-15-35-2N,2,
G.Skill Trident Z DDR4-3000 16GB,,G.Skill,F4-3000C15D-16GTZB,0848354015451,,DDR4-3000,16 GB,3000,15-16-16-35-2N,2,
G.Skill Trident Z DDR4-3000 32GB,,G.Skill,F4-3000C14Q-32GTZ,0848354019442,848354019442,DDR4-3000,32 GB,3000,14-14-14-34-2N,4,
G.Skill Trident Z DDR4-3000 64GB,,G.Skill,F4-3000C14Q2-64GTZ,4719692010247,,DDR4-3000,64 GB,3000,14-14-14-34-2N,8,
G.Skill Trident Z DDR4-3000 8GB,,G.Skill,F4-3000C15D-8GTZ,0848354015376,848354015376,DDR4-3000,8 GB,3000,15-15-15-35-2N,2,
G.Skill Trident Z DDR4-3000 CL15,,G. Skill,F4-3000C15D-32GTZ,4719692005410,,DDR4-3000,32 GB,3000,,1,
G.Skill Trident Z DDR4-3000 CL15,,G. Skill,F4-3000C15D-8GTZB,4719692005434,,DDR4-3000,8 GB,3000,,2,
G.Skill Trident Z DDR4-3200 128GB,,G.Skill,F4-3200C16Q2-128GTZ,0848354022220,848354022220,DDR4-3200,128 GB,3200,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3200 128GB,,G.Skill,F4-3200C16Q2-128GTZKW,0848354022237,848354022237,DDR4-3200,128 GB,3200,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3200 128GB,,G.Skill,F4-3200C16Q2-128GTZSK,0848354022275,848354022275,DDR4-3200,128 GB,3200,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3200 128GB,,G.Skill,F4-3200C15Q2-128GTZ,0848354021476,848354021476,DDR4-3200,128 GB,3200,15-15-15-35-2N,8,
G.Skill Trident Z DDR4-3200 128GB,,G.Skill,F4-3200C15Q2-128GTZSW,0848354022480,848354022480,DDR4-3200,128 GB,3200,15-15-15-35-2N,8,
G.Skill Trident Z DDR4-3200 128GB,,G.Skill,F4-3200C14Q2-128GTZSW,0848354022695,848354022695,DDR4-3200,128 GB,3200,14-14-14-34-2N,8,
G.Skill Trident Z DDR4-3200 16GB,,G.Skill,F4-3200C16Q-16GTZ,0848354015505,848354015505,DDR4-3200,16 GB,3200,16-16-16-36-2N,4,
G.Skill Trident Z DDR4-3200 32GB,,G.Skill,F4-3200C16Q-32GTZ,0848354015529,848354015529,DDR4-3200,32 GB,3200,16-16-16-36-2N,4,
G.Skill Trident Z DDR4-3200 32GB,,G.Skill,F4-3200C16Q-32GTZB,0848354015567,848354015567,DDR4-3200,32 GB,3200,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3200 32GB,,G.Skill,F4-3200C14Q-32GTZ,0848354019381,848354019381,DDR4-3200,32 GB,3200,14-14-14-34-2N,4,
G.Skill Trident Z DDR4-3200 32GB,,G.Skill,F4-3200C15Q-32GTZ,4719692009500,,DDR4-3200,32 GB,3200,15-15-15-35-2N,4,
G.Skill Trident Z DDR4-3200 32GB,,G.Skill,F4-3200C16Q-32GTZKW,0848354022060,848354022060,DDR4-3200,32 GB,3200,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3200 32GB,,G.Skill,F4-3200C16Q-32GTZKY,0848354022077,848354022077,DDR4-3200,32 GB,3200,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3200 32GB,,G.Skill,F4-3200C16Q-32GTZKO,0848354022084,848354022084,DDR4-3200,32 GB,3200,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3200 32GB,,G.Skill,F4-3200C16Q-32GTZSW,0848354022091,848354022091,DDR4-3200,32 GB,3200,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3200 32GB,,G.Skill,F4-3200C16Q-32GTZSK,0848354022107,848354022107,DDR4-3200,32 GB,3200,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3200 32GB,,G.Skill,F4-3200C15Q-32GTZSW,0848354022312,848354022312,DDR4-3200,32 GB,3200,15-15-15-35,4,
G.Skill Trident Z DDR4-3200 32GB,,G.Skill,F4-3200C14Q-32GTZSW,0848354022534,848354022534,DDR4-3200,32 GB,3200,14-14-14-34-2N,4,
G.Skill Trident Z DDR4-3200 64GB,,G.Skill,F4-3200C14Q2-64GTZ,4719692010209,,DDR4-3200,64 GB,3200,14-14-14-34-2N,8,
G.Skill Trident Z DDR4-3200 64GB,,G.Skill,F4-3200C16Q2-64GTZB,0848354022114,848354022114,DDR4-3200,64 GB,3200,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3200 64GB,,G.Skill,F4-3200C16Q2-64GTZKW,0848354022121,848354022121,DDR4-3200,64 GB,3200,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3200 64GB,,G.Skill,F4-3200C16Q2-64GTZKY,0848354022138,848354022138,DDR4-3200,64 GB,3200,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3200 64GB,,G.Skill,F4-3200C16Q2-64GTZKO,0848354022145,848354022145,DDR4-3200,64 GB,3200,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3200 64GB,,G.Skill,F4-3200C16Q2-64GTZSW,0848354022152,848354022152,DDR4-3200,64 GB,3200,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3200 64GB,,G.Skill,F4-3200C16Q2-64GTZSK,0848354022169,848354022169,DDR4-3200,64 GB,3200,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3200 64GB,,G.Skill,F4-3200C15Q2-64GTZ,0848354022336,848354022336,DDR4-3200,64 GB,3200,15-15-15-35-2N,8,
G.Skill Trident Z DDR4-3200 64GB,,G.Skill,F4-3200C15Q2-64GTZSW,0848354022374,848354022374,DDR4-3200,64 GB,3200,15-15-15-35-2N,8,
G.Skill Trident Z DDR4-3200 64GB,,G.Skill,F4-3200C14Q2-64GTZSW,0848354022589,848354022589,DDR4-3200,64 GB,3200,14-14-14-34-2N,8,
G.Skill Trident Z DDR4-3200 64GB,,G.Skill,F4-3200C16Q-64GTZKY,0848354022183,848354022183,DDR4-3200,64 GB,3200,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3200 8GB,,G.Skill,F4-3200C16D-8GTZB,0848354015536,848354015536,DDR4-3200,8 GB,3200,16-18-18-38-2N,2,
G.Skill Trident Z DDR4-3200 CL16,,G. Skill,F4-3200C16Q-32GTZB,4719692005564,,DDR4-3200,32 GB,3200,,4,
G.Skill Trident Z DDR4-3200 CL16,,G. Skill,F4-3200C16D-8GTZB,4719692005533,,DDR4-3200,8 GB,3200,,2,
G.Skill Trident Z DDR4-3300 128GB,,G.Skill,F4-3300C16Q2-128GTZSW,0848354022046,848354022046,DDR4-3300,128 GB,3300,16-16-16-36-2N,8,
G.Skill Trident Z DDR4-3300 32GB,,G.Skill,F4-3300C16Q-32GTZ,0848354021902,848354021902,DDR4-3300,32 GB,3300,16-16-16-36-2N,4,
G.Skill Trident Z DDR4-3300 32GB,,G.Skill,F4-3300C16Q-32GTZSW,0848354021926,848354021926,DDR4-3300,32 GB,3300,16-16-16-36-2N,4,
G.Skill Trident Z DDR4-3300 32GB,,G.Skill,F4-3300C16Q-32GTZKW,0848354021919,848354021919,DDR4-3300,32 GB,3300,16-16-16-36-2N,4,
G.Skill Trident Z DDR4-3300 64GB,,G.Skill,F4-3300C16Q2-64GTZ,0848354021940,848354021940,DDR4-3300,64 GB,3300,16-16-16-36-2N,8,
G.Skill Trident Z DDR4-3300 64GB,,G.Skill,F4-3300C16Q2-64GTZSW,0848354021964,848354021964,DDR4-3300,64 GB,3300,16-16-16-36-2N,8,
G.Skill Trident Z DDR4-3300 64GB,,G.Skill,F4-3300C16Q2-64GTZKW,0848354021957,848354021957,DDR4-3300,64 GB,3300,16-16-16-36-2N,8,
G.Skill Trident Z DDR4-3300 64GB,,G.Skill,F4-3300C16Q-64GTZ,0848354021988,848354021988,DDR4-3300,64 GB,3300,16-16-16-36-2N,4,
G.Skill Trident Z DDR4-3300 64GB,,G.Skill,F4-3300C16Q-64GTZSW,0848354022008,848354022008,DDR4-3300,64 GB,3300,16-16-16-36-2N,4,
G.Skill Trident Z DDR4-3300 64GB,,G.Skill,F4-3300C16Q-64GTZKW,0848354021995,848354021995,DDR4-3300,64 GB,3300,16-16-16-36-2N,4,
G.Skill Trident Z DDR4-3333 128GB,,G.Skill,F4-3333C16Q2-128GTZB,0848354021780,848354021780,DDR4-3333,128 GB,3333,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3333 16GB,,G.Skill,F4-3333C16D-16GTZ,0848354019985,848354019985,DDR4-3333,16 GB,3333,16-16-16-36-2N,2,
G.Skill Trident Z DDR4-3333 16GB,,G.Skill,F4-3333C16D-16GTZB,0848354022992,848354022992,DDR4-3333,16 GB,3333,16-18-18-38-2N,2,
G.Skill Trident Z DDR4-3333 16GB,,G.Skill,F4-3333C16D-16GTZKW,0848354023005,848354023005,DDR4-3333,16 GB,3333,16-18-18-38-2N,2,
G.Skill Trident Z DDR4-3333 16GB,,G.Skill,F4-3333C16D-16GTZSW,0848354023012,848354023012,DDR4-3333,16 GB,3333,16-18-18-38-2N,2,
G.Skill Trident Z DDR4-3333 16GB,,G.Skill,F4-3333C16D-16GTZSK,0848354023029,848354023029,DDR4-3333,16 GB,3333,16-18-18-38-2N,2,
G.Skill Trident Z DDR4-3333 32GB,,G.Skill,F4-3333C16D-32GTZ,4719692010056,,DDR4-3333,32 GB,3333,16-16-16-36-2N,2,
G.Skill Trident Z DDR4-3333 32GB,,G.Skill,F4-3333C16Q-32GTZ,0848354019992,848354019992,DDR4-3333,32 GB,3333,16-16-16-36-2N,4,
G.Skill Trident Z DDR4-3333 32GB,,G.Skill,F4-3333C16Q-32GTZB,0848354021667,848354021667,DDR4-3333,32 GB,3333,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3333 32GB,,G.Skill,F4-3333C16Q-32GTZSW,0848354021681,848354021681,DDR4-3333,32 GB,3333,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3333 32GB,,G.Skill,F4-3333C16Q-32GTZKW,0848354021674,848354021674,DDR4-3333,32 GB,3333,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3333 32GB,,G.Skill,F4-3333C16D-32GTZB,0848354023036,848354023036,DDR4-3333,32 GB,3333,16-18-18-38-2N,2,
G.Skill Trident Z DDR4-3333 32GB,,G.Skill,F4-3333C16D-32GTZSW,0848354023050,848354023050,DDR4-3333,32 GB,3333,16-18-18-38-2N,2,
G.Skill Trident Z DDR4-3333 64GB,,G.Skill,F4-3333C16Q2-64GTZB,0848354021704,848354021704,DDR4-3333,64 GB,3333,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3333 64GB,,G.Skill,F4-3333C16Q2-64GTZSW,0848354021728,848354021728,DDR4-3333,64 GB,3333,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3333 64GB,,G.Skill,F4-3333C16Q-64GTZ,0848354020066,848354020066,DDR4-3333,64 GB,3333,16-16-16-36-2N,4,
G.Skill Trident Z DDR4-3400 16GB,,G.Skill,F4-3400C16D-16GTZ,0848354016991,848354016991,DDR4-3400,16 GB,3400,16-18-18-38-2N,2,
G.Skill Trident Z DDR4-3400 32GB,,G.Skill,F4-3400C16Q-32GTZ,4719692007001,,DDR4-3400,32 GB,3400,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3400 32GB,,G.Skill,F4-3400C16Q-32GTZSW,0848354022725,848354022725,DDR4-3400,32 GB,3400,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3400 32GB,,G.Skill,F4-3400C16Q-32GTZKW,0848354022718,848354022718,DDR4-3400,32 GB,3400,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3400 64GB,,G.Skill,F4-3400C16Q-64GTZ,0848354019749,848354019749,DDR4-3400,64 GB,3400,16-16-16-36-2N,4,
G.Skill Trident Z DDR4-3400 CL16,,G. Skill,F4-3400C16Q-32GTZ,0848354017004,,DDR4-3400,32 GB,3400,,4,
G.Skill Trident Z DDR4-3466 16GB,,G.Skill,F4-3466C16Q-16GTZ,0848354015581,848354015581,DDR4-3466,16 GB,3466,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3466 32GB,,G.Skill,F4-3466C16Q-32GTZ,0848354015604,848354015604,DDR4-3466,32 GB,3466,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3466 32GB,,G.Skill,F4-3466C16Q-32GTZSW,0848354022916,848354022916,DDR4-3466,32 GB,3466,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3466 32GB,,G.Skill,F4-3466C16Q-32GTZKW,0848354022909,848354022909,DDR4-3466,32 GB,3466,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3466 64GB,,G.Skill,F4-3466C16Q2-64GTZ,0848354022893,848354022893,DDR4-3466,64 GB,3466,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3466 64GB,,G.Skill,F4-3466C16Q2-64GTZSW,0848354022947,848354022947,DDR4-3466,64 GB,3466,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3466 64GB,,G.Skill,F4-3466C16Q2-64GTZKW,0848354022930,848354022930,DDR4-3466,64 GB,3466,16-18-18-38-2N,8,
G.Skill Trident Z DDR4-3466 64GB,,G.Skill,F4-3466C16Q-64GTZSW,0848354023555,848354023555,DDR4-3466,64 GB,3466,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3466 64GB,,G.Skill,F4-3466C16Q-64GTZ,0848354023531,848354023531,DDR4-3466,64 GB,3466,16-18-18-38-2N,4,
G.Skill Trident Z DDR4-3600 16GB,,G.Skill,F4-3600C17Q-16GTZ,0848354015642,848354015642,DDR4-3600,16 GB,3600,17-18-18-38-2N,4,
G.Skill Trident Z DDR4-3600 32GB,,G.Skill,F4-3600C17Q-32GTZ,0848354018476,848354018476,DDR4-3600,32 GB,3600,17-18-18-38-2N,4,
G.Skill Trident Z DDR4-3600 64GB,,G.Skill,F4-3600C17Q-64GTZSW,0848354024507,848354024507,DDR4-3600,64 GB,3600,17-19-19-39,4,
G.Skill Trident Z DDR4-3600 64GB,,G.Skill,F4-3600C17Q-64GTZKW,0848354024514,848354024514,DDR4-3600,64 GB,3600,17-19-19-39,4,
G.Skill Trident Z DDR4-3600 64GB,,G.Skill,F4-3600C17Q-64GTZ,0848354024491,848354024491,DDR4-3600,64 GB,3600,17-19-19-39,4,
G.Skill Trident Z DDR4-3600 8GB,,G.Skill,F4-3600C17D-8GTZ,4719692005632,,DDR4-3600,8 GB,3600,17-18-18-38-2N,2,
G.Skill Trident Z DDR4-3733 16GB,,G.Skill,F4-3733C17Q-16GTZ,0848354015802,848354015802,DDR4-3733,16 GB,3733,17-19-19-39-2N,4,
G.Skill Trident Z DDR4-3733 16GB,,G.Skill,F4-3733C17D-16GTZA,0848354019848,848354019848,DDR4-3733,16 GB,3733,17-17-17-37-2N,2,
G.Skill Trident Z DDR4-3733 16GB,,G.Skill,F4-3733C17D-16GTZKW,0848354023852,848354023852,DDR4-3733,16 GB,3733,17-17-17-37-2N,2,
G.Skill Trident Z DDR4-3733 8GB,,G.Skill,F4-3733C17D-8GTZ,0848354015796,848354015796,DDR4-3733,8 GB,3733,17-19-19-39-2N,2,
