Name,Price,Producer,MPN,EAN,UPC,Resolution,Refresh Rate,Size,Panel,Response Time,HDMI,DisplayPort,DVI,VGA,Speaker,Curved,Adjustable Height,Sync,Product Page
Viewsonic VA2265SMH,$129.7 USD,ViewSonic,VA2265SMH,0766907790429,,1920 x 1080,60 Hz,"21.5""",MVA,5,1,0,0,1,True,False,False,,https://www.amazon.ca/ViewSonic-VA2265SMH-1080p-Monitor-HDMI/dp/B00RVGYHFK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00RVGYHFK
Viewsonic VA3456-MHDJ,$331.49 USD,ViewSonic,VA3456-MHDJ,0766907010374,,3440 x 1440,75 Hz,"34""",VA,4,0,0,0,0,True,False,True,,https://www.amazon.ca/dp/B08TKGWGCW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VP2468,$251.42 USD,ViewSonic,VP2468,0766907844818,,1920 x 1080,60 Hz,"24""",IPS,5,0,0,0,0,False,False,True,,https://www.amazon.ca/dp/B01HSABSGE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VP2768,$424.95 USD,ViewSonic,VP2768,0766907893618,,2560 x 1440,60 Hz,"27""",IPS,5,0,0,0,0,False,False,True,,https://www.amazon.ca/dp/B06XYHDFVK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VP2768-4K,$434.94 USD,ViewSonic,VP2768-4K,0766907000832,,3840 × 2160,60 Hz,"27""",IPS,5,0,0,0,0,False,False,True,,https://www.amazon.ca/dp/B07FDMGBQ1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ViewSonic VP2768A,$398.3 USD,ViewSonic,VP2768A,0766907008968,,2560 x 1440,60 Hz,"27""",IPS,5,0,0,0,0,False,False,True,,https://www.amazon.ca/dp/B08L9VHCGP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VP2785-2K,$508.13 USD,ViewSonic,VP2785-2K,0766907004571,,2560 x 1440,60 Hz,"27""",IPS,5,0,0,0,0,False,False,True,,https://www.amazon.ca/dp/B07VJLS3VR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VP2785-4K,$760.19 USD,ViewSonic,VP2785-4K,0766907902112,,3840 × 2160,60 Hz,"27""",IPS,5,0,0,0,0,False,False,True,,https://www.amazon.ca/dp/B0748DGHSG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VP3268-4K,$818.19 USD,ViewSonic,VP3268-4K,0766907903614,,3840 × 2160,122 Hz,"32""",IPS,5,0,0,0,0,True,False,True,,https://www.amazon.ca/dp/B0731LYY9P?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VP3481,$650.16 USD,ViewSonic,VP3481,0766907002287,,3440 x 1440,122 Hz,"34""","VA, MVA",5,0,0,0,0,True,True,True,,https://www.amazon.ca/dp/B07SPHL3HF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VP3481A,,ViewSonic,VP3481A,0766907040104,,3440 x 1440,100 Hz,"34""",MVA,5,0,0,0,0,True,False,True,,
Viewsonic VX2276-SMHD,$123.31 USD,ViewSonic,VX2276-SMHD,0766907834321,,1920 x 1080,60 Hz,"21.5""",IPS,4,1,1,0,1,True,False,False,,https://www.amazon.ca/dp/B01GE9QSVK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX2457-MHD,$153.78 USD,ViewSonic,VX2457-MHD,0766907817911,,1920 x 1080,122 Hz,"23.6""",TN,1,0,0,0,0,True,False,False,FreeSync,https://www.amazon.ca/dp/B018MYTH9U?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX2458-C-MHD,$145.58 USD,ViewSonic,VX2458-C-MHD,0766907975819,,1920 x 1080,144 Hz,"24""",VA,1,0,0,0,0,True,False,False,FreeSync,https://www.amazon.ca/dp/B07H5GNR18?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX2458-MHD,$195.84 USD,ViewSonic,VX2458-MHD,0766907985016,,1920 x 1080,144 Hz,"24""",TN,1,0,0,0,0,False,False,False,FreeSync,https://www.amazon.ca/dp/B07JK6XMSN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX2476-SMHD,$142.17 USD,ViewSonic,VX2476-SMHD,0766907848410,,1920 x 1080,60 Hz,"23.6""",IPS,4,0,0,0,0,True,False,False,,https://www.amazon.ca/dp/B01GV9H1RS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ViewSonic VX2718-2KPC-MHD,$166.1 USD,ViewSonic,VX2718-2KPC-MHD,0766907009637,,2560 x 1440,165 Hz,"27""",VA,1,0,0,0,0,True,False,False,,https://www.amazon.ca/dp/B08DLC9HBG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX2718-P-MHD,$168.56 USD,ViewSonic,VX2718-P-MHD,0766907011272,,1920 x 1080,165 Hz,"27""",VA,1,0,0,0,0,True,False,False,,https://www.amazon.ca/dp/B08V8LJS5B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX2757-MHD,$207.11 USD,ViewSonic,VX2757-MHD,0766907825114,,1920 x 1080,122 Hz,"27""",TN,1,0,0,0,0,True,False,False,,https://www.amazon.ca/dp/B01A0ZRRCI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX2758-C-MH,$239.37 USD,ViewSonic,VX2758-C-MH,0766907952711,,1920 x 1080,144 Hz,"27""",TN,5,0,0,0,0,True,False,False,FreeSync,https://www.amazon.ca/dp/B078ZJHD25?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX2758-P-MHD,$213.53 USD,ViewSonic,VX2758-P-MHD,0766907003000,,1920 x 1080,144 Hz,"27""",TN,1,0,0,0,0,True,False,False,FreeSync,https://www.amazon.ca/dp/B07SC5NH91?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX2758-PC-MH,,ViewSonic,VX2758-PC-MH,0766907003925,,1920 x 1080,144 Hz,"27""",VA,4,0,0,0,0,True,False,False,FreeSync,
Viewsonic VX2776-4K-MHD,$377.19 USD,ViewSonic,VX2776-4K-MHD,0766907995817,,3840 × 2160,60 Hz,"27""",IPS,4,0,0,0,0,True,False,False,,https://www.amazon.ca/dp/B07RWD1JQ6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX2776-SMH,,ViewSonic,VX2776-SMH,0766907006490,,1920 x 1080,75 Hz,"27""",IPS,4,0,0,0,0,True,False,False,,
Viewsonic VX2776-SMHD,$148.69 USD,ViewSonic,VX2776-SMHD,0766907835724,,1920 x 1080,60 Hz,"27""",IPS,4,0,0,0,0,True,False,False,,https://www.amazon.ca/dp/B01GE9QWB6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX2778-SMHD,$302.08 USD,ViewSonic,VX2778-SMHD,0766907840018,,2560 x 1440,60 Hz,"27""",IPS,5,1,1,0,0,False,False,False,,https://www.amazon.ca/dp/B01GV9H6BE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX3211-2K-MHD,$235.7 USD,ViewSonic,VX3211-2K-MHD,0766907918410,,2560 x 1440,60 Hz,"32""",IPS,3,0,0,0,0,True,False,False,,https://www.amazon.ca/dp/B0746P6L45?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX3211-4K-MHD,$293.4 USD,ViewSonic,VX3211-4K-MHD,0766907977912,,3840 × 2160,60 Hz,"32""",VA,3,0,0,0,0,False,False,False,FreeSync,https://www.amazon.ca/dp/B07F733RYH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX3211-MH,,ViewSonic,VX3211-MH,0766907918311,,1920 x 1080,60 Hz,"32""",IPS,3,0,0,0,0,True,False,False,,
Viewsonic VX3218-PC-MHD,$277.83 USD,ViewSonic,VX3218-PC-MHD,0766907010190,,1920 x 1080,165 Hz,"32""",VA,1,0,0,0,0,True,False,False,,https://www.amazon.ca/dp/B08V85DH1R?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX3258-2KC-MHD,,ViewSonic,VX3258-2KPC-MHD,0766907002461,,2560 x 1440,144 Hz,"31.5""",VA,5,0,0,0,0,True,False,False,FreeSync,
Viewsonic VX3258-2KC-MHD,$301.94 USD,ViewSonic,VX3258-2KC-MHD,0766907952810,,2560 x 1440,144 Hz,"32""",VA,5,0,0,0,0,True,True,False,FreeSync,https://www.amazon.ca/ViewSonic-VX3258-2KC-MHD-Ultrawide-Monitor-FreeSync/dp/B07B8DXNDZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07B8DXNDZ
Viewsonic VX3268-2KPC-MHD,$209.19 USD,ViewSonic,VX3268-2KPC-MHD,0766907007732,,2560 x 1440,144 Hz,"31.5""",VA,3,0,0,0,0,True,False,False,,https://www.amazon.ca/dp/B08D5H24N8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX3276-2K-MHD,$226.19 USD,ViewSonic,VX3276-2K-MHD,0766907953633,,2560 x 1440,122 Hz,"32""",IPS,3,0,0,0,0,True,False,False,,https://www.amazon.ca/dp/B0787XMLZQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX3276-4K-MHD,$301.81 USD,ViewSonic,VX3276-4K-MHD,0766907002966,,3840 × 2160,60 Hz,"31.5""",VA,4,0,0,0,0,True,False,False,,https://www.amazon.ca/dp/B07SRDX1Z1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX3418-2KPC,$330.06 USD,ViewSonic,VX3418-2KPC,0766907011494,,3440 x 1440,144 Hz,"34""",VA,1,0,0,0,0,True,False,True,,https://www.amazon.ca/dp/B08ZT31QCN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic VX4380-4K,$710.86 USD,ViewSonic,VX4380-4K,0766907897418,,3840 × 2160,60 Hz,"43""",IPS,5,0,0,0,0,True,False,False,,https://www.amazon.ca/dp/B06XYTHP1M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic XG2401,$208.68 USD,ViewSonic,XG2401,0766907818116,,1920 x 1080,144 Hz,"24""",TN,1,0,0,0,0,True,False,True,FreeSync,https://www.amazon.ca/dp/B01A0ZRR50?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic XG2402,$129.12 USD,ViewSonic,XG2402,0766907927412,,1920 x 1080,144 Hz,"24""",TN,1,0,0,0,0,True,False,True,FreeSync,https://www.amazon.ca/dp/B075D1B4SV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic XG2530,$341.09 USD,ViewSonic,XG2530,0766907906219,,1920 x 1080,240 Hz,"24.5""",TN,1,0,0,0,0,True,False,True,FreeSync,https://www.amazon.ca/dp/B071DTCPP3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic XG2700-4K,$530.15 USD,ViewSonic,XG2700-4K,0766907827323,,3840 × 2160,60 Hz,"27""",IPS,5,0,0,0,0,False,False,True,FreeSync,https://www.amazon.ca/dp/B01A0ZRQTW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic XG2702,$324.96 USD,ViewSonic,XG2702,0766907925111,,1920 x 1080,144 Hz,"27""",TN,1,0,0,0,0,True,False,True,FreeSync,https://www.amazon.ca/dp/B00004YK4I?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic XG2703-GS,,ViewSonic,XG2703-GS,0766907845815,,2560 x 1440,165 Hz,"27""",IPS,4,0,0,0,0,True,False,True,,
Viewsonic XG2705,$156.67 USD,ViewSonic,XG2705,0766907005042,,1920 x 1080,144 Hz,"27""",IPS,1,0,0,0,0,True,False,True,FreeSync,https://www.amazon.ca/dp/B084JNYTYV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic XG270QG,$665.17 USD,ViewSonic,XG270QG,0766907004793,,2560 x 1440,165 Hz,"27""",IPS,1,0,0,0,0,True,False,False,,https://www.amazon.ca/dp/B07VP9GS1Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic XG2730,,ViewSonic,XG2730,0766907920413,,2560 x 1440,144 Hz,"27""",TN,1,0,0,0,0,True,False,True,FreeSync,
ViewSonic XG320Q,$599.78 USD,ViewSonic,XG320Q,0766907011296,,2560 x 1440,175 Hz,"32""","IPS, Quantum Dot",1,0,0,0,0,True,False,True,,https://www.amazon.ca/dp/B094RJ5ZT2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ViewSonic XG320U,$834.52 USD,ViewSonic,XG320U,0766907011302,,3840 × 2160,144 Hz,"32""","IPS, Quantum Dot",1,0,0,0,0,True,False,True,,https://www.amazon.ca/dp/B094RHCTG7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic XG3220,$457.38 USD,ViewSonic,XG3220,0766907927610,,3840 × 2160,60 Hz,"32""",VA,5,0,0,0,0,False,False,True,,https://www.amazon.ca/dp/B079S2X4ZS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic XG3240C,,ViewSonic,XG3240C,0766907936018,,2560 x 1440,144 Hz,"32""",VA,3,0,0,0,0,False,True,True,FreeSync,
Viewsonic XG341C-2K,$1458.0 USD,ViewSonic,XG341C-2K,0766907016239,,3440 x 1440,200 Hz,"34""",VA,1,0,0,0,0,True,False,True,,https://www.amazon.ca/dp/B09PZBV2XJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ZOWIE RL2455,$129.51 USD,ZOWIE,9H.LF4LB.DBE,4718755065736,,1920 x 1080,60 Hz,"24""",TN,1,1,0,1,1,False,False,False,,https://www.amazon.ca/dp/B01H5KKRLO?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ZOWIE RL2460,,ZOWIE,9H.LF3LB.QBE,4718755065729,,1920 x 1080,60 Hz,"24""",TN,1,1,0,1,1,False,False,True,,
ZOWIE RL2755,,ZOWIE,9H.LF2LB.QBE,4718755065712,,1920 x 1080,60 Hz,"27""",TN,1,1,0,1,1,False,False,False,,
ZOWIE XL2411,$166.82 USD,ZOWIE,9H.LELLB.RBE,4718755065477,,1920 x 1080,144 Hz,"24""",TN,1,1,0,1,0,False,False,True,,https://www.amazon.ca/dp/B01H5KKQTM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ZOWIE XL2430,$266.21 USD,ZOWIE,9H.LF1LB.QBE,4718755064807,,1920 x 1080,60 Hz,"24""",TN,1,1,1,1,0,False,False,True,,https://www.amazon.ca/BenQ-S-Switch-Tournaments-Professional-XL2430/dp/B01H5KKW0A?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01H5KKW0A
ZOWIE XL2730,,ZOWIE,9H.LEVLB.QBE,4718755065453,,2560 x 1440,144 Hz,"27""",TN,1,1,1,1,0,False,False,True,FreeSync,
