index,Format,Metric,Year,Number of Records,Value (Actual)
2015,CD,Value (Adjusted),2014,1,1918.215115
2016,CD,Value (Adjusted),2015,1,1558.633452
2017,CD,Value (Adjusted),2016,1,1204.497778
2018,CD,Value (Adjusted),2017,1,1102.774352
2019,CD,Value (Adjusted),2018,1,711.041239463
2020,CD,Value (Adjusted),2019,1,614.509779894
2021,CD Single,Value (Adjusted),1973,1,
2022,CD Single,Value (Adjusted),1974,1,
2023,CD Single,Value (Adjusted),1975,1,
2024,CD Single,Value (Adjusted),1976,1,
2025,CD Single,Value (Adjusted),1977,1,
2026,CD Single,Value (Adjusted),1978,1,
2027,CD Single,Value (Adjusted),1979,1,
2028,CD Single,Value (Adjusted),1980,1,
2029,CD Single,Value (Adjusted),1981,1,
2030,CD Single,Value (Adjusted),1982,1,
2031,CD Single,Value (Adjusted),1983,1,
2032,CD Single,Value (Adjusted),1984,1,
2033,CD Single,Value (Adjusted),1985,1,
2034,CD Single,Value (Adjusted),1986,1,
2035,CD Single,Value (Adjusted),1987,1,
2036,CD Single,Value (Adjusted),1988,1,21.178686391
2037,CD Single,Value (Adjusted),1989,1,-1.443225
2038,CD Single,Value (Adjusted),1990,1,11.736358072
2039,CD Single,Value (Adjusted),1991,1,65.885174009
2040,CD Single,Value (Adjusted),1992,1,82.18197220199998
2041,CD Single,Value (Adjusted),1993,1,81.031768858
2042,CD Single,Value (Adjusted),1994,1,96.77704251
2043,CD Single,Value (Adjusted),1995,1,186.039116142
2044,CD Single,Value (Adjusted),1996,1,299.977397706
2045,CD Single,Value (Adjusted),1997,1,434.377968224
2046,CD Single,Value (Adjusted),1998,1,334.393082209
2047,CD Single,Value (Adjusted),1999,1,341.285214886
2048,CD Single,Value (Adjusted),2000,1,211.859778746
2049,CD Single,Value (Adjusted),2001,1,114.619795596
2050,CD Single,Value (Adjusted),2002,1,27.853680934
2051,CD Single,Value (Adjusted),2003,1,50.019847826
2052,CD Single,Value (Adjusted),2004,1,20.300979354
2053,CD Single,Value (Adjusted),2005,1,14.268619048
2054,CD Single,Value (Adjusted),2006,1,9.764677083
2055,CD Single,Value (Adjusted),2007,1,15.045901592
2056,CD Single,Value (Adjusted),2008,1,4.156001078
2057,CD Single,Value (Adjusted),2009,1,3.694172567
2058,CD Single,Value (Adjusted),2010,1,3.400068331
2059,CD Single,Value (Adjusted),2011,1,3.977965137
2060,CD Single,Value (Adjusted),2012,1,3.59119832
2061,CD Single,Value (Adjusted),2013,1,2.684056894
2062,CD Single,Value (Adjusted),2014,1,3.905023683
2063,CD Single,Value (Adjusted),2015,1,1.291079457
2064,CD Single,Value (Adjusted),2016,1,0.280361354
2065,CD Single,Value (Adjusted),2017,1,1.542258972
2066,CD Single,Value (Adjusted),2018,1,0.157981482
2067,CD Single,Value (Adjusted),2019,1,0.1816788779999999
2068,Cassette,Value (Adjusted),1973,1,437.611081081
2069,Cassette,Value (Adjusted),1974,1,452.196559838
2070,Cassette,Value (Adjusted),1975,1,469.496498141
2071,Cassette,Value (Adjusted),1976,1,654.643671353
2072,Cassette,Value (Adjusted),1977,1,1053.003089
2073,Cassette,Value (Adjusted),1978,1,1763.71961
2074,Cassette,Value (Adjusted),1979,1,2044.551711
2075,Cassette,Value (Adjusted),1980,1,2187.356614
2076,Cassette,Value (Adjusted),1981,1,2989.133769
2077,Cassette,Value (Adjusted),1982,1,3667.949394
2078,Cassette,Value (Adjusted),1983,1,4648.285756
2079,Cassette,Value (Adjusted),1984,1,5865.839483
2080,Cassette,Value (Adjusted),1985,1,5729.710553
2081,Cassette,Value (Adjusted),1986,1,5830.425835
2082,Cassette,Value (Adjusted),1987,1,6660.810061
2083,Cassette,Value (Adjusted),1988,1,7315.507276
2084,Cassette,Value (Adjusted),1989,1,6898.20315
2085,Cassette,Value (Adjusted),1990,1,6792.221628
2086,Cassette,Value (Adjusted),1991,1,5668.002035
2087,Cassette,Value (Adjusted),1992,1,5678.573835
2088,Cassette,Value (Adjusted),1993,1,5158.786717
2089,Cassette,Value (Adjusted),1994,1,5134.531004
2090,Cassette,Value (Adjusted),1995,1,3864.379693
2091,Cassette,Value (Adjusted),1996,1,3104.546094
2092,Cassette,Value (Adjusted),1997,1,2425.476099
2093,Cassette,Value (Adjusted),1998,1,2227.039106
2094,Cassette,Value (Adjusted),1999,1,1629.084461
2095,Cassette,Value (Adjusted),2000,1,929.391881533
2096,Cassette,Value (Adjusted),2001,1,524.594883117
2097,Cassette,Value (Adjusted),2002,1,298.148074486
2098,Cassette,Value (Adjusted),2003,1,150.1984875
2099,Cassette,Value (Adjusted),2004,1,32.07554738
2100,Cassette,Value (Adjusted),2005,1,17.14852381
2101,Cassette,Value (Adjusted),2006,1,4.69211756
2102,Cassette,Value (Adjusted),2007,1,3.699811867
2103,Cassette,Value (Adjusted),2008,1,1.068685991
2104,Cassette,Value (Adjusted),2009,1,
2105,Cassette,Value (Adjusted),2010,1,
2106,Cassette,Value (Adjusted),2011,1,
2107,Cassette,Value (Adjusted),2012,1,
2108,Cassette,Value (Adjusted),2013,1,
2109,Cassette,Value (Adjusted),2014,1,
2110,Cassette,Value (Adjusted),2015,1,
2111,Cassette,Value (Adjusted),2016,1,
2112,Cassette,Value (Adjusted),2017,1,
2113,Cassette,Value (Adjusted),2018,1,
2114,Cassette,Value (Adjusted),2019,1,
2115,Cassette Single,Value (Adjusted),1973,1,
2116,Cassette Single,Value (Adjusted),1974,1,
2117,Cassette Single,Value (Adjusted),1975,1,
2118,Cassette Single,Value (Adjusted),1976,1,
2119,Cassette Single,Value (Adjusted),1977,1,
2120,Cassette Single,Value (Adjusted),1978,1,
2121,Cassette Single,Value (Adjusted),1979,1,
2122,Cassette Single,Value (Adjusted),1980,1,
2123,Cassette Single,Value (Adjusted),1981,1,
2124,Cassette Single,Value (Adjusted),1982,1,
2125,Cassette Single,Value (Adjusted),1983,1,
2126,Cassette Single,Value (Adjusted),1984,1,
2127,Cassette Single,Value (Adjusted),1985,1,
2128,Cassette Single,Value (Adjusted),1986,1,
2129,Cassette Single,Value (Adjusted),1987,1,32.182175176
2130,Cassette Single,Value (Adjusted),1988,1,123.830482671
2131,Cassette Single,Value (Adjusted),1989,1,401.21655
2132,Cassette Single,Value (Adjusted),1990,1,504.467791125
2133,Cassette Single,Value (Adjusted),1991,1,432.477039648
2134,Cassette Single,Value (Adjusted),1992,1,544.47834355
2135,Cassette Single,Value (Adjusted),1993,1,528.121899654
2136,Cassette Single,Value (Adjusted),1994,1,474.224759109
2137,Cassette Single,Value (Adjusted),1995,1,396.40255315
2138,Cassette Single,Value (Adjusted),1996,1,308.450414914
2139,Cassette Single,Value (Adjusted),1997,1,212.649280374
2140,Cassette Single,Value (Adjusted),1998,1,148.061477301
2141,Cassette Single,Value (Adjusted),1999,1,73.658679472
2142,Cassette Single,Value (Adjusted),2000,1,6.829397213
2143,Cassette Single,Value (Adjusted),2001,1,-7.650943534999999
2144,Cassette Single,Value (Adjusted),2002,1,-2.273769872
2145,Cassette Single,Value (Adjusted),2003,1,
2146,Cassette Single,Value (Adjusted),2004,1,
2147,Cassette Single,Value (Adjusted),2005,1,
2148,Cassette Single,Value (Adjusted),2006,1,
2149,Cassette Single,Value (Adjusted),2007,1,
2150,Cassette Single,Value (Adjusted),2008,1,
2151,Cassette Single,Value (Adjusted),2009,1,
2152,Cassette Single,Value (Adjusted),2010,1,
2153,Cassette Single,Value (Adjusted),2011,1,
2154,Cassette Single,Value (Adjusted),2012,1,
2155,Cassette Single,Value (Adjusted),2013,1,
2156,Cassette Single,Value (Adjusted),2014,1,
2157,Cassette Single,Value (Adjusted),2015,1,
2158,Cassette Single,Value (Adjusted),2016,1,
2159,Cassette Single,Value (Adjusted),2017,1,
2160,Cassette Single,Value (Adjusted),2018,1,
2161,Cassette Single,Value (Adjusted),2019,1,
2162,DVD Audio,Value (Adjusted),1973,1,
2163,DVD Audio,Value (Adjusted),1974,1,
2164,DVD Audio,Value (Adjusted),1975,1,
2165,DVD Audio,Value (Adjusted),1976,1,
2166,DVD Audio,Value (Adjusted),1977,1,
2167,DVD Audio,Value (Adjusted),1978,1,
2168,DVD Audio,Value (Adjusted),1979,1,
2169,DVD Audio,Value (Adjusted),1980,1,
2170,DVD Audio,Value (Adjusted),1981,1,
2171,DVD Audio,Value (Adjusted),1982,1,
2172,DVD Audio,Value (Adjusted),1983,1,
2173,DVD Audio,Value (Adjusted),1984,1,
2174,DVD Audio,Value (Adjusted),1985,1,
2175,DVD Audio,Value (Adjusted),1986,1,
2176,DVD Audio,Value (Adjusted),1987,1,
2177,DVD Audio,Value (Adjusted),1988,1,
2178,DVD Audio,Value (Adjusted),1989,1,
2179,DVD Audio,Value (Adjusted),1990,1,
2180,DVD Audio,Value (Adjusted),1991,1,
2181,DVD Audio,Value (Adjusted),1992,1,
2182,DVD Audio,Value (Adjusted),1993,1,
2183,DVD Audio,Value (Adjusted),1994,1,
2184,DVD Audio,Value (Adjusted),1995,1,
2185,DVD Audio,Value (Adjusted),1996,1,
2186,DVD Audio,Value (Adjusted),1997,1,
2187,DVD Audio,Value (Adjusted),1998,1,
2188,DVD Audio,Value (Adjusted),1999,1,
2189,DVD Audio,Value (Adjusted),2000,1,
2190,DVD Audio,Value (Adjusted),2001,1,8.661445511
2191,DVD Audio,Value (Adjusted),2002,1,12.079402446
2192,DVD Audio,Value (Adjusted),2003,1,11.115521739
2193,DVD Audio,Value (Adjusted),2004,1,8.797091053
2194,DVD Audio,Value (Adjusted),2005,1,14.661333333
2195,DVD Audio,Value (Adjusted),2006,1,3.043535714
2196,DVD Audio,Value (Adjusted),2007,1,3.453157742
2197,DVD Audio,Value (Adjusted),2008,1,1.424914655
2198,DVD Audio,Value (Adjusted),2009,1,1.906669712
2199,DVD Audio,Value (Adjusted),2010,1,1.05519362
2200,DVD Audio,Value (Adjusted),2011,1,0.3409684399999999
2201,DVD Audio,Value (Adjusted),2012,1,0.2038928899999999
2202,DVD Audio,Value (Adjusted),2013,1,-0.544116778
2203,DVD Audio,Value (Adjusted),2014,1,2.310456232
2204,DVD Audio,Value (Adjusted),2015,1,5.842187676
2205,DVD Audio,Value (Adjusted),2016,1,3.020431045
2206,DVD Audio,Value (Adjusted),2017,1,2.718901189
2207,DVD Audio,Value (Adjusted),2018,1,3.377493968
2208,DVD Audio,Value (Adjusted),2019,1,1.067303184
2209,Download Album,Value (Adjusted),1973,1,
2210,Download Album,Value (Adjusted),1974,1,
2211,Download Album,Value (Adjusted),1975,1,
2212,Download Album,Value (Adjusted),1976,1,
2213,Download Album,Value (Adjusted),1977,1,
2214,Download Album,Value (Adjusted),1978,1,
2215,Download Album,Value (Adjusted),1979,1,
2216,Download Album,Value (Adjusted),1980,1,
2217,Download Album,Value (Adjusted),1981,1,
2218,Download Album,Value (Adjusted),1982,1,
2219,Download Album,Value (Adjusted),1983,1,
2220,Download Album,Value (Adjusted),1984,1,
2221,Download Album,Value (Adjusted),1985,1,
2222,Download Album,Value (Adjusted),1986,1,
2223,Download Album,Value (Adjusted),1987,1,
2224,Download Album,Value (Adjusted),1988,1,
2225,Download Album,Value (Adjusted),1989,1,
2226,Download Album,Value (Adjusted),1990,1,
2227,Download Album,Value (Adjusted),1991,1,
2228,Download Album,Value (Adjusted),1992,1,
2229,Download Album,Value (Adjusted),1993,1,
2230,Download Album,Value (Adjusted),1994,1,
2231,Download Album,Value (Adjusted),1995,1,
2232,Download Album,Value (Adjusted),1996,1,
2233,Download Album,Value (Adjusted),1997,1,
2234,Download Album,Value (Adjusted),1998,1,
2235,Download Album,Value (Adjusted),1999,1,
2236,Download Album,Value (Adjusted),2000,1,
2237,Download Album,Value (Adjusted),2001,1,
2238,Download Album,Value (Adjusted),2002,1,
2239,Download Album,Value (Adjusted),2003,1,
2240,Download Album,Value (Adjusted),2004,1,61.579637374
2241,Download Album,Value (Adjusted),2005,1,177.637761905
2242,Download Album,Value (Adjusted),2006,1,349.879793155
2243,Download Album,Value (Adjusted),2007,1,613.428807525
2244,Download Album,Value (Adjusted),2008,1,754.37356702
2245,Download Album,Value (Adjusted),2009,1,886.958916644
2246,Download Album,Value (Adjusted),2010,1,1022.834349
2247,Download Album,Value (Adjusted),2011,1,1217.03002
2248,Download Album,Value (Adjusted),2012,1,1341.590983
2249,Download Album,Value (Adjusted),2013,1,1352.202953
2250,Download Album,Value (Adjusted),2014,1,1207.247578
2251,Download Album,Value (Adjusted),2015,1,1148.145081
2252,Download Album,Value (Adjusted),2016,1,925.232200992
2253,Download Album,Value (Adjusted),2017,1,697.237618181
2254,Download Album,Value (Adjusted),2018,1,508.704388424
2255,Download Album,Value (Adjusted),2019,1,394.533006158
2256,Download Music Video,Value (Adjusted),1973,1,
2257,Download Music Video,Value (Adjusted),1974,1,
2258,Download Music Video,Value (Adjusted),1975,1,
2259,Download Music Video,Value (Adjusted),1976,1,
2260,Download Music Video,Value (Adjusted),1977,1,
2261,Download Music Video,Value (Adjusted),1978,1,
2262,Download Music Video,Value (Adjusted),1979,1,
2263,Download Music Video,Value (Adjusted),1980,1,
2264,Download Music Video,Value (Adjusted),1981,1,
2265,Download Music Video,Value (Adjusted),1982,1,
2266,Download Music Video,Value (Adjusted),1983,1,
2267,Download Music Video,Value (Adjusted),1984,1,
2268,Download Music Video,Value (Adjusted),1985,1,
2269,Download Music Video,Value (Adjusted),1986,1,
2270,Download Music Video,Value (Adjusted),1987,1,
2271,Download Music Video,Value (Adjusted),1988,1,
2272,Download Music Video,Value (Adjusted),1989,1,
2273,Download Music Video,Value (Adjusted),1990,1,
2274,Download Music Video,Value (Adjusted),1991,1,
2275,Download Music Video,Value (Adjusted),1992,1,
2276,Download Music Video,Value (Adjusted),1993,1,
2277,Download Music Video,Value (Adjusted),1994,1,
2278,Download Music Video,Value (Adjusted),1995,1,
2279,Download Music Video,Value (Adjusted),1996,1,
2280,Download Music Video,Value (Adjusted),1997,1,
2281,Download Music Video,Value (Adjusted),1998,1,
2282,Download Music Video,Value (Adjusted),1999,1,
2283,Download Music Video,Value (Adjusted),2000,1,
2284,Download Music Video,Value (Adjusted),2001,1,
2285,Download Music Video,Value (Adjusted),2002,1,
2286,Download Music Video,Value (Adjusted),2003,1,
2287,Download Music Video,Value (Adjusted),2004,1,
2288,Download Music Video,Value (Adjusted),2005,1,4.84347619
2289,Download Music Video,Value (Adjusted),2006,1,24.982355655
2290,Download Music Video,Value (Adjusted),2007,1,34.778231548
2291,Download Music Video,Value (Adjusted),2008,1,49.040812715
2292,Download Music Video,Value (Adjusted),2009,1,48.739244513
2293,Download Music Video,Value (Adjusted),2010,1,42.911207213
2294,Download Music Video,Value (Adjusted),2011,1,36.824591556
2295,Download Music Video,Value (Adjusted),2012,1,23.208206935
2296,Download Music Video,Value (Adjusted),2013,1,18.372074986
2297,Download Music Video,Value (Adjusted),2014,1,14.662197203
2298,Download Music Video,Value (Adjusted),2015,1,6.918875516
2299,Download Music Video,Value (Adjusted),2016,1,4.547792467
2300,Download Music Video,Value (Adjusted),2017,1,2.905533136
2301,Download Music Video,Value (Adjusted),2018,1,2.261051168
2302,Download Music Video,Value (Adjusted),2019,1,1.858910402
2303,Download Single,Value (Adjusted),1973,1,
2304,Download Single,Value (Adjusted),1974,1,
2305,Download Single,Value (Adjusted),1975,1,
2306,Download Single,Value (Adjusted),1976,1,
2307,Download Single,Value (Adjusted),1977,1,
2308,Download Single,Value (Adjusted),1978,1,
2309,Download Single,Value (Adjusted),1979,1,
2310,Download Single,Value (Adjusted),1980,1,
2311,Download Single,Value (Adjusted),1981,1,
2312,Download Single,Value (Adjusted),1982,1,
2313,Download Single,Value (Adjusted),1983,1,
2314,Download Single,Value (Adjusted),1984,1,
2315,Download Single,Value (Adjusted),1985,1,
2316,Download Single,Value (Adjusted),1986,1,
2317,Download Single,Value (Adjusted),1987,1,
2318,Download Single,Value (Adjusted),1988,1,
2319,Download Single,Value (Adjusted),1989,1,
2320,Download Single,Value (Adjusted),1990,1,
2321,Download Single,Value (Adjusted),1991,1,
2322,Download Single,Value (Adjusted),1992,1,
2323,Download Single,Value (Adjusted),1993,1,
2324,Download Single,Value (Adjusted),1994,1,
2325,Download Single,Value (Adjusted),1995,1,
2326,Download Single,Value (Adjusted),1996,1,
2327,Download Single,Value (Adjusted),1997,1,
2328,Download Single,Value (Adjusted),1998,1,
2329,Download Single,Value (Adjusted),1999,1,
2330,Download Single,Value (Adjusted),2000,1,
2331,Download Single,Value (Adjusted),2001,1,
2332,Download Single,Value (Adjusted),2002,1,
2333,Download Single,Value (Adjusted),2003,1,
2334,Download Single,Value (Adjusted),2004,1,186.769010058
2335,Download Single,Value (Adjusted),2005,1,475.577
2336,Download Single,Value (Adjusted),2006,1,736.282014881
2337,Download Single,Value (Adjusted),2007,1,1000.182475
2338,Download Single,Value (Adjusted),2008,1,1225.664089
2339,Download Single,Value (Adjusted),2009,1,1396.635564
2340,Download Single,Value (Adjusted),2010,1,1566.845282
2341,Download Single,Value (Adjusted),2011,1,1730.301179
2342,Download Single,Value (Adjusted),2012,1,1831.258646
2343,Download Single,Value (Adjusted),2013,1,1726.739156
2344,Download Single,Value (Adjusted),2014,1,1463.655387
2345,Download Single,Value (Adjusted),2015,1,1278.449595
2346,Download Single,Value (Adjusted),2016,1,958.87910313
2347,Download Single,Value (Adjusted),2017,1,707.692711218
2348,Download Single,Value (Adjusted),2018,1,499.316974193
2349,Download Single,Value (Adjusted),2019,1,414.804250982
2350,Kiosk,Value (Adjusted),1973,1,
2351,Kiosk,Value (Adjusted),1974,1,
2352,Kiosk,Value (Adjusted),1975,1,
2353,Kiosk,Value (Adjusted),1976,1,
2354,Kiosk,Value (Adjusted),1977,1,
2355,Kiosk,Value (Adjusted),1978,1,
2356,Kiosk,Value (Adjusted),1979,1,
2357,Kiosk,Value (Adjusted),1980,1,
2358,Kiosk,Value (Adjusted),1981,1,
2359,Kiosk,Value (Adjusted),1982,1,
2360,Kiosk,Value (Adjusted),1983,1,
2361,Kiosk,Value (Adjusted),1984,1,
2362,Kiosk,Value (Adjusted),1985,1,
2363,Kiosk,Value (Adjusted),1986,1,
2364,Kiosk,Value (Adjusted),1987,1,
2365,Kiosk,Value (Adjusted),1988,1,
2366,Kiosk,Value (Adjusted),1989,1,
2367,Kiosk,Value (Adjusted),1990,1,
2368,Kiosk,Value (Adjusted),1991,1,
2369,Kiosk,Value (Adjusted),1992,1,
2370,Kiosk,Value (Adjusted),1993,1,
2371,Kiosk,Value (Adjusted),1994,1,
2372,Kiosk,Value (Adjusted),1995,1,
2373,Kiosk,Value (Adjusted),1996,1,
2374,Kiosk,Value (Adjusted),1997,1,
2375,Kiosk,Value (Adjusted),1998,1,
2376,Kiosk,Value (Adjusted),1999,1,
2377,Kiosk,Value (Adjusted),2000,1,
2378,Kiosk,Value (Adjusted),2001,1,
2379,Kiosk,Value (Adjusted),2002,1,
2380,Kiosk,Value (Adjusted),2003,1,
2381,Kiosk,Value (Adjusted),2004,1,
2382,Kiosk,Value (Adjusted),2005,1,1.309047619
2383,Kiosk,Value (Adjusted),2006,1,2.409465774
2384,Kiosk,Value (Adjusted),2007,1,3.206503618
2385,Kiosk,Value (Adjusted),2008,1,3.087315086
2386,Kiosk,Value (Adjusted),2009,1,7.507511991
2387,Kiosk,Value (Adjusted),2010,1,7.503599075
2388,Kiosk,Value (Adjusted),2011,1,3.068715963
2389,Kiosk,Value (Adjusted),2012,1,4.068866328
2390,Kiosk,Value (Adjusted),2013,1,6.786152156
2391,Kiosk,Value (Adjusted),2014,1,2.789051821
2392,Kiosk,Value (Adjusted),2015,1,3.99147413
2393,Kiosk,Value (Adjusted),2016,1,3.13587911
2394,Kiosk,Value (Adjusted),2017,1,2.351668038
2395,Kiosk,Value (Adjusted),2018,1,2.000651969
2396,Kiosk,Value (Adjusted),2019,1,1.586470587
2397,LP/EP,Value (Adjusted),1973,1,7174.518514
2398,LP/EP,Value (Adjusted),1974,1,7031.863935
2399,LP/EP,Value (Adjusted),1975,1,7056.703439
2400,LP/EP,Value (Adjusted),1976,1,7472.013902
2401,LP/EP,Value (Adjusted),1977,1,9260.605292
2402,LP/EP,Value (Adjusted),1978,1,9698.105186
2403,LP/EP,Value (Adjusted),1979,1,7243.615
2404,LP/EP,Value (Adjusted),1980,1,6825.793689
2405,LP/EP,Value (Adjusted),1981,1,6586.050571
2406,LP/EP,Value (Adjusted),1982,1,5100.158453
2407,LP/EP,Value (Adjusted),1983,1,4335.388283
2408,LP/EP,Value (Adjusted),1984,1,3810.987118
2409,LP/EP,Value (Adjusted),1985,1,3042.46086
2410,LP/EP,Value (Adjusted),1986,1,2292.982035
2411,LP/EP,Value (Adjusted),1987,1,1784.872946
2412,LP/EP,Value (Adjusted),1988,1,1150.132336
2413,LP/EP,Value (Adjusted),1989,1,454.203525
2414,LP/EP,Value (Adjusted),1990,1,169.199162204
2415,LP/EP,Value (Adjusted),1991,1,55.185872247
2416,LP/EP,Value (Adjusted),1992,1,24.59992516
2417,LP/EP,Value (Adjusted),1993,1,18.754077509
2418,LP/EP,Value (Adjusted),1994,1,30.706441296
2419,LP/EP,Value (Adjusted),1995,1,42.106238189
2420,LP/EP,Value (Adjusted),1996,1,59.962891013
2421,LP/EP,Value (Adjusted),1997,1,53.042854206
2422,LP/EP,Value (Adjusted),1998,1,53.327226994
2423,LP/EP,Value (Adjusted),1999,1,48.79887515
2424,LP/EP,Value (Adjusted),2000,1,41.124848432
2425,LP/EP,Value (Adjusted),2001,1,39.5539345
2426,LP/EP,Value (Adjusted),2002,1,29.132676487
2427,LP/EP,Value (Adjusted),2003,1,30.150852717
2428,LP/EP,Value (Adjusted),2004,1,26.120593436
2429,LP/EP,Value (Adjusted),2005,1,18.58847619
2430,LP/EP,Value (Adjusted),2006,1,19.909796131
2431,LP/EP,Value (Adjusted),2007,1,28.24189725
2432,LP/EP,Value (Adjusted),2008,1,67.327217456
2433,LP/EP,Value (Adjusted),2009,1,76.028454765
2434,LP/EP,Value (Adjusted),2010,1,104.229680908
2435,LP/EP,Value (Adjusted),2011,1,135.705439252
2436,LP/EP,Value (Adjusted),2012,1,178.967982236
2437,LP/EP,Value (Adjusted),2013,1,231.274070194
2438,LP/EP,Value (Adjusted),2014,1,263.336179145
2439,LP/EP,Value (Adjusted),2015,1,359.598162864
2440,LP/EP,Value (Adjusted),2016,1,378.607270991
2441,LP/EP,Value (Adjusted),2017,1,405.212077272
2442,LP/EP,Value (Adjusted),2018,1,426.820186646
2443,LP/EP,Value (Adjusted),2019,1,497.588920842
2444,Limited Tier Paid Subscription,Value (Adjusted),1973,1,
2445,Limited Tier Paid Subscription,Value (Adjusted),1974,1,
2446,Limited Tier Paid Subscription,Value (Adjusted),1975,1,
2447,Limited Tier Paid Subscription,Value (Adjusted),1976,1,
2448,Limited Tier Paid Subscription,Value (Adjusted),1977,1,
2449,Limited Tier Paid Subscription,Value (Adjusted),1978,1,
2450,Limited Tier Paid Subscription,Value (Adjusted),1979,1,
2451,Limited Tier Paid Subscription,Value (Adjusted),1980,1,
2452,Limited Tier Paid Subscription,Value (Adjusted),1981,1,
2453,Limited Tier Paid Subscription,Value (Adjusted),1982,1,
2454,Limited Tier Paid Subscription,Value (Adjusted),1983,1,
2455,Limited Tier Paid Subscription,Value (Adjusted),1984,1,
2456,Limited Tier Paid Subscription,Value (Adjusted),1985,1,
2457,Limited Tier Paid Subscription,Value (Adjusted),1986,1,
2458,Limited Tier Paid Subscription,Value (Adjusted),1987,1,
2459,Limited Tier Paid Subscription,Value (Adjusted),1988,1,
2460,Limited Tier Paid Subscription,Value (Adjusted),1989,1,
2461,Limited Tier Paid Subscription,Value (Adjusted),1990,1,
2462,Limited Tier Paid Subscription,Value (Adjusted),1991,1,
2463,Limited Tier Paid Subscription,Value (Adjusted),1992,1,
2464,Limited Tier Paid Subscription,Value (Adjusted),1993,1,
2465,Limited Tier Paid Subscription,Value (Adjusted),1994,1,
2466,Limited Tier Paid Subscription,Value (Adjusted),1995,1,
2467,Limited Tier Paid Subscription,Value (Adjusted),1996,1,
2468,Limited Tier Paid Subscription,Value (Adjusted),1997,1,
2469,Limited Tier Paid Subscription,Value (Adjusted),1998,1,
2470,Limited Tier Paid Subscription,Value (Adjusted),1999,1,
2471,Limited Tier Paid Subscription,Value (Adjusted),2000,1,
2472,Limited Tier Paid Subscription,Value (Adjusted),2001,1,
2473,Limited Tier Paid Subscription,Value (Adjusted),2002,1,
2474,Limited Tier Paid Subscription,Value (Adjusted),2003,1,
2475,Limited Tier Paid Subscription,Value (Adjusted),2004,1,
2476,Limited Tier Paid Subscription,Value (Adjusted),2005,1,
2477,Limited Tier Paid Subscription,Value (Adjusted),2006,1,
2478,Limited Tier Paid Subscription,Value (Adjusted),2007,1,
2479,Limited Tier Paid Subscription,Value (Adjusted),2008,1,
2480,Limited Tier Paid Subscription,Value (Adjusted),2009,1,
2481,Limited Tier Paid Subscription,Value (Adjusted),2010,1,
2482,Limited Tier Paid Subscription,Value (Adjusted),2011,1,
2483,Limited Tier Paid Subscription,Value (Adjusted),2012,1,
2484,Limited Tier Paid Subscription,Value (Adjusted),2013,1,
2485,Limited Tier Paid Subscription,Value (Adjusted),2014,1,
2486,Limited Tier Paid Subscription,Value (Adjusted),2015,1,
2487,Limited Tier Paid Subscription,Value (Adjusted),2016,1,280.536691286
2488,Limited Tier Paid Subscription,Value (Adjusted),2017,1,617.032317981
2489,Limited Tier Paid Subscription,Value (Adjusted),2018,1,760.591366006
2490,Limited Tier Paid Subscription,Value (Adjusted),2019,1,829.498739675
2491,Music Video (Physical),Value (Adjusted),1973,1,
2492,Music Video (Physical),Value (Adjusted),1974,1,
2493,Music Video (Physical),Value (Adjusted),1975,1,
2494,Music Video (Physical),Value (Adjusted),1976,1,
2495,Music Video (Physical),Value (Adjusted),1977,1,
2496,Music Video (Physical),Value (Adjusted),1978,1,
2497,Music Video (Physical),Value (Adjusted),1979,1,
2498,Music Video (Physical),Value (Adjusted),1980,1,
2499,Music Video (Physical),Value (Adjusted),1981,1,
2500,Music Video (Physical),Value (Adjusted),1982,1,
2501,Music Video (Physical),Value (Adjusted),1983,1,
2502,Music Video (Physical),Value (Adjusted),1984,1,
2503,Music Video (Physical),Value (Adjusted),1985,1,
2504,Music Video (Physical),Value (Adjusted),1986,1,
2505,Music Video (Physical),Value (Adjusted),1987,1,
2506,Music Video (Physical),Value (Adjusted),1988,1,
2507,Music Video (Physical),Value (Adjusted),1989,1,237.92595
2508,Music Video (Physical),Value (Adjusted),1990,1,337.029082632
2509,Music Video (Physical),Value (Adjusted),1991,1,221.682024229
2510,Music Video (Physical),Value (Adjusted),1992,1,286.816905203
2511,Music Video (Physical),Value (Adjusted),1993,1,377.381578547
2512,Music Video (Physical),Value (Adjusted),1994,1,398.666212551
2513,Music Video (Physical),Value (Adjusted),1995,1,369.561923228
2514,Music Video (Physical),Value (Adjusted),1996,1,384.70756979
2515,Music Video (Physical),Value (Adjusted),1997,1,515.933347664
2516,Music Video (Physical),Value (Adjusted),1998,1,796.7715092019998
2517,Music Video (Physical),Value (Adjusted),1999,1,578.067178271
2518,Music Video (Physical),Value (Adjusted),2000,1,418.523277003
2519,Music Video (Physical),Value (Adjusted),2001,1,475.224643704
2520,Music Video (Physical),Value (Adjusted),2002,1,409.847019455
2521,Music Video (Physical),Value (Adjusted),2003,1,555.637142935
2522,Music Video (Physical),Value (Adjusted),2004,1,821.783644256
2523,Music Video (Physical),Value (Adjusted),2005,1,788.3084761899999
2524,Music Video (Physical),Value (Adjusted),2006,1,572.057900298
2525,Music Video (Physical),Value (Adjusted),2007,1,598.012924747
2526,Music Video (Physical),Value (Adjusted),2008,1,269.902584265
2527,Music Video (Physical),Value (Adjusted),2009,1,249.77373227
