Entity,Code,Year,Number of one-year-olds vaccinated with HepB3,"Number of one-year-olds vaccinated with DTP containing vaccine, 3rd dose","Number of one-year-olds vaccinated with polio, 3rd dose",Population - Sex: all - Age: 0 - Variant: estimates,"Number of one-year-olds vaccinated with measles-containing vaccine, 1st dose",Number of one-year-olds vaccinated with Hib3,"Number of one-year-olds vaccinated with rubella-containing vaccine, 1st dose","Number of one-year-olds vaccinated with rotavirus, last dose",Number of one-year-olds vaccinated with BCG
Serbia,SRB,2021,59855,63295,63295,67829,53663,63295,53663,,67423
Seychelles,SYC,1980,,,,1757,,,,,
Seychelles,SYC,1981,,227,279,1771,506,,506,,1170
Seychelles,SYC,1982,,968,1003,1631,1126,,1126,,1461
Seychelles,SYC,1983,,1572,1589,1554,1589,,1589,,1589
Seychelles,SYC,1984,,1469,1469,1625,1190,,1190,,1469
Seychelles,SYC,1985,,1390,1390,1636,1454,,1454,,1487
Seychelles,SYC,1986,,1530,1530,1633,1547,,1547,,1530
Seychelles,SYC,1987,,1447,1447,1637,1545,,1545,,1528
Seychelles,SYC,1988,,1520,1520,1627,1439,,1439,,1520
Seychelles,SYC,1989,,1549,1549,1624,1421,,1421,,1501
Seychelles,SYC,1990,,1577,1577,1595,1370,,1370,,1561
Seychelles,SYC,1991,,1532,1532,1611,1391,,1391,,1547
Seychelles,SYC,1992,,1514,1514,1608,1451,,1451,,1561
Seychelles,SYC,1993,,1510,1510,1595,1447,,1447,,1557
Seychelles,SYC,1994,,1510,1510,1636,1447,,1447,,1557
Seychelles,SYC,1995,1603,1570,1570,1585,1570,,1570,,1603
Seychelles,SYC,1996,1528,1543,1543,1519,1528,,1528,,1543
Seychelles,SYC,1997,1536,1551,1551,1470,1567,,1567,,1567
Seychelles,SYC,1998,1485,1532,1532,1409,1439,,1439,,1532
Seychelles,SYC,1999,1396,1396,1396,1405,1396,,1396,,1396
Seychelles,SYC,2000,1364,1378,1378,1431,1364,,1364,,1392
Seychelles,SYC,2001,1360,1375,1375,1423,1360,,1360,,1418
Seychelles,SYC,2002,1395,1409,1409,1419,1395,,1395,,1409
Seychelles,SYC,2003,1408,1408,1408,1450,1408,,1408,,1408
Seychelles,SYC,2004,1441,1441,1441,1458,1441,,1441,,1441
Seychelles,SYC,2005,1449,1449,1449,1512,1449,,1449,,1449
Seychelles,SYC,2006,1503,1503,1503,1539,1503,,1503,,1503
Seychelles,SYC,2007,1530,1530,1530,1552,1530,,1530,,1530
Seychelles,SYC,2008,1543,1543,1543,1626,1543,,1543,,1543
Seychelles,SYC,2009,1601,1618,1618,1676,1585,,1585,,1569
Seychelles,SYC,2010,1667,1667,1667,1631,1667,1667,1667,,1667
Seychelles,SYC,2011,1624,1624,1624,1632,1624,1624,1624,,1624
Seychelles,SYC,2012,1608,1608,1608,1710,1608,1608,1608,,1625
Seychelles,SYC,2013,1684,1684,1684,1680,1666,1684,1666,,1701
Seychelles,SYC,2014,1669,1669,1669,1630,1669,1669,1669,,1652
Seychelles,SYC,2015,1585,1585,1585,1646,1601,1585,1601,,1618
Seychelles,SYC,2016,1585,1585,1585,1697,1601,1585,1601,,1634
Seychelles,SYC,2017,1651,1651,1651,1737,1685,1651,1685,136,1685
Seychelles,SYC,2018,1726,1726,1726,1732,1673,1726,1673,1726,1691
Seychelles,SYC,2019,1721,1721,1721,1702,1721,1721,1721,1721,1703
Seychelles,SYC,2020,1656,1656,1656,1670,1656,1656,1656,1673,1690
Seychelles,SYC,2021,1573,1573,1573,1640,1573,1573,1573,1640,1656
Sierra Leone,SLE,1980,,,,136685,,,,,
Sierra Leone,SLE,1981,,,,139270,,,,,
Sierra Leone,SLE,1982,,,,142270,,,,,
Sierra Leone,SLE,1983,,,,145586,,,,,
Sierra Leone,SLE,1984,,,,149091,,,,,
Sierra Leone,SLE,1985,,,,152572,,,,,
Sierra Leone,SLE,1986,,,,156430,,,,,
Sierra Leone,SLE,1987,,,,160838,,,,,
Sierra Leone,SLE,1988,,,,164911,,,,,
Sierra Leone,SLE,1989,,,,168287,,,,,
Sierra Leone,SLE,1990,,,,174523,,,,,
Sierra Leone,SLE,1991,,,,176683,,,,,
Sierra Leone,SLE,1992,,,,173956,,,,,
Sierra Leone,SLE,1993,,,,174275,,,,,
Sierra Leone,SLE,1994,,,,175247,,,,,
Sierra Leone,SLE,1995,,,,175083,,,,,
Sierra Leone,SLE,1996,,,,175883,,,,,
Sierra Leone,SLE,1997,,,,178195,,,,,
Sierra Leone,SLE,1998,,,,179546,,,,,
Sierra Leone,SLE,1999,,70650,100225,180346,101868,,,,119941
Sierra Leone,SLE,2000,,74085,77453,184331,62299,,,,124598
Sierra Leone,SLE,2001,,67699,67699,194595,89078,,,,112238
Sierra Leone,SLE,2002,,99744,101626,204911,116682,,,,143029
Sierra Leone,SLE,2003,,142588,128915,210851,142588,,,,173840
Sierra Leone,SLE,2004,,130100,138106,213429,152117,,,,172132
Sierra Leone,SLE,2005,,131107,135141,215255,143209,,,,171448
Sierra Leone,SLE,2006,,129804,131832,218393,131832,,,,168340
Sierra Leone,SLE,2007,129868,131929,129868,221359,123683,129868,,,169034
Sierra Leone,SLE,2008,161714,161714,157514,224589,153313,161714,,,191116
Sierra Leone,SLE,2009,179733,179733,173314,228213,171174,179733,,,205409
Sierra Leone,SLE,2010,187492,187492,183132,231120,178771,187492,,,211474
Sierra Leone,SLE,2011,196759,196759,194548,233968,185705,196759,,,214445
Sierra Leone,SLE,2012,203956,203956,203956,236746,192749,203956,,,219644
Sierra Leone,SLE,2013,208984,208984,208984,237734,193083,208984,,,224884
Sierra Leone,SLE,2014,189605,189605,189605,237630,182752,189605,,121073,205596
Sierra Leone,SLE,2015,196603,196603,196603,237500,178314,196603,,194317,205747
Sierra Leone,SLE,2016,192338,192338,192338,238666,194628,192338,,217525,210656
Sierra Leone,SLE,2017,207445,207445,207445,241541,184395,207445,,212054,207445
Sierra Leone,SLE,2018,217123,217123,217123,244464,203115,217123,,214789,205450
Sierra Leone,SLE,2019,224735,224735,224735,246899,220004,224735,,217638,203444
Sierra Leone,SLE,2020,217747,217747,215354,248589,208175,217747,208175,215354,172283
Sierra Leone,SLE,2021,221956,221956,217131,249995,209894,221956,209894,180943,178530
Singapore,SGP,1980,,32795,32405,40825,18350,,,,33186
Singapore,SGP,1981,,35284,35689,41460,23117,,,,33661
Singapore,SGP,1982,,34028,34028,41500,31978,,,,35668
Singapore,SGP,1983,,34697,35523,42958,36349,,,,34284
Singapore,SGP,1984,,33018,34734,44797,36449,,,,39879
Singapore,SGP,1985,,34857,36197,45654,33516,,,,41560
Singapore,SGP,1986,,41229,42589,46269,38511,,,,44854
Singapore,SGP,1987,,43860,43404,47553,42947,,,,44774
Singapore,SGP,1988,,41970,41970,48151,40571,,,,46167
Singapore,SGP,1989,,42097,42097,48303,37887,,,,46306
Singapore,SGP,1990,34873,40057,40057,50870,39586,,39586,,46655
Singapore,SGP,1991,38149,45678,45678,55151,46180,,46180,,49694
Singapore,SGP,1992,42200,48152,49775,56422,48152,,48152,,53562
Singapore,SGP,1993,49540,50640,50640,55364,47888,,47888,,53943
Singapore,SGP,1994,50968,51510,50968,54666,51510,,51510,,52594
Singapore,SGP,1995,51848,52928,52928,54848,52388,,52388,,52928
Singapore,SGP,1996,52366,52912,52912,55255,52912,,52912,,53457
Singapore,SGP,1997,53009,53555,53555,54144,53555,,53555,,53555
Singapore,SGP,1998,50917,51448,51448,51480,50917,,50917,,51978
Singapore,SGP,1999,47919,48419,48419,47526,48419,,48419,,49417
Singapore,SGP,2000,44879,45342,45342,46752,44416,,44416,,45804
Singapore,SGP,2001,43954,44416,43954,49738,43954,,43954,,45342
Singapore,SGP,2002,46386,45897,45897,49191,45897,,45897,,47850
Singapore,SGP,2003,45299,45776,45776,45549,44345,,44345,,47206
Singapore,SGP,2004,41422,41863,41863,41905,41863,,41863,,43625
Singapore,SGP,2005,39527,39527,39527,41023,39527,,39527,,40351
Singapore,SGP,2006,39422,39422,39422,43612,39422,,39422,,40667
Singapore,SGP,2007,42255,42696,42696,44955,41815,,41815,,43576
Singapore,SGP,2008,43323,43323,43323,44167,42430,,42430,,44216
Singapore,SGP,2009,41755,42190,42190,42647,41320,,41320,,43060
Singapore,SGP,2010,40558,40558,40558,43014,40136,,40136,,41826
Singapore,SGP,2011,41609,41609,41609,46033,41176,,41176,,42910
Singapore,SGP,2012,44659,44659,44659,47334,43738,,43738,,45580
Singapore,SGP,2013,45133,45133,45133,46167,44203,39550,44203,,46064
Singapore,SGP,2014,43111,43111,43111,44090,42662,38620,42662,,44458
Singapore,SGP,2015,41274,41274,41274,44797,40844,41274,40844,,42564
Singapore,SGP,2016,42576,43020,42576,48592,42132,42576,42132,,43906
Singapore,SGP,2017,46349,46349,46349,50001,45866,46349,45866,,47797
Singapore,SGP,2018,48039,48039,48039,50209,47539,48039,47539,,49040
Singapore,SGP,2019,49160,49160,49160,52843,48648,49160,48648,,50184
Singapore,SGP,2020,51527,51527,51527,48227,50990,51527,50990,,52601
Singapore,SGP,2021,46464,46464,46464,41960,45980,46464,45980,,47432
Sint Maarten (Dutch part),SXM,1980,,,,327,,,,,
Sint Maarten (Dutch part),SXM,1981,,,,334,,,,,
Sint Maarten (Dutch part),SXM,1982,,,,355,,,,,
Sint Maarten (Dutch part),SXM,1983,,,,388,,,,,
Sint Maarten (Dutch part),SXM,1984,,,,420,,,,,
Sint Maarten (Dutch part),SXM,1985,,,,456,,,,,
Sint Maarten (Dutch part),SXM,1986,,,,496,,,,,
Sint Maarten (Dutch part),SXM,1987,,,,542,,,,,
Sint Maarten (Dutch part),SXM,1988,,,,594,,,,,
Sint Maarten (Dutch part),SXM,1989,,,,654,,,,,
Sint Maarten (Dutch part),SXM,1990,,,,722,,,,,
Sint Maarten (Dutch part),SXM,1991,,,,797,,,,,
Sint Maarten (Dutch part),SXM,1992,,,,811,,,,,
Sint Maarten (Dutch part),SXM,1993,,,,728,,,,,
Sint Maarten (Dutch part),SXM,1994,,,,648,,,,,
Sint Maarten (Dutch part),SXM,1995,,,,609,,,,,
Sint Maarten (Dutch part),SXM,1996,,,,579,,,,,
Sint Maarten (Dutch part),SXM,1997,,,,557,,,,,
Sint Maarten (Dutch part),SXM,1998,,,,543,,,,,
Sint Maarten (Dutch part),SXM,1999,,,,540,,,,,
Sint Maarten (Dutch part),SXM,2000,,,,549,,,,,
Sint Maarten (Dutch part),SXM,2001,,,,538,,,,,
Sint Maarten (Dutch part),SXM,2002,,,,497,,,,,
Sint Maarten (Dutch part),SXM,2003,,,,478,,,,,
Sint Maarten (Dutch part),SXM,2004,,,,483,,,,,
Sint Maarten (Dutch part),SXM,2005,,,,489,,,,,
Sint Maarten (Dutch part),SXM,2006,,,,491,,,,,
Sint Maarten (Dutch part),SXM,2007,,,,488,,,,,
Sint Maarten (Dutch part),SXM,2008,,,,490,,,,,
Sint Maarten (Dutch part),SXM,2009,,,,485,,,,,
Sint Maarten (Dutch part),SXM,2010,,,,449,,,,,
Sint Maarten (Dutch part),SXM,2011,,,,450,,,,,
Sint Maarten (Dutch part),SXM,2012,,,,467,,,,,
Sint Maarten (Dutch part),SXM,2013,,,,323,,,,,
Sint Maarten (Dutch part),SXM,2014,,,,192,,,,,
Sint Maarten (Dutch part),SXM,2015,,,,194,,,,,
Sint Maarten (Dutch part),SXM,2016,,,,200,,,,,
Sint Maarten (Dutch part),SXM,2017,,,,215,,,,,
Sint Maarten (Dutch part),SXM,2018,,,,245,,,,,
Sint Maarten (Dutch part),SXM,2019,,,,276,,,,,
Sint Maarten (Dutch part),SXM,2020,,,,298,,,,,
Sint Maarten (Dutch part),SXM,2021,,,,320,,,,,
Slovakia,SVK,1980,,,,95576,,,,,
Slovakia,SVK,1981,,,,92325,,,,,
Slovakia,SVK,1982,,,,91365,,,,,
Slovakia,SVK,1983,,,,90811,,,,,
Slovakia,SVK,1984,,,,89977,,,,,
Slovakia,SVK,1985,,,,89083,,,,,
Slovakia,SVK,1986,,,,87300,,,,,
Slovakia,SVK,1987,,,,84299,,,,,
Slovakia,SVK,1988,,,,82379,,,,,
Slovakia,SVK,1989,,,,80326,,,,,
Slovakia,SVK,1990,,,,78099,,,,,
Slovakia,SVK,1991,,,,77603,,,,,
Slovakia,SVK,1992,,,,75737,,,,,
Slovakia,SVK,1993,,,,73178,,,,,
Slovakia,SVK,1994,,72336,71606,69141,70875,,70875,,71606
Slovakia,SVK,1995,,68358,67667,63297,68358,,68358,,63524
Slovakia,SVK,1996,,62624,61992,60245,62624,1898,62624,,60727
Slovakia,SVK,1997,,59646,59043,59098,59646,18074,59646,,57236
Slovakia,SVK,1998,,58378,57789,57788,58378,21228,58378,,54840
Slovakia,SVK,1999,,56899,56899,56404,56899,27013,56899,,55175
Slovakia,SVK,2000,55040,55601,55040,54871,55040,33136,55040,,52793
Slovakia,SVK,2001,54286,54286,54286,52419,54286,38384,54286,,50996
Slovakia,SVK,2002,51930,51930,51406,50712,51930,48259,51930,,51406
Slovakia,SVK,2003,50196,50196,49689,50968,50196,50196,50196,,49689
Slovakia,SVK,2004,50442,50442,50442,52435,50442,50442,50442,,49933
Slovakia,SVK,2005,51916,51916,51916,53809,51391,51916,51391,,51391
Slovakia,SVK,2006,53289,53289,53289,53897,52750,53289,52750,,52750
Slovakia,SVK,2007,53383,53383,53383,53916,53383,53383,53383,,52844
Slovakia,SVK,2008,53405,53405,53405,55639,53405,53405,53405,,52865
Slovakia,SVK,2009,55070,55070,55070,58901,55070,55070,55070,,53957
Slovakia,SVK,2010,58034,58034,58034,60023,57448,58034,57448,,57448
Slovakia,SVK,2011,58363,58363,58363,59974,57774,58363,57774,,57184
Slovakia,SVK,2012,58815,58815,58815,58219,58815,58815,58815,,53468
Slovakia,SVK,2013,57571,57571,57571,55501,57571,57571,57571,,
Slovakia,SVK,2014,54386,54386,54386,55344,54386,54386,54386,,
Slovakia,SVK,2015,53697,53697,53697,55832,53137,53697,53137,,
Slovakia,SVK,2016,54301,54301,54301,57232,53736,54301,53736,,
Slovakia,SVK,2017,55727,55727,55727,58543,55727,55727,55727,,
Slovakia,SVK,2018,56934,56934,56934,58621,56934,56934,56934,,
Slovakia,SVK,2019,57600,57600,57600,58179,57006,57600,57006,,
Slovakia,SVK,2020,56794,56794,56794,56705,56208,56794,56208,,
Slovakia,SVK,2021,54976,54976,54976,54840,53842,54976,53842,,
Slovenia,SVN,1980,,,,30614,,,,,
Slovenia,SVN,1981,,,,30117,,,,,
Slovenia,SVN,1982,,,,29340,,,,,
Slovenia,SVN,1983,,,,28342,,,,,
Slovenia,SVN,1984,,,,27466,,,,,
Slovenia,SVN,1985,,,,26607,,,,,
Slovenia,SVN,1986,,,,25836,,,,,
Slovenia,SVN,1987,,,,25561,,,,,
Slovenia,SVN,1988,,,,25259,,,,,
Slovenia,SVN,1989,,,,24246,,,,,
Slovenia,SVN,1990,,,,22994,,,,,
Slovenia,SVN,1991,,,,22092,,,,,
Slovenia,SVN,1992,,21537,21537,21458,19779,,19779,,20439
Slovenia,SVN,1993,,20882,20882,20895,19177,,19177,,21095
Slovenia,SVN,1994,,20312,20312,20409,18862,,18862,,20520
Slovenia,SVN,1995,,19841,19841,19909,18829,,18829,,20044
Slovenia,SVN,1996,,19352,19352,19491,18365,,18365,,19352
Slovenia,SVN,1997,,18186,17799,19087,15865,,15865,,18767
Slovenia,SVN,1998,,17253,17063,18608,17632,,17632,,18580
Slovenia,SVN,1999,,16999,17184,18207,18107,,18107,,17738
Slovenia,SVN,2000,,16457,16819,18134,17181,,17181,,17723
Slovenia,SVN,2001,,16609,16789,17976,16970,16789,16970,,17692
Slovenia,SVN,2002,,16697,16697,17657,16697,16697,16697,,17415
Slovenia,SVN,2003,,16805,16805,17814,16628,16805,16628,,17158
Slovenia,SVN,2004,,16742,16742,18340,16742,16742,16742,,17099
Slovenia,SVN,2005,,17370,17370,18852,17187,17370,17187,,
Slovenia,SVN,2006,,18218,18218,19445,18030,18218,18030,,
Slovenia,SVN,2007,,18797,18797,20247,18603,18797,18603,,
Slovenia,SVN,2008,,19616,19616,21476,19414,19616,19414,,
Slovenia,SVN,2009,,20679,20679,22293,20464,20679,20464,,
Slovenia,SVN,2010,,21480,21480,22543,21256,21480,21256,,
Slovenia,SVN,2011,,21667,21667,22665,21667,21667,21667,,
Slovenia,SVN,2012,,21756,21756,22454,21529,21756,21529,,
Slovenia,SVN,2013,,21328,21328,22001,21104,21328,21104,,
Slovenia,SVN,2014,,20853,20853,21562,20634,20853,20634,,
Slovenia,SVN,2015,,20434,20434,21410,20219,20434,20219,,
Slovenia,SVN,2016,,20114,20114,21177,19686,20114,19686,,
Slovenia,SVN,2017,,19874,19874,20898,19663,19874,19663,,
Slovenia,SVN,2018,,19432,19432,20594,19432,19432,19432,,
Slovenia,SVN,2019,,19569,19569,20198,19363,19569,19363,,
Slovenia,SVN,2020,,19174,19174,19685,18972,19174,18972,,
Slovenia,SVN,2021,16942,16942,16942,19288,18715,16942,18715,,
Small island developing states (SIDS),,1980,,,,1127218,,,,,
Small island developing states (SIDS),,1981,,,,1135788,,,,,
Small island developing states (SIDS),,1982,,,,1155687,,,,,
Small island developing states (SIDS),,1983,,,,1182383,,,,,
Small island developing states (SIDS),,1984,,,,1200178,,,,,
Small island developing states (SIDS),,1985,,,,1214411,,,,,
Small island developing states (SIDS),,1986,,,,1228419,,,,,
Small island developing states (SIDS),,1987,,,,1245398,,,,,
Small island developing states (SIDS),,1988,,,,1264233,,,,,
Small island developing states (SIDS),,1989,,,,1279591,,,,,
Small island developing states (SIDS),,1990,,,,1290316,,,,,
Small island developing states (SIDS),,1991,,,,1291581,,,,,
Small island developing states (SIDS),,1992,,,,1285892,,,,,
Small island developing states (SIDS),,1993,,,,1280917,,,,,
Small island developing states (SIDS),,1994,,,,1276429,,,,,
Small island developing states (SIDS),,1995,,,,1273516,,,,,
Small island developing states (SIDS),,1996,,,,1270909,,,,,
Small island developing states (SIDS),,1997,,,,1268831,,,,,
Small island developing states (SIDS),,1998,,,,1266285,,,,,
Small island developing states (SIDS),,1999,,,,1265209,,,,,
Small island developing states (SIDS),,2000,,,,1268945,,,,,
Small island developing states (SIDS),,2001,,,,1270678,,,,,
Small island developing states (SIDS),,2002,,,,1266252,,,,,
Small island developing states (SIDS),,2003,,,,1260870,,,,,
Small island developing states (SIDS),,2004,,,,1257125,,,,,
Small island developing states (SIDS),,2005,,,,1255682,,,,,
Small island developing states (SIDS),,2006,,,,1257155,,,,,
Small island developing states (SIDS),,2007,,,,1258486,,,,,
Small island developing states (SIDS),,2008,,,,1263246,,,,,
Small island developing states (SIDS),,2009,,,,1272109,,,,,
Small island developing states (SIDS),,2010,,,,1279671,,,,,
Small island developing states (SIDS),,2011,,,,1289259,,,,,
Small island developing states (SIDS),,2012,,,,1292555,,,,,
Small island developing states (SIDS),,2013,,,,1287108,,,,,
Small island developing states (SIDS),,2014,,,,1282811,,,,,
Small island developing states (SIDS),,2015,,,,1283406,,,,,
Small island developing states (SIDS),,2016,,,,1282075,,,,,
Small island developing states (SIDS),,2017,,,,1274354,,,,,
Small island developing states (SIDS),,2018,,,,1269368,,,,,
Small island developing states (SIDS),,2019,,,,1267403,,,,,
Small island developing states (SIDS),,2020,,,,1255466,,,,,
Small island developing states (SIDS),,2021,,,,1240633,,,,,
Solomon Islands,SLB,1980,,4040,3777,9102,,,,,5709
Solomon Islands,SLB,1981,,3165,3075,9361,,,,,3888
Solomon Islands,SLB,1982,,2140,2047,9623,,,,,3350
Solomon Islands,SLB,1983,,2584,2584,9900,,,,,3732
Solomon Islands,SLB,1984,,4432,4039,10188,,,,,6008
Solomon Islands,SLB,1985,,3853,3650,10487,,,,,5070
Solomon Islands,SLB,1986,,4381,4277,10791,3234,,,,4903
Solomon Islands,SLB,1987,,7073,4394,11073,6215,,,,7073
Solomon Islands,SLB,1988,,7576,6917,11346,7576,,,,8673
Solomon Islands,SLB,1989,,7530,7418,11621,10340,,,,9216
Solomon Islands,SLB,1990,,8863,8633,11887,8058,,,,10015
Solomon Islands,SLB,1991,,8948,8713,12149,8948,,,,9772
Solomon Islands,SLB,1992,,8542,8783,12422,8422,,,,9023
Solomon Islands,SLB,1993,6518,7994,8732,12737,7871,,,,8117
Solomon Islands,SLB,1994,8195,8573,8195,13097,7564,,,,9581
Solomon Islands,SLB,1995,8814,8944,8944,13464,8814,,,,9981
Solomon Islands,SLB,1996,12925,9594,13058,13757,11992,,,,12792
Solomon Islands,SLB,1997,9937,9801,9528,13960,9256,,,,9937
Solomon Islands,SLB,1998,10357,9666,9804,14197,9114,,,,10219
Solomon Islands,SLB,1999,11079,12341,12341,14482,13884,,,,13884
Solomon Islands,SLB,2000,11606,12323,12610,14738,13039,,,,14186
Solomon Islands,SLB,2001,12135,12281,12866,14979,12135,,,,13743
Solomon Islands,SLB,2002,11140,11586,11586,15207,11586,,,,12923
Solomon Islands,SLB,2003,11912,12666,12666,15434,12365,,,,14023
Solomon Islands,SLB,2004,12396,13774,13621,15667,13314,,,,15151
Solomon Islands,SLB,2005,12895,13827,13982,15906,13516,,,,14915
Solomon Islands,SLB,2006,15616,15616,15616,16247,15616,,,,15616
Solomon Islands,SLB,2007,14500,14178,14339,16604,14500,,,,15789
Solomon Islands,SLB,2008,14657,13998,14492,16899,11692,14657,,,15151
Solomon Islands,SLB,2009,15258,14420,15090,17220,11569,14587,,,15426
Solomon Islands,SLB,2010,14876,14192,14363,17620,12653,14876,,,15560
Solomon Islands,SLB,2011,16111,15936,16987,18073,13484,16111,,,16461
Solomon Islands,SLB,2012,16536,16536,15817,18526,15637,16536,,,15278
Solomon Islands,SLB,2013,15298,15298,15666,18993,14008,15298,14008,,15113
Solomon Islands,SLB,2014,14549,14549,14738,19442,14360,14549,14360,,15305
Solomon Islands,SLB,2015,16831,16831,16444,19753,14510,16831,14510,,15283
Solomon Islands,SLB,2016,18480,18480,17497,19933,16121,18480,16121,,15728
Solomon Islands,SLB,2017,16470,16470,15874,20068,16668,16470,16668,,15478
Solomon Islands,SLB,2018,16983,16983,16983,20197,18581,16983,18581,,16583
Solomon Islands,SLB,2019,18903,18903,18702,20370,16289,18903,16289,,15485
Solomon Islands,SLB,2020,19078,19078,18672,20526,16440,19078,16440,8321,16643
Solomon Islands,SLB,2021,17804,17804,17190,20689,13711,17804,13711,15348,16985
Somalia,SOM,1980,,,18258,252227,20541,,,,13694
Somalia,SOM,1981,,4636,4636,256133,6953,,,,6953
Somalia,SOM,1982,,11722,11722,258915.98,9377,,,,18755
Somalia,SOM,1983,,12195,12195,268764,14634,,,,17073
Somalia,SOM,1984,,25450,27995,280180,40719,,,,43264
Somalia,SOM,1985,,58615,58615,293203,93251,,,,79929
Somalia,SOM,1986,,47440,47440,306862,69765,,,,78137
Somalia,SOM,1987,,72624,72624,319017,81339,,,,95864
Somalia,SOM,1988,,75858,75858,319757,96281,,,,113786
Somalia,SOM,1989,,51781,51781,315129,86301,,,,89178
Somalia,SOM,1990,,54626,51751,313986,86252,,,,89127
Somalia,SOM,1991,,53079,47771,289806,79619,,,,82273
Somalia,SOM,1992,,48637,46321,267680,74113,,,,85693
Somalia,SOM,1993,,53273,50852,292330,79910,,,,101704
Somalia,SOM,1994,,64586,64586,320112,98284,,,,134789
Somalia,SOM,1995,,66891,66891,331197,103378,,,,139864
Somalia,SOM,1996,,66069,66069,342707,103823,,,,135285
Somalia,SOM,1997,,61720,61720,355228,81211,,,,120192
Somalia,SOM,1998,,111834,118612,370373,108445,,,,183002
Somalia,SOM,1999,,127192,141324,384584,134258,,,,250851
Somalia,SOM,2000,,121030,135701,398898,88022,,,,253064
Somalia,SOM,2001,,125547,125547,413483,76089,,,,266312
Somalia,SOM,2002,,157377,157377,428118,177049,,,,236065
Somalia,SOM,2003,,162861,162861,442684,162861,,,,264649
Somalia,SOM,2004,,126314,126314,456897,168418,,,,210523
Somalia,SOM,2005,,151810,151810,470476,151810,,,,216871
Somalia,SOM,2006,,115687,115687,482418,155732,,,,177980
Somalia,SOM,2007,,182686,182686,494928,159851,,,,173552
Somalia,SOM,2008,,145200,187355,507296,159252,,,,168619
Somalia,SOM,2009,,201078,196290,517789,205865,,,,138839
Somalia,SOM,2010,,219877,239422,527789,224763,,,,200333
Somalia,SOM,2011,,202207,241662,533729,226866,,,,192343
Somalia,SOM,2012,,210795,235890,542621,230871,,,,185700
Somalia,SOM,2013,218348,218348,244342,558913,239143,218348,,,192354
Somalia,SOM,2014,225894,225894,252786,576167,247407,225894,,,199002
Somalia,SOM,2015,232987,232987,260723,593184,255176,232987,,,205250
Somalia,SOM,2016,241256,241256,269977,612713,264233,241256,,,212535
Somalia,SOM,2017,250015,250015,279778,630872,273826,250015,,,220251
Somalia,SOM,2018,257129,257129,287740,646620,281618,257129,,,226519
Somalia,SOM,2019,264075,264075,295512,664788,289225,264075,,,232637
Somalia,SOM,2020,271459,271459,303776,681262,297312,271459,,,239142
Somalia,SOM,2021,278017,278017,311115,696080,304495,278017,,,244920
South Africa,ZAF,1980,,,,952227,,,,,
South Africa,ZAF,1981,,,,969045,,,,,
South Africa,ZAF,1982,,,,997008,,,,,
South Africa,ZAF,1983,,730501,789731,1035925.06,730501,,,,700886
South Africa,ZAF,1984,,772740,783043,1079614,721224,,,,690314
South Africa,ZAF,1985,,809632,831222,1130407,755656,,,,755656
South Africa,ZAF,1986,,790273,790273,1187158,722535,,,,688666
South Africa,ZAF,1987,,850270,885698,1236322,885698,,,,755796
South Africa,ZAF,1988,,862226,862226,1252965,837591,,,,677464
South Africa,ZAF,1989,,887625,912628,1244091,1050148,,,,912628
South Africa,ZAF,1990,,893450,943086,1215153,980313,,,,707315
South Africa,ZAF,1991,,976707,988765,1190703,1024939,,,,759661
South Africa,ZAF,1992,,930649,930649,1172130,1001331,,,,777504
South Africa,ZAF,1993,,940796,940796,1150052,987255,,,,1103403
South Africa,ZAF,1994,,831750,831750,1136328,865931,,,,1082414
South Africa,ZAF,1995,,810344,810344,1125862,855363,,,,1069204
South Africa,ZAF,1996,,813694,813694,1103793,847134,,,,1058918
South Africa,ZAF,1997,805200,826962,783438,1050611,892249,,,,1055465
South Africa,ZAF,1998,763016,773327,742393,1002936,814571,,,,969236
South Africa,ZAF,1999,717314,727140,697662,982876,736966,,,,904012
South Africa,ZAF,2000,702102,702102,682866,955191,692484,702102,,,855987
South Africa,ZAF,2001,673884,664524,664524,930990,645806,664524,,,804917
South Africa,ZAF,2002,658817,640516,640516,921976,594765,640516,,,768619
South Africa,ZAF,2003,644356,626205,635280,930360,562677,626205,,,735110
South Africa,ZAF,2004,696143,677824,668664,967735,577066,686984,,,714463
South Africa,ZAF,2005,752454,771504,714356,1011185,609583,781029,,,723880
South Africa,ZAF,2006,826174,836128,786358,1049657,686819,836128,,,786358
South Africa,ZAF,2007,858656,879346,817275,1078235,703477,869001,,,817275
South Africa,ZAF,2008,808547,872379,819185,1131079,776630,851102,,,893657
South Africa,ZAF,2009,827643,905933,838827,1147757,861196,861196,,190134,917118
South Africa,ZAF,2010,808052,876338,819433,1120349,819433,819433,,682861,921862
South Africa,ZAF,2011,846709,835568,791005,1129399,857850,791005,,746441,935836
South Africa,ZAF,2012,787362,798610,776114,1149530,888594,776114,,832354,967331
South Africa,ZAF,2013,835460,927017,904128,1161711,892683,904128,,881239,1007130
South Africa,ZAF,2014,982740,982740,982740,1170668,971179,982740,,982740,1075233
South Africa,ZAF,2015,992085,992085,992085,1169598,1003757,992085,,992085,968742
South Africa,ZAF,2016,987272,987272,987272,1138704,975657,987272,,964042,917582
South Africa,ZAF,2017,947990,947990,947990,1130441,914133,947990,,914133,846419
South Africa,ZAF,2018,922720,922720,922720,1165418,911467,922720,,900214,787688
