Entity,Code,Year,Indicator:Number of cases of yaws reported,Total (estimated) polio cases,Reported cases of guinea worm disease in humans,"Number of new cases of rabies, in both sexes aged all ages","Number of new cases of malaria, in both sexes aged all ages","Number of new cases of hiv/aids, in both sexes aged all ages","Number of new cases of tuberculosis, in both sexes aged all ages",Number of reported smallpox cases,Reported cholera cases
Sierra Leone,SLE,2020,,20,0,,,,,,
Sierra Leone,SLE,1996,,,0,25.977919,1803563.2,3869.5466,9818.349,,
Sierra Leone,SLE,2021,,,0,,,,,,
Sierra Leone,SLE,2022,,,0,,,,,,
Sierra Leone,SLE,1970,,,,,,,,,293
Sierra Leone,SLE,1971,,,,,,,,,211
Sierra Leone,SLE,1977,,,,,,,,,12
Singapore,SGP,1980,,7,0,,,,,,18
Singapore,SGP,1981,,0,0,,,,,,34
Singapore,SGP,1982,,7,0,,,,,,31
Singapore,SGP,1983,,14,0,,,,,,14
Singapore,SGP,1984,,14,0,,,,,,40
Singapore,SGP,1985,,0,0,,,,,,27
Singapore,SGP,1987,,0,0,,,,,,63
Singapore,SGP,1988,,0,0,,,,,,19
Singapore,SGP,1989,,0,0,,,,,,39
Singapore,SGP,1990,,0,0,,,,,,26
Singapore,SGP,1991,,0,0,,,,,,34
Singapore,SGP,1992,,0,0,,,,,,17
Singapore,SGP,1993,,0,0,,,,,,24
Singapore,SGP,1994,,0,0,,,,,,41
Singapore,SGP,1995,,0,0,,,,,,14
Singapore,SGP,1996,,0,0,,,,,,19
Singapore,SGP,1997,,0,0,,,,,,19
Singapore,SGP,1998,,0,0,,,,,,31
Singapore,SGP,1999,,0,0,,,,,,11
Singapore,SGP,2000,,0,0,,,,,,10
Singapore,SGP,2001,,0,0,,,,,,8
Singapore,SGP,2002,,0,0,,,,,,2
Singapore,SGP,2003,,0,0,,,,,,1
Singapore,SGP,2004,,0,0,,,,,,11
Singapore,SGP,2005,,0,0,,,,,,
Singapore,SGP,2006,,0,0,,,,,,
Singapore,SGP,2007,,0,0,,,,,,
Singapore,SGP,2008,,0,0,,,,,,
Singapore,SGP,2009,,0,0,,,,,,
Singapore,SGP,2010,,0,0,,,,,,
Singapore,SGP,2011,,0,0,,,,,,2
Singapore,SGP,2012,,0,0,,,,,,2
Singapore,SGP,2013,,0,0,,,,,,2
Singapore,SGP,2014,,0,0,,,,,,2
Singapore,SGP,2015,,0,0,,,,,,
Singapore,SGP,2016,,0,0,,,,,,
Singapore,SGP,2017,,0,0,,,,,,3
Singapore,SGP,2018,,0,0,,,,,,2
Singapore,SGP,2019,,0,0,,,,,,2
Singapore,SGP,2020,,0,0,,,,,,
Singapore,SGP,1986,,,0,,,,,,27
Singapore,SGP,2021,,,0,,,,,,
Singapore,SGP,2022,,,0,,,,,,
Singapore,SGP,1953,,,,,,,,,0
Singapore,SGP,1963,,,,,,,,,27
Singapore,SGP,1964,,,,,,,,,24
Singapore,SGP,1968,,,,,,,,,6
Singapore,SGP,1969,,,,,,,,,11
Singapore,SGP,1972,,,,,,,,,114
Singapore,SGP,1973,,,,,,,,,1
Singapore,SGP,1974,,,,,,,,,8
Singapore,SGP,1975,,,,,,,,,10
Singapore,SGP,1977,,,,,,,,,11
Singapore,SGP,1978,,,,,,,,,83
Singapore,SGP,1979,,,,,,,,,10
Slovakia,SVK,1991,,0,0,0.022268878,0,7.6991043,599.0523,,
Slovakia,SVK,1992,,0,0,0.022301147,0,9.667086,577.754,,
Slovakia,SVK,1993,,0,0,0.022377925,0,8.30431,558.81854,,
Slovakia,SVK,1994,,0,0,0.02259083,0,9.597811,543.1021,,
Slovakia,SVK,1995,,0,0,0.022944193,0,11.049709,530.8645,,
Slovakia,SVK,1996,,0,0,0.023468012,0,10.507025,521.3038,,
Slovakia,SVK,1997,,0,0,0.024137374,0,12.111197,513.17957,,
Slovakia,SVK,1998,,0,0,0.024750372,0,11.740079,505.90182,,
Slovakia,SVK,1999,,0,0,0.025247116,0,11.664947,499.3617,,
Slovakia,SVK,2000,,0,0,0.025458816,0,11.590404,492.9481,,
Slovakia,SVK,2001,,0,0,0.025163192,0,11.759429,486.42474,,
Slovakia,SVK,2002,,0,0,0.024598477,0,12.317182,480.17743,,
Slovakia,SVK,2003,,0,0,0.023994533,0,10.899666,473.88937,,
Slovakia,SVK,2004,,0,0,0.023594666,0,12.961248,467.2496,,
Slovakia,SVK,2005,,0,0,0.023430469,0,17.100637,459.57703,,
Slovakia,SVK,2006,,0,0,0.023271976,0,20.219213,448.9201,,
Slovakia,SVK,2007,,0,0,0.023081519,0,23.024199,434.76572,,
Slovakia,SVK,2008,,0,0,0.022934098,0,24.246597,418.55392,,
Slovakia,SVK,2009,,0,0,0.022968464,0,23.285744,401.9127,,
Slovakia,SVK,2010,,0,0,0.023179436,0,22.753345,386.43057,,
Slovakia,SVK,2011,,0,0,0.023353407,0,22.31972,371.29193,,
Slovakia,SVK,2012,,0,0,0.023423871,0,21.273458,355.33774,,
Slovakia,SVK,2013,,0,0,0.023484549,0,20.870533,339.68674,,
Slovakia,SVK,2014,,0,0,0.023706852,0,21.228067,325.41025,,
Slovakia,SVK,2015,,0,0,0.024093643,0,20.922241,313.60797,,
Slovakia,SVK,2016,,0,0,0.024325104,0,20.459038,302.45758,,
Slovakia,SVK,2017,,0,0,0.02462213,0,20.063204,295.41614,,
Slovakia,SVK,2018,,0,0,0.02543533,0,19.728006,293.0207,,
Slovakia,SVK,2019,,0,0,0.026524346,0,19.54894,291.82965,,
Slovakia,SVK,2020,,0,0,,,,,,
Slovakia,SVK,1980,,,0,,,,,,
Slovakia,SVK,1981,,,0,,,,,,
Slovakia,SVK,1982,,,0,,,,,,
Slovakia,SVK,1983,,,0,,,,,,
Slovakia,SVK,1984,,,0,,,,,,
Slovakia,SVK,1985,,,0,,,,,,
Slovakia,SVK,1986,,,0,,,,,,
Slovakia,SVK,1987,,,0,,,,,,
Slovakia,SVK,1988,,,0,,,,,,
Slovakia,SVK,1989,,,0,,,,,,
Slovakia,SVK,1990,,,0,0.02220254,0,9.657147,621.9392,,
Slovakia,SVK,2021,,,0,,,,,,
Slovakia,SVK,2022,,,0,,,,,,
Slovenia,SVN,1991,,0,0,0.007991539,0,8.252723,316.31494,,
Slovenia,SVN,1992,,0,0,0.008314002,0,10.864439,320.42023,,
Slovenia,SVN,1993,,0,0,0.008602574,0,11.475554,322.7131,,
Slovenia,SVN,1994,,0,0,0.008896147,0,13.322078,323.4447,,
Slovenia,SVN,1995,,0,0,0.009260313,0,13.890223,322.8719,,
Slovenia,SVN,1996,,0,0,0.010032163,0,14.376645,318.2921,,
Slovenia,SVN,1997,,0,0,0.011213966,0,14.8612795,308.47137,,
Slovenia,SVN,1998,,0,0,0.012570001,0,12.165445,295.71973,,
Slovenia,SVN,1999,,0,0,0.013720728,0,10.50501,282.41443,,
Slovenia,SVN,2000,,0,0,0.014406895,0,9.29301,271.11484,,
Slovenia,SVN,2001,,0,0,0.014122526,0,7.690503,259.08658,,
Slovenia,SVN,2002,,0,0,0.013456409,0,6.6442866,244.19563,,
Slovenia,SVN,2003,,0,0,0.012628607,0,5.827612,228.82372,,
Slovenia,SVN,2004,,0,0,0.012053699,0,6.9860487,215.44737,,
Slovenia,SVN,2005,,0,0,0.012129788,0,8.308318,206.63052,,
Slovenia,SVN,2006,,0,0,0.012640062,0,9.991009,201.14308,,
Slovenia,SVN,2007,,0,0,0.013125677,0,11.108117,195.92412,,0
Slovenia,SVN,2008,,0,0,0.013635774,0,12.186372,190.87703,,
Slovenia,SVN,2009,,0,0,0.014033422,0,13.623951,185.77779,,
Slovenia,SVN,2010,,0,0,0.01437466,0,16.03512,180.29858,,
Slovenia,SVN,2011,,0,0,0.014206611,0,18.25595,172.13322,,
Slovenia,SVN,2012,,0,0,0.01367913,0,19.072317,160.77107,,
Slovenia,SVN,2013,,0,0,0.013141747,0,17.655632,148.58113,,
Slovenia,SVN,2014,,0,0,0.012855999,0,16.605747,138.02386,,
Slovenia,SVN,2015,,0,0,0.01316038,0,15.554129,131.46141,,
Slovenia,SVN,2016,,0,0,0.013817953,0,15.140656,128.20947,,
Slovenia,SVN,2017,,0,0,0.014605916,0,14.613007,126.26171,,
Slovenia,SVN,2018,,0,0,0.015221461,0,14.130844,125.16084,,
Slovenia,SVN,2019,,0,0,0.0156165995,0,14.017265,124.47072,,
Slovenia,SVN,2020,,0,0,,,,,,
Slovenia,SVN,1980,,,0,,,,,,
Slovenia,SVN,1981,,,0,,,,,,
Slovenia,SVN,1982,,,0,,,,,,
Slovenia,SVN,1983,,,0,,,,,,
Slovenia,SVN,1984,,,0,,,,,,
Slovenia,SVN,1985,,,0,,,,,,
Slovenia,SVN,1986,,,0,,,,,,
Slovenia,SVN,1987,,,0,,,,,,
Slovenia,SVN,1988,,,0,,,,,,
Slovenia,SVN,1989,,,0,,,,,,
Slovenia,SVN,1990,,,0,0.0076088337,0,7.934784,310.08673,,
Slovenia,SVN,2021,,,0,,,,,,
Slovenia,SVN,2022,,,0,,,,,,
Solomon Islands,SLB,2010,20635,0,0,0.06581603,89748.2,52.133617,211.92691,,
Solomon Islands,SLB,2012,12372,,0,0.06664653,73190.945,64.5822,218.10558,,
Solomon Islands,SLB,2013,14909,,0,0.06711568,58903.227,66.20021,220.59843,,
Solomon Islands,SLB,2014,13312,,0,0.06753093,46873.195,75.96392,223.31377,,
Solomon Islands,SLB,2015,9736,,0,0.06781841,42210.625,82.46263,226.79013,,
Solomon Islands,SLB,2016,18082,,0,0.06726206,61649.438,95.242805,232.8019,,
Solomon Islands,SLB,1980,,0,0,,,,,,
Solomon Islands,SLB,1981,,0,0,,,,,,
Solomon Islands,SLB,1982,,0,0,,,,,,
Solomon Islands,SLB,1983,,0,0,,,,,,
Solomon Islands,SLB,1984,,0,0,,,,,,
Solomon Islands,SLB,1985,,0,0,,,,,,
Solomon Islands,SLB,1986,,0,0,,,,,,
Solomon Islands,SLB,1987,,0,0,,,,,,
Solomon Islands,SLB,1988,,0,0,,,,,,
Solomon Islands,SLB,1989,,0,0,,,,,,
Solomon Islands,SLB,1990,,0,0,0.0415604,73019.266,18.324022,133.51004,,
Solomon Islands,SLB,1991,,0,0,0.04240358,75339.39,16.746431,136.35193,,
Solomon Islands,SLB,1992,,0,0,0.0433128,77387.58,16.87375,139.20935,,
Solomon Islands,SLB,1993,,0,0,0.044359047,79199.195,19.90691,142.12074,,
Solomon Islands,SLB,1994,,0,0,0.04559668,80810.79,22.90016,145.10756,,
Solomon Islands,SLB,1995,,0,0,0.047090095,82270.77,23.422316,148.19768,,
Solomon Islands,SLB,1996,,0,0,0.048765343,82269.33,22.0048,151.20299,,
Solomon Islands,SLB,1997,,0,0,0.050519425,80094.336,20.963337,154.02092,,
Solomon Islands,SLB,1998,,0,0,0.052327145,76760.57,20.943428,156.90352,,
Solomon Islands,SLB,1999,,0,0,0.05418176,73391.72,21.685871,160.13678,,
Solomon Islands,SLB,2000,,0,0,0.056102857,71218.875,23.14957,164.02032,,
Solomon Islands,SLB,2001,,0,0,0.058239527,70061.06,24.97098,169.0084,,
Solomon Islands,SLB,2002,,0,0,0.060821693,68960,27.173937,174.92532,,
Solomon Islands,SLB,2003,,0,0,0.06352198,68062.63,29.5983,181.22609,,
Solomon Islands,SLB,2004,,0,0,0.06601568,67527.15,32.76374,187.30127,,
Solomon Islands,SLB,2005,,0,0,0.06794867,67523.76,36.93609,192.47334,,
Solomon Islands,SLB,2006,,0,0,0.06867248,69925.45,40.5045,196.767,,
Solomon Islands,SLB,2007,,0,0,0.0682087,75304.8,43.516136,200.70769,,
Solomon Islands,SLB,2008,,0,0,0.06714559,81781.77,48.03602,204.44574,,
Solomon Islands,SLB,2009,,,0,0.066121876,87325.17,52.57577,208.13435,,
Solomon Islands,SLB,2011,,,0,0.066179,84955.695,56.196724,215.36038,,
Solomon Islands,SLB,2017,,,0,0.06673758,82028.09,97.400085,239.38004,,
Solomon Islands,SLB,2018,,,0,0.06705799,73289.27,99.605225,241.65216,,
Solomon Islands,SLB,2019,,,0,0.06763954,43687.047,102.07462,239.78166,,
Solomon Islands,SLB,2020,,,0,,,,,,
Solomon Islands,SLB,2021,,,0,,,,,,
Solomon Islands,SLB,2022,,,0,,,,,,
Somalia,SOM,1983,,490,0,,,,,,
Somalia,SOM,1984,,133,0,,,,,,
Somalia,SOM,1985,,42,0,,,,,,10199
Somalia,SOM,1986,,7,0,,,,,,15980
Somalia,SOM,1987,,371,0,,,,,,
Somalia,SOM,1988,,378,0,,,,,,
Somalia,SOM,1989,,1085,0,,,,,,
Somalia,SOM,1997,,1,0,78.77024,1897126.2,8410.5,36001.44,,6814
Somalia,SOM,1998,,13,0,80.79984,1959461,8317.418,37858.3,,4417
Somalia,SOM,1999,,21,0,82.81768,2011879.9,7866.098,39634.145,,17757
Somalia,SOM,2000,,107,0,84.893715,2055944.8,7264.863,41292.7,,7496
Somalia,SOM,2001,,14,0,87.117256,2055366.8,6672.101,42947.67,,2567
Somalia,SOM,2002,,6,0,89.371506,1979352.8,6163.764,44614.973,,2775
Somalia,SOM,2003,,0,0,91.576035,1845216.9,5765.282,46197.67,,11020
Somalia,SOM,2004,,0,0,93.80542,1679717.8,5456.111,47659.523,,4490
Somalia,SOM,2005,,205,0,96.458725,1519288.4,5203.87,49098.754,,
Somalia,SOM,2006,,39,0,99.65799,1324489.8,4987.8525,50514.02,,
Somalia,SOM,2007,,9,0,102.91593,1062335.8,4781.9307,51724.082,,41643
Somalia,SOM,2008,,1,0,106.126755,793815.94,4563.2993,52796.46,,1281
Somalia,SOM,2009,,7,0,108.893394,583357,4341.973,53654.508,,208
Somalia,SOM,2010,,1,0,110.9342,502538.84,4130.9727,54341.293,,3510
Somalia,SOM,2011,,10,0,112.775375,674558.06,3926.5547,55273.113,,77636
Somalia,SOM,2012,,1,0,114.63003,1090027.5,3746.97,56453.277,,22576
Somalia,SOM,2013,,216,0,116.35186,1615285.2,3603.1453,57681.363,,6864
Somalia,SOM,2014,,6,0,118.28834,2098878.5,3478.0947,59065.484,,2820
Somalia,SOM,2015,,0,0,121.205345,2372150.2,3361.5,60902.652,,7536
Somalia,SOM,2016,,0,0,124.43744,2394997.5,3254.324,63066.297,,15619
Somalia,SOM,2017,,0,0,128.29395,2369897.5,3150.9495,64934.95,,75414
Somalia,SOM,2018,,14,0,133.66138,2366003.5,3049.8376,65278.61,,6761
Somalia,SOM,2019,,3,0,140.15422,2343292,3002.7888,63820.707,,3100
Somalia,SOM,2020,,16,0,,,,,,6414
Somalia,SOM,1980,,,0,,,,,,
Somalia,SOM,1981,,,0,,,,,,
Somalia,SOM,1982,,,0,,,,,,
Somalia,SOM,1990,,,0,73.05558,1459379.2,925.17004,26430.658,,
Somalia,SOM,1991,,,0,71.364914,1480302.4,1633.3306,27038.244,,
Somalia,SOM,1992,,,0,72.303154,1556616.8,2693.302,28511.33,,
Somalia,SOM,1993,,,0,73.2186,1627814.5,4074.6484,29960.465,,
Somalia,SOM,1994,,,0,74.17704,1695701.4,5574.572,31373.62,,28334
Somalia,SOM,1995,,,0,75.58152,1768309.5,6958.287,32818.34,,9255
Somalia,SOM,1996,,,0,77.04596,1833827.6,7967.9556,34294.434,,10274
Somalia,SOM,2021,,,0,,,,,,4342
Somalia,SOM,2022,,,0,,,,,,
Somalia,SOM,1970,,,,,,,,,43
Somalia,SOM,1971,,,,,,,,,89
South Africa,ZAF,1980,,784,0,,,,,,859
South Africa,ZAF,1981,,889,0,,,,,,4180
South Africa,ZAF,1982,,3367,0,,,,,,11968
South Africa,ZAF,1983,,644,0,,,,,,4715
South Africa,ZAF,1984,,497,0,,,,,,1182
South Africa,ZAF,1985,,504,0,,,,,,2742
South Africa,ZAF,1986,,287,0,,,,,,120
South Africa,ZAF,1987,,175,0,,,,,,37
South Africa,ZAF,1988,,1218,0,,,,,,
South Africa,ZAF,1989,,98,0,,,,,,
South Africa,ZAF,1990,,35,0,24.53086,106154.06,61508.574,156648.88,,
South Africa,ZAF,1991,,0,0,24.085314,106157.38,104808.03,150401.9,,10
South Africa,ZAF,1992,,0,0,23.741526,104214.89,169180.45,144877.94,,11
South Africa,ZAF,1993,,0,0,23.522877,100591.43,255651.92,140594.02,,78
South Africa,ZAF,1994,,0,0,23.450144,95579.55,358656.75,138109.8,,4
South Africa,ZAF,1995,,0,0,23.542135,89494.74,465197.25,138007.22,,
South Africa,ZAF,1996,,0,0,23.941187,76960.56,558611.06,140140.48,,
South Africa,ZAF,1997,,0,0,24.658924,56048.92,625638.56,143696.62,,
South Africa,ZAF,1998,,115,0,25.490982,32731.186,660547.25,148196.75,,20
South Africa,ZAF,1999,,4,0,26.225573,13566.379,668406.2,153178.67,,68
South Africa,ZAF,2000,,0,0,26.628431,5606.776,659974.2,158072.33,,19667
South Africa,ZAF,2001,,0,0,26.6774,6755.396,641000.1,163540.78,,106159
South Africa,ZAF,2002,,0,0,26.521545,9406.959,616707.9,170083.62,,10004
South Africa,ZAF,2003,,0,0,26.204905,12621.406,594119.44,176806.45,,3901
South Africa,ZAF,2004,,0,0,25.77283,15400.805,577540.75,182846.83,,2767
South Africa,ZAF,2005,,0,0,25.266161,16703.615,566498.56,187378.97,,3503
South Africa,ZAF,2006,,0,0,24.254522,16690.701,557869.44,190614.08,,0
South Africa,ZAF,2007,,0,0,22.521376,16300.553,551272.2,193417.34,,
South Africa,ZAF,2008,,0,0,20.494022,15628.188,538059,195848.5,,3907
South Africa,ZAF,2009,,0,0,18.571424,14767.251,521836.4,197871.42,,10520
South Africa,ZAF,2010,,0,0,17.148935,13814.247,514837.3,199424.05,,
South Africa,ZAF,2011,,0,0,15.98564,11980.833,508318.03,200670.33,,
South Africa,ZAF,2012,,0,0,14.714508,8981.279,497076.6,201762.23,,
South Africa,ZAF,2013,,0,0,13.502564,5688.548,485237.7,202618.9,,1
South Africa,ZAF,2014,,0,0,12.529983,3015.2595,475284.6,203285.02,,
South Africa,ZAF,2015,,0,0,11.990228,1916.8511,465326.16,203954.11,,
South Africa,ZAF,2016,,0,0,11.953603,20661.672,456301.97,205348.95,,
South Africa,ZAF,2017,,0,0,12.04192,48642.67,436509.44,207780.5,,
South Africa,ZAF,2018,,0,0,12.020191,84522.32,393961.72,212252.52,,
South Africa,ZAF,2019,,0,0,11.978555,140620.8,366880.47,219127.08,,
South Africa,ZAF,2020,,0,0,,,,,,
South Africa,ZAF,2021,,,0,,,,,,
South Africa,ZAF,2022,,,0,,,,,,
South Africa,ZAF,1973,,,,,,,,,1
South Africa,ZAF,1974,,,,,,,,,37
South Africa,ZAF,1979,,,,,,,,,2
South America,,1991,,,,,,,,,383226
South America,,1992,,,,,,,,,345316
South America,,1993,,,,,,,,,151673
South America,,1994,,,,,,,,,79723
South America,,1995,,,,,,,,,44875
South America,,1996,,,,,,,,,19122
South America,,1997,,,,,,,,,12761
South America,,1998,,,,,,,,,49269
South America,,1999,,,,,,,,,6549
South America,,2000,,,,,,,,,1817
South America,,2001,,,,,,,,,510
South America,,2002,,,,,,,,,16
South America,,2003,,,,,,,,,25
South America,,2004,,,,,,,,,28
South America,,2005,,,,,,,,,5
South America,,2009,,,,,,,,,5
South America,,2011,,,,,,,,,51
South America,,2013,,,,,,,,,6
South America,,2014,,,,,,,,,1
South Asia (WB),,1990,,,,15326.165,60512136,28801.615,3666567.8,,
South Asia (WB),,1991,,,,15361.878,57955464,51764.81,3643792,,
South Asia (WB),,1992,,,,15354.395,55281080,87203.2,3628759.2,,
South Asia (WB),,1993,,,,15322.277,52510820,135316.02,3624561,,
South Asia (WB),,1994,,,,15284.037,49802744,192494.88,3635575,,
South Asia (WB),,1995,,,,15259.334,47363056,251490.89,3667574.5,,
South Asia (WB),,1996,,,,15188.679,44018996,301954.53,3722569,,
South Asia (WB),,1997,,,,15015.674,39228110,332732.44,3792830,,
South Asia (WB),,1998,,,,14781.142,34136988,341170.28,3869312.5,,
South Asia (WB),,1999,,,,14533.3955,29990412,323915.06,3943683.8,,
South Asia (WB),,2000,,,,14316.472,28116040,285882.22,4005866.5,,
South Asia (WB),,2001,,,,14056.418,28423664,240209.94,4042663,,
South Asia (WB),,2002,,,,13679.272,29586292,198527.56,4053794.2,,
South Asia (WB),,2003,,,,13241.75,31087686,165679.38,4049081,,
South Asia (WB),,2004,,,,12806.057,32391982,142092.02,4040801.8,,
South Asia (WB),,2005,,,,12432.277,32910082,125826.54,4040462.5,,
South Asia (WB),,2006,,,,11904.572,32310914,116504.31,4035022,,
South Asia (WB),,2007,,,,11076.356,30913550,110050.336,4008315.5,,
South Asia (WB),,2008,,,,10136.787,29044796,107485.02,3970814.8,,
South Asia (WB),,2009,,,,9289.771,27055312,104994.266,3935038.5,,
South Asia (WB),,2010,,,,8752.082,25321416,102365.734,3914739.5,,
South Asia (WB),,2011,,,,8437.969,23425450,105477.64,3892283.8,,
South Asia (WB),,2012,,,,8130.2427,20963302,107754.19,3849935.2,,
South Asia (WB),,2013,,,,7851.297,18361628,106415.41,3802030.2,,
South Asia (WB),,2014,,,,7625.627,16086531,107643.65,3763693.5,,
South Asia (WB),,2015,,,,7479.193,14647165,109049.23,3751500,,
South Asia (WB),,2016,,,,7348.9385,13397185,102890.49,3738278,,
South Asia (WB),,2017,,,,7271.2754,12557177,97555.35,3743177.8,,
South Asia (WB),,2018,,,,7288.476,12717333,93462.125,3788535.8,,
South Asia (WB),,2019,,,,7344.8535,13233365,88987.086,3847552,,
South Korea,KOR,1980,,98,0,,,,,,145
South Korea,KOR,1981,,14,0,,,,,,
South Korea,KOR,1982,,14,0,,,,,,
South Korea,KOR,1983,,35,0,,,,,,
South Korea,KOR,1984,,0,0,,,,,,
South Korea,KOR,1985,,0,0,,,,,,
South Korea,KOR,1986,,0,0,,,,,,
South Korea,KOR,1987,,0,0,,,,,,
South Korea,KOR,1988,,0,0,,,,,,
South Korea,KOR,1989,,0,0,,,,,,
South Korea,KOR,1990,,0,0,,,,,,
South Korea,KOR,1993,,0,0,,,,,,5
South Korea,KOR,1994,,0,0,,,,,,34
South Korea,KOR,1995,,0,0,,,,,,74
South Korea,KOR,1996,,0,0,,,,,,
South Korea,KOR,1997,,0,0,,,,,,10
South Korea,KOR,1998,,0,0,,,,,,
South Korea,KOR,1999,,0,0,,,,,,
South Korea,KOR,2000,,0,0,,,,,,
South Korea,KOR,2001,,0,0,,,,,,138
South Korea,KOR,2002,,0,0,,,,,,
South Korea,KOR,2003,,0,0,,,,,,
South Korea,KOR,2004,,0,0,,,,,,10
South Korea,KOR,2005,,0,0,,,,,,
South Korea,KOR,2006,,0,0,,,,,,
South Korea,KOR,2007,,0,0,,,,,,
South Korea,KOR,2008,,0,0,,,,,,
South Korea,KOR,2009,,0,0,,,,,,
South Korea,KOR,2010,,0,0,,,,,,1
South Korea,KOR,2011,,0,0,,,,,,3
South Korea,KOR,2012,,0,0,,,,,,
South Korea,KOR,2013,,0,0,,,,,,3
South Korea,KOR,2014,,0,0,,,,,,
South Korea,KOR,2015,,0,0,,,,,,
South Korea,KOR,2016,,0,0,,,,,,4
South Korea,KOR,2017,,0,0,,,,,,5
South Korea,KOR,2018,,0,0,,,,,,2
South Korea,KOR,2019,,0,0,,,,,,1
South Korea,KOR,2020,,0,0,,,,,,
South Korea,KOR,1991,,,0,,,,,,113
South Korea,KOR,1992,,,0,,,,,,6
South Korea,KOR,2021,,,0,,,,,,
South Korea,KOR,2022,,,0,,,,,,
South Korea,KOR,1963,,,,,,,,,415
South Korea,KOR,1964,,,,,,,,,11
South Korea,KOR,1969,,,,,,,,,1538
South Korea,KOR,1970,,,,,,,,,475
South Sudan,SSD,2000,,0,0,44.488472,2740983.5,10159.13,18602.92,,
South Sudan,SSD,2001,,0,0,44.959045,2750020,9972.883,18747.23,,
South Sudan,SSD,2011,,0,1028,44.638718,2325846.8,10151.61,21811.232,,
South Sudan,SSD,2012,,0,521,44.675034,2357773.2,10138.219,21640.633,,
South Sudan,SSD,2013,,0,113,44.059826,2352591,10195.415,21038.162,,
South Sudan,SSD,2014,,2,70,42.978733,2320736.8,10398.927,20266.1,,6421
South Sudan,SSD,2015,,0,5,40.46601,2200194.5,9747.996,19030.793,,1818
South Sudan,SSD,2016,,0,6,37.37255,2100527.5,8718.377,17852.975,,4295
South Sudan,SSD,2017,,0,0,36.343704,2127557.5,8541.365,17695.973,,16088
South Sudan,SSD,2018,,0,10,36.645,2167936,8836.029,18017.584,,
South Sudan,SSD,2019,,0,4,36.78834,2161231.5,8936.726,18187.438,,
South Sudan,SSD,2020,,100,1,,,,,,
South Sudan,SSD,1980,,,0,,,,,,
South Sudan,SSD,1981,,,0,,,,,,
South Sudan,SSD,1982,,,0,,,,,,
South Sudan,SSD,1983,,,0,,,,,,
South Sudan,SSD,1984,,,0,,,,,,
South Sudan,SSD,1985,,,0,,,,,,
South Sudan,SSD,1986,,,0,,,,,,
South Sudan,SSD,1987,,,0,,,,,,
South Sudan,SSD,1988,,,0,,,,,,
South Sudan,SSD,1989,,,0,,,,,,
South Sudan,SSD,1990,,,0,34.729935,2226864,3203.5476,16580.113,,
South Sudan,SSD,1991,,,0,37.727856,2273879.5,4242.2534,16916.107,,
South Sudan,SSD,1992,,,0,40.43506,2322443.2,5396.816,17225.846,,
South Sudan,SSD,1993,,,0,42.699886,2372840.5,6582.0317,17514.584,,
South Sudan,SSD,1994,,,0,44.428696,2425303.8,7697.9155,17790.848,,
South Sudan,SSD,1995,,,0,45.40974,2480120.5,8656.127,18059.203,,
South Sudan,SSD,1996,,,0,45.616764,2536020,9399.287,18267.627,,
South Sudan,SSD,1997,,,0,45.325634,2590031.2,9898.57,18375.305,,
South Sudan,SSD,1998,,,0,44.829422,2641906,10164.304,18428.12,,
South Sudan,SSD,1999,,,0,44.428463,2692442.2,10236.979,18487.934,,
South Sudan,SSD,2002,,,0,45.516052,2698206.2,9734.494,18876.34,,
South Sudan,SSD,2003,,,0,46.09928,2611385.5,9510.974,19019.004,,
South Sudan,SSD,2004,,,0,46.64377,2518721.5,9346.256,19209.734,,
South Sudan,SSD,2005,,,0,47.084866,2452541.5,9271.289,19484.914,,
South Sudan,SSD,2006,,,20581,46.99881,2401195,9302.367,19835.459,,
South Sudan,SSD,2007,,,5815,46.241196,2340294.5,9429.319,20224.746,,
South Sudan,SSD,2008,,,3618,45.216484,2286626.8,9662.221,20644.896,,
South Sudan,SSD,2009,,,2733,44.38334,2257945.8,9908.518,21080.85,,
South Sudan,SSD,2010,,,1698,44.21552,2273901,10071.833,21517.672,,
South Sudan,SSD,2021,,,4,,,,,,
South Sudan,SSD,2022,,,5,,,,,,
South-East Asia,,1980,,140623,,,,,,,
South-East Asia,,1981,,279552,,,,,,,
South-East Asia,,1982,,192948,,,,,,,
South-East Asia,,1983,,177310,,,,,,,
South-East Asia,,1984,,165956,,,,,,,
South-East Asia,,1985,,160748,,,,,,,
South-East Asia,,1986,,143794,,,,,,,
South-East Asia,,1987,,208292,,,,,,,
South-East Asia,,1988,,176771,,,,,,,
South-East Asia,,1989,,105546,,,,,,,
South-East Asia,,1990,,79191,,,,,,,
South-East Asia,,1991,,45290,,,,,,,
South-East Asia,,1992,,68278,,,,,,,
South-East Asia,,1993,,31892,,,,,,,
South-East Asia,,1994,,35840,,,,,,,
South-East Asia,,1995,,23520,,,,,,,
South-East Asia,,1996,,1335,,,,,,,
South-East Asia,,1997,,3138,,,,,,,
South-East Asia,,1998,,5300,,,,,,,
South-East Asia,,1999,,3735,,,,,,,
South-East Asia,,2000,,656,,,,,,,
South-East Asia,,2001,,536,,,,,,,
South-East Asia,,2002,,3200,,,,,,,
South-East Asia,,2003,,450,,,,,,,
South-East Asia,,2004,,149,,,,,,,
South-East Asia,,2005,,465,,,,,,,
South-East Asia,,2006,,779,,,,,,,
South-East Asia,,2007,,992,,,,,,,
